0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
"127.1184809,36.6910327","128.5583788,35.2346019","126.7022491,35.1613557","128.5813874,35.9090408","127.1133633,37.7221704","128.0243707,37.4393479","128.2344383,37.1244057","129.3493116,36.0740248","127.5272242,36.6487595","126.8514071,37.6618746","126.9330288,37.6070569","127.4294244,36.4977743","128.0810352,35.1116659","127.552601,34.9233115","127.4747038,36.7502117","127.0534346,37.6922977","128.80946,35.1985834","128.5240998,34.9184077","127.1565034,35.8869867","127.1918674,35.8242222","128.8410595,37.8373526","126.5145534,34.7887463","128.8410595,37.8373526","127.2187796,35.7575763","127.2345897,35.7353455","128.80946,35.1985834","126.945096,37.6580992","127.2664374,36.4668158","127.2008119,35.7724458","126.826461,35.226077","127.2209166,35.7499994","127.5528137,36.7368841","126.8775618,35.1875326",,"128.8410595,37.8373526","128.9295836,35.229901","127.2528368,36.7364409","126.8244186,35.7185737","127.0856018,37.7632206","126.8543784,37.6726482","126.8543784,37.6726482","128.4851249,35.2705249","126.8500698,37.6328021","128.80946,35.1985834","126.9330288,37.6070569","126.5145534,34.7887463","126.7887533,35.1489145","128.5813874,35.9090408","126.7526991,37.5675658","128.9295836,35.229901","127.0856018,37.7632206","127.04993,37.6935715","127.1519874,37.6397258","128.5813874,35.9090408"
"127.1184646,36.6904629","128.5576547,35.2346145","126.7017762,35.1612056","128.5816675,35.9090978","127.113934,37.7232755","128.0245246,37.4393662","128.2331457,37.1228606","129.3492116,36.0739245","127.5280253,36.6490054","126.8516948,37.6624224","126.9329534,37.6071394","127.4294981,36.4965204","128.0806838,35.1114791","127.5528069,34.9235306","127.4758114,36.7512675","127.0538474,37.6923245","128.8094394,35.1986025","128.5237753,34.9183699","127.1565086,35.8870778","127.1918824,35.8234983","128.8403756,37.8371152","126.5147236,34.7884907","128.8403756,37.8371152","127.2190808,35.7565563","127.2346508,35.7352393","128.8094394,35.1986025","126.9451085,37.6581028","127.2651249,36.4671666","127.2017137,35.7712444","126.8261619,35.2287579","127.2209445,35.749949","127.5528453,36.7372249","126.8771519,35.1880021",,"128.8403756,37.8371152","128.9285595,35.2287762","127.2546745,36.7354576","126.8242339,35.7185736","127.0850449,37.7637459","126.8543807,37.6728997","126.8543807,37.6728997","128.4845995,35.2709908","126.8498828,37.633066","128.8094394,35.1986025","126.9329534,37.6071394","126.5147236,34.7884907","126.7886927,35.1490647","128.5816675,35.9090978","126.7528468,37.5683112","128.9285595,35.2287762","127.0850449,37.7637459","127.0499171,37.6936544","127.1522804,37.6398429","128.5816675,35.9090978"
"127.1184553,36.6900906","128.5570718,35.2346602","126.6975925,35.1595648","128.5849002,35.9097565","127.1145245,37.7245123","128.0257865,37.4395742","128.2330261,37.1227171","129.3490974,36.073838","127.5285132,36.6490955","126.8519217,37.6628085","126.9328529,37.6072426","127.4295094,36.4963175","128.0804117,35.1113343","127.553449,34.9242409","127.4765796,36.7520529","127.054065,37.6923461","128.8093366,35.1986992","128.5236042,34.9183425","127.156525,35.8873708","127.1918281,35.8220745","128.8397992,37.8369163","126.5149303,34.7882038","128.8397992,37.8369163","127.2191247,35.7563301","127.2349089,35.7347728","128.8093366,35.1986992","126.9456697,37.658247","127.2649684,36.4672222","127.2022474,35.7705343","126.8260917,35.2294049","127.2211281,35.7496176","127.5529746,36.7378721","126.8766615,35.188491",,"128.8397992,37.8369163","128.9279757,35.2281294","127.2557124,36.7348827","126.8240638,35.7185636","127.0845152,37.7642569","126.8543868,37.6735117","126.8543868,37.6735117","128.4840367,35.2713659","126.849668,37.6333902","128.8093366,35.1986992","126.9328529,37.6072426","126.5149303,34.7882038","126.7886492,35.1491492","128.5849002,35.9097565","126.752849,37.5683202","128.9279757,35.2281294","127.0845152,37.7642569","127.0499088,37.6937075","127.1527102,37.6400452","128.5849002,35.9097565"
"127.1184395,36.6894288","128.5569927,35.2346663","126.6969403,35.1593405","128.5858872,35.9099666","127.1148081,37.7251856","128.0266992,37.4398","128.232886,37.1225449","129.3489573,36.0737815","127.5286038,36.6491126","126.8519843,37.6629071","126.9325651,37.6075495","127.4295242,36.4960741","128.0787617,35.1104576","127.553609,34.9244329","127.477349,36.7528409","127.0542452,37.6923675","128.8092637,35.1987424","128.5234045,34.9183108","127.1565214,35.8876891","127.1915829,35.8193573","128.8392364,37.8367082","126.5149936,34.7881259","128.8392364,37.8367082","127.2191664,35.7561192","127.2358637,35.7329825","128.8092637,35.1987424","126.9459051,37.6583112","127.2645304,36.4673791","127.2025709,35.7701177","126.8260596,35.2297014","127.2211348,35.7496068","127.5532619,36.7387599","126.876162,35.1888996",,"128.8392364,37.8367082","128.9267224,35.2266484","127.2561814,36.7346097","126.8237147,35.7185238","127.0836118,37.7652172","126.8543703,37.6737117","126.8543703,37.6737117","128.4834369,35.2716747","126.8493786,37.6338303","128.8092637,35.1987424","126.9325651,37.6075495","126.5149936,34.7881259","126.788497,35.1493575","128.5858872,35.9099666","126.7528813,37.5684872","128.9267224,35.2266484","127.0836118,37.7652172","127.049879,37.6939499","127.1529284,37.6401648","128.5858872,35.9099666"
"127.1184146,36.6888121","128.5566119,35.2347075","126.6958263,35.1590689","128.5861994,35.9100242","127.1151444,37.7261998","128.027637,37.4400662","128.2324374,37.1220158","129.3487792,36.0737617","127.528803,36.6491495","126.8520615,37.6630265","126.9325103,37.6076078","127.4296493,36.494758","128.0784596,35.1102553","127.5537876,34.9246465","127.4777365,36.753253","127.054482,37.6924063","128.8091237,35.1987791","128.5231147,34.9182474","127.156482,35.8881019","127.1913877,35.8180134","128.8385496,37.8364997","126.5153939,34.7876386","128.8385496,37.8364997","127.219305,35.7553883","127.2365161,35.7316396","128.8091237,35.1987791","126.9463068,37.6584086","127.2639036,36.4676023","127.2028498,35.7697947","126.826037,35.2299158","127.2216621,35.7487353","127.5535773,36.7396288","126.8755747,35.1892743",,"128.8385496,37.8364997","128.9264846,35.2263717","127.2602911,36.7323481","126.8234388,35.7184745","127.0822129,37.7670402","126.8542098,37.6749646","126.8542098,37.6749646","128.482799,35.2719332","126.8492166,37.6340745","128.8091237,35.1987791","126.9325103,37.6076078","126.5153939,34.7876386","126.7881987,35.149693","128.5861994,35.9100242","126.7529201,37.568683","128.9264846,35.2263717","127.0822129,37.7670402","127.0498732,37.6949044","127.1533285,37.6404039","128.5861994,35.9100242"
"127.118377,36.6878123","128.5559493,35.2347998","126.6953822,35.15901","128.5865239,35.9100916","127.1152433,37.7265922","128.0292372,37.4406413","128.2322358,37.1217719","129.348611,36.0737878","127.5291867,36.64919","126.8529646,37.6646484","126.9323653,37.6077549","127.4296991,36.494008","128.0779103,35.1098512","127.5547539,34.9257038","127.4778116,36.7533332","127.054738,37.6924658","128.8086376,35.1988087","128.5228477,34.9181658","127.156468,35.8882588","127.1912596,35.8167814","128.8380038,37.8363509","126.5155847,34.7874048","128.8380038,37.8363509","127.2194616,35.75457","127.2369745,35.730436","128.8086376,35.1988087","126.9464053,37.6584316","127.2627493,36.4680238","127.2036906,35.7688825","126.8259157,35.2307583","127.2218933,35.748395","127.5544684,36.7420786","126.8755086,35.1893083",,"128.8380038,37.8363509","128.9263007,35.2261584","127.2606455,36.7321775","126.82311,35.7183861","127.0821924,37.7670671","126.854205,37.674988","126.854205,37.674988","128.4822119,35.2721165","126.8492017,37.6340988","128.8086376,35.1988087","126.9323653,37.6077549","126.5155847,34.7874048","126.7879945,35.1499443","128.5865239,35.9100916","126.7532683,37.5701048","128.9263007,35.2261584","127.0821924,37.7670671","127.0498385,37.6953982","127.153933,37.6408122","128.5865239,35.9100916"
"127.1183326,36.687283","128.5554242,35.2349","126.6948163,35.1589504","128.589587,35.9107328","127.1155491,37.7278118","128.0306118,37.4412661","128.2322244,37.1217575","129.3484174,36.0738665","127.5296018,36.6492025","126.8532966,37.6654569","126.9320453,37.6081103","127.4297995,36.4928496","128.0772747,35.1093493","127.5547989,34.9257552","127.4780299,36.7535523","127.0552758,37.6926292","128.8081597,35.198803","128.5226179,34.918082","127.1564633,35.8883119","127.1912355,35.8164442","128.8379364,37.8363327","126.5176079,34.7849071","128.8379364,37.8363327","127.2197495,35.7532228","127.2374869,35.7289539","128.8081597,35.198803","126.9464709,37.6584472","127.2586014,36.4695372","127.2039637,35.7686334","126.8258901,35.2309276","127.2223644,35.7477884","127.5545997,36.7424247","126.8749991,35.1895743",,"128.8379364,37.8363327","128.9262055,35.2260603","127.2611805,36.7319325","126.8228543,35.7182936","127.0803396,37.7700439","126.8541337,37.6753707","126.8541337,37.6753707","128.481861,35.2721897","126.8491913,37.6341168","128.8081597,35.198803","126.9320453,37.6081103","126.5176079,34.7849071","126.787756,35.1502323","128.589587,35.9107328","126.7535577,37.5712856","128.9262055,35.2260603","127.0803396,37.7700439","127.0498337,37.695436","127.1547112,37.6414175","128.589587,35.9107328"
"127.1181578,36.6859599","128.5550617,35.2349915","126.6946714,35.1589422","128.5937493,35.9116082","127.1160028,37.73093","128.0314992,37.4417498","128.2313349,37.120684","129.3480716,36.0740818","127.5305471,36.6491824","126.853682,37.6659953","126.9318431,37.6083383","127.4299497,36.4909871","128.0762219,35.1084977","127.5555944,34.9266521","127.4781218,36.7536443","127.0554003,37.6926765","128.8080477,35.1988069","128.5222011,34.9178466","127.1564416,35.8884642","127.1912334,35.8164009","128.8372367,37.8362244","126.520926,34.780941","128.8372367,37.8362244","127.2198509,35.7530075","127.2382613,35.7254816","128.8080477,35.1988069","126.946609,37.6584776","127.256277,36.4703925","127.204454,35.768292","126.8258241,35.2313411","127.222451,35.7476804","127.554676,36.7426248","126.8747774,35.1896922",,"128.8372367,37.8362244","128.9261507,35.2260024","127.2615606,36.7317962","126.8226263,35.7181913","127.0789126,37.7726067","126.8541231,37.6754148","126.8541231,37.6754148","128.4814124,35.2722826","126.8486665,37.6350341","128.8080477,35.1988069","126.9318431,37.6083383","126.520926,34.780941","126.7876155,35.1503496","128.5937493,35.9116082","126.7538243,37.5723743","128.9261507,35.2260024","127.0789126,37.7726067","127.0497837,37.6958306","127.1554181,37.6419919","128.5937493,35.9116082"
"127.1180622,36.6853845","128.554046,35.2353141","126.6944936,35.1589374","128.5950476,35.9118885","127.1161121,37.7315253","128.0324872,37.4423826","128.2309821,37.1204014","129.3479528,36.0741801","127.5314097,36.6492029","126.8538722,37.6661568","126.9316876,37.6085142","127.430009,36.4896033","128.0749999,35.1074665","127.55622,34.9273615","127.4790144,36.7545387","127.0556559,37.6927974","128.8075479,35.198806","128.521945,34.9176747","127.1564188,35.8886292","127.1912158,35.8160979","128.8364994,37.8361742","126.5209893,34.7808639","128.8364994,37.8361742","127.219879,35.7528931","127.2383517,35.7252158","128.8075479,35.198806","126.9469497,37.6585558","127.2560994,36.470458","127.2048642,35.7680559","126.8256622,35.2320408","127.2229798,35.7470207","127.5549857,36.7434838","126.8729621,35.1906576",,"128.8364994,37.8361742","128.9259261,35.2257868","127.2618992,36.7316743","126.8225342,35.7180997","127.0785382,37.7733507","126.8539522,37.6761601","126.8539522,37.6761601","128.4810865,35.2723357","126.8481689,37.6359471","128.8075479,35.198806","126.9316876,37.6085142","126.5209893,34.7808639","126.7875228,35.1504131","128.5950476,35.9118885","126.7541499,37.5736743","128.9259261,35.2257868","127.0785382,37.7733507","127.0497357,37.6964397","127.1561158,37.6425988","128.5950476,35.9118885"
"127.1178925,36.6846077","128.5536772,35.2354346","126.6933743,35.1589832","128.5963748,35.9121748","127.116338,37.7326049","128.0336965,37.4432938","128.2303376,37.1197491","129.3478644,36.0742446","127.5325196,36.6493198","126.854391,37.666476","126.9313804,37.6088426","127.4302486,36.4863814","128.0744779,35.1070371","127.5569487,34.9282142","127.4791847,36.7547109","127.0558199,37.6928854","128.8072773,35.1987864","128.5215146,34.9173077","127.1563627,35.8890365","127.1912233,35.815016","128.835562,37.8361831","126.5217367,34.7799466","128.835562,37.8361831","127.2199845,35.7524587","127.2388597,35.7233911","128.8072773,35.1987864","126.9472506,37.658651","127.2555887,36.4706499","127.2050947,35.7679383","126.8253868,35.2329248","127.2234926,35.7464854","127.5550856,36.7437767","126.8727249,35.1907826",,"128.835562,37.8361831","128.9256582,35.225552","127.26275,36.7314416","126.8214903,35.7177386","127.0777016,37.7754938","126.8538437,37.6766345","126.8538437,37.6766345","128.4807868,35.2723742","126.8479313,37.6364199","128.8072773,35.1987864","126.9313804,37.6088426","126.5217367,34.7799466","126.7874003,35.1504872","128.5963748,35.9121748","126.7551615,37.5778493","128.9256582,35.225552","127.0777016,37.7754938","127.0497255,37.6966407","127.1581866,37.6443543","128.5963748,35.9121748"
"127.1176095,36.683452","128.5533041,35.2355595","126.6923495,35.1591413","128.5993612,35.9127155","127.1166322,37.733655","128.034687,37.4441249","128.2300867,37.1195244","129.347812,36.0742833","127.5331372,36.6494422","126.8547511,37.6666663","126.9312878,37.608944","127.4302949,36.4857594","128.074362,35.1069411","127.5576347,34.9289668","127.479393,36.7549291","127.0559713,37.692986","128.8069614,35.1987438","128.5213509,34.9171685","127.1563101,35.8894268","127.1912801,35.8143435","128.8324116,37.8363494","126.5224381,34.7790433","128.8324116,37.8363494","127.2201211,35.7519893","127.2388933,35.7232551","128.8069614,35.1987438","126.9474495,37.658733","127.2523189,36.4718412","127.2052244,35.7678746","126.8251869,35.2334331","127.2248283,35.7453065","127.5552338,36.7441832","126.8717622,35.1912825",,"128.8324116,37.8363494","128.9252904,35.2253146","127.2639243,36.7312411","126.82043,35.7173584","127.0772913,37.7769633","126.8537926,37.6767821","126.8537926,37.6767821","128.4803241,35.2723915","126.8478148,37.6366509","128.8069614,35.1987438","126.9312878,37.608944","126.5224381,34.7790433","126.7871896,35.1505996","128.5993612,35.9127155","126.7553543,37.5785049","128.9252904,35.2253146","127.0772913,37.7769633","127.0497191,37.6967479","127.1590232,37.6450886","128.5993612,35.9127155"
"127.1175502,36.6832075","128.5531367,35.235616","126.6916316,35.1593439","128.6046243,35.9136661","127.1168841,37.7343291","128.0360941,37.4453417","128.2296942,37.1190933","129.3474725,36.074485","127.5338365,36.649616","126.8548357,37.6667119","126.9311233,37.6091253","127.4303989,36.4843576","128.0739867,35.1066246","127.5587458,34.9302441","127.480765,36.7563438","127.056048,37.6930458","128.8067569,35.1986631","128.5207612,34.9166666","127.156246,35.8898981","127.1913295,35.8138811","128.8303826,37.8364472","126.5227562,34.7785706","128.8303826,37.8364472","127.2202354,35.7515649","127.2388967,35.723237","128.8067569,35.1986631","126.9476371,37.6588159","127.2513174,36.472262","127.2053696,35.767811","126.8248637,35.2341103","127.2259855,35.7442578","127.5557007,36.7454658","126.8716365,35.1913477",,"128.8303826,37.8364472","128.9248866,35.2250967","127.2647993,36.7311581","126.816441,35.7159356","127.0771502,37.7776162","126.8536251,37.6772616","126.8536251,37.6772616","128.4802241,35.2723914","126.8476231,37.6370582","128.8067569,35.1986631","126.9311233,37.6091253","126.5227562,34.7785706","126.7866518,35.1508345","128.6046243,35.9136661","126.7557618,37.5799992","128.9248866,35.2250967","127.0771502,37.7776162","127.049707,37.6968831","127.1592708,37.6452173","128.6046243,35.9136661"
"127.1173714,36.6824786","128.5523329,35.235925","126.6892522,35.1600169","128.6047498,35.9136911","127.1171819,37.735125","128.0363341,37.4455488","128.2295116,37.1185995","129.3473116,36.074583","127.5341633,36.6497097","126.8550197,37.6668084","126.9310788,37.6091701","127.4304739,36.4828828","128.0734246,35.1061079","127.5594625,34.9310535","127.4813967,36.7569848","127.0561132,37.6931479","128.8065317,35.1985212","128.5203321,34.9162275","127.1561205,35.8907291","127.1913579,35.8137135","128.8283696,37.8365474","126.5231618,34.7777235","128.8283696,37.8365474","127.2204551,35.751038","127.2395029,35.7210861","128.8065317,35.1985212","126.9478754,37.6589306","127.2508601,36.4724918","127.2057086,35.7676784","126.8243805,35.2350012","127.2264026,35.7438702","127.5557389,36.7455659","126.8708391,35.1917602",,"128.8283696,37.8365474","128.9244648,35.2249132","127.2657243,36.7311662","126.8160221,35.7157908","127.077058,37.7780422","126.8535355,37.6775207","126.8535355,37.6775207","128.4798622,35.2723826","126.847011,37.6383563","128.8065317,35.1985212","126.9310788,37.6091701","126.5231618,34.7777235","126.786557,35.1508763","128.6047498,35.9136911","126.7561875,37.5810411","128.9244648,35.2249132","127.077058,37.7780422","127.0496771,37.6971344","127.1595477,37.6454002","128.6047498,35.9136911"
