0,1,2,3,4,5,6,7,8,9,10
"127.5396048,37.6896485","127.2157981,37.5964735","127.2565957,37.6049319","126.8812569,37.2242806","127.6200492,37.2424318","127.120197,37.5434954","127.1637318,37.4134161","128.5406714,36.1207806","127.2157981,37.5964735","127.1701508,37.7033177","127.5047118,37.6746667"
"127.540649,37.6909713","127.2158241,37.5964799","127.2570316,37.6050041","126.8814229,37.2242328","127.6217136,37.2433045","127.1208371,37.5447332","127.1643036,37.4131717","128.5410369,36.1227076","127.2158241,37.5964799","127.171037,37.7040394","127.5072248,37.6756832"
"127.5413869,37.6920076","127.2165033,37.5966086","127.2583147,37.6051698","126.8815269,37.2241982","127.6223896,37.2436544","127.1211965,37.5455123","127.1650643,37.4128673","128.5410949,36.1229749","127.2165033,37.5966086","127.1715909,37.7044853","127.5072599,37.6756977"
"127.5416252,37.6923563","127.2169935,37.5967017","127.2593,37.6052836","126.8817428,37.2241308","127.6228252,37.2438811","127.1214238,37.546006","127.1662018,37.4124532","128.5411375,36.1231737","127.2169935,37.5967017","127.172051,37.7048553","127.5095984,37.6766547"
"127.5418966,37.692815","127.2177429,37.5968162","127.2604494,37.6054491","126.8819576,37.2240472","127.6239875,37.2444983","127.1217239,37.5466578","127.16702,37.4121914","128.5413175,36.1240097","127.2177429,37.5968162","127.1726965,37.7053645","127.5097492,37.676716"
"127.5423054,37.6935476","127.2182513,37.5968778","127.2610371,37.6055458","126.8820617,37.2239955","127.6249998,37.2450326","127.1226257,37.5492124","127.1689942,37.4116679","128.5414625,36.1247243","127.2182513,37.5968778","127.1732428,37.7057356","127.5102788,37.6769043"
"127.5424734,37.6938477","127.2191867,37.596972","127.2615364,37.6056406","126.8821818,37.2239249","127.62595,37.2455328","127.1226391,37.5492494","127.1706534,37.4113345","128.5419812,36.127647","127.2191867,37.596972","127.1741491,37.7063023","127.5108992,37.6771242"
"127.5426403,37.6942028","127.2201189,37.5969958","127.2616723,37.6056715","126.8823494,37.2238329","127.6266869,37.245916","127.1230242,37.5503394","127.1729507,37.4108163","128.5420244,36.1278909","127.2201189,37.5969958","127.1752386,37.7069831","127.5123497,37.6776495"
"127.543148,37.6952806","127.2205244,37.5970076","127.2624273,37.6058596","126.882687,37.2236165","127.6267388,37.2459439","127.1237494,37.5524581","127.174639,37.4102774","128.5422372,36.1289412","127.2205244,37.5970076","127.1756571,37.7072799","127.5136108,37.6780316"
"127.54339,37.6959069","127.2213866,37.5969664","127.2638524,37.606278","126.8829241,37.2234411","127.6288176,37.2470522","127.1242779,37.5538479","127.1768505,37.4094659","128.5426852,36.1313867","127.2213866,37.5969664","127.1760516,37.7075947","127.5145329,37.6783001"
"127.5436229,37.6965107","127.2222864,37.596891","127.2653541,37.6068425","126.8830591,37.2233345","127.6289339,37.2471134","127.1246869,37.5549245","127.1770893,37.4093773","128.5426995,36.1314623","127.2222864,37.596891","127.176453,37.7079076","127.5159097,37.6786514"
"127.5437796,37.6969163","127.2231749,37.596775","127.2665092,37.6073487","126.8834248,37.2229912","127.6299767,37.2476612","127.1248738,37.5553632","127.1773405,37.4092861","128.542775,36.1318746","127.2231749,37.596775","127.1769389,37.7083515","127.517257,37.6789946"
"127.5442117,37.6985908","127.2233189,37.596751","127.2677875,37.6079956","126.8837145,37.2227169","127.6316176,37.2485022","127.1249991,37.5556583","127.178398,37.4088139","128.5428823,36.1324281","127.2233189,37.596751","127.1778248,37.7091841","127.5206617,37.679863"
"127.544306,37.6988918","127.2242982,37.5965928","127.2688866,37.6086666","126.8837736,37.2226559","127.6321413,37.2487531","127.1253308,37.5563507","127.1799478,37.4081241","128.5431219,36.1342426","127.2242982,37.5965928","127.1784044,37.7097219","127.5240506,37.6807267"
"127.5446608,37.7003608","127.2244116,37.5965742","127.2700875,37.6094432","126.8838659,37.2225356","127.6325689,37.2489455","127.1253621,37.5564157","127.1825237,37.4068808","128.5431273,36.1343976","127.2244116,37.5965742","127.1795118,37.7107705","127.5271447,37.6815399"
"127.544853,37.7010909","127.2245861,37.5965421","127.2708471,37.6100116","126.8842956,37.2219438","127.6330789,37.249127","127.1255997,37.5569122","127.1838868,37.4062508","128.5431239,36.1345572","127.2245861,37.5965421","127.1797231,37.7109594","127.5278286,37.6817345"
"127.5448814,37.7011846","127.2257435,37.5963303","127.2718496,37.6108176","126.8843686,37.2218441","127.6335257,37.2492518","127.1259251,37.5574892","127.185668,37.4053533","128.5431166,36.134935","127.2257435,37.5963303","127.1797355,37.7109703","127.5282063,37.6818471"
"127.5450723,37.7018136","127.2264939,37.5961923","127.2724868,37.6114227",,"127.6338562,37.2493416","127.1263398,37.5581151","127.1884202,37.4040472","128.5431123,36.1351911","127.2264939,37.5961923","127.1802058,37.7113681","127.5299293,37.6824658"
"127.5452724,37.7024842","127.2266832,37.5961576","127.2729248,37.6119599",,"127.6341518,37.2494098","127.1269301,37.5589363","127.1888978,37.4038529","128.5429496,36.1365917","127.2266832,37.5961576","127.1805134,37.7116078","127.5305361,37.6826919"
"127.5454361,37.7029852","127.2267739,37.5961416","127.2731155,37.6122126",,"127.6344653,37.2494689","127.1274272,37.5596121","127.1893709,37.4036603","128.5426989,36.1376333","127.2267739,37.5961416","127.1806887,37.7117264","127.5310012,37.6828955"
"127.5456531,37.7035629","127.2279369,37.5959325","127.2733988,37.6125863",,"127.63485,37.2495415","127.1277491,37.5600061","127.1904006,37.4033052","128.5424624,36.138408","127.2279369,37.5959325","127.180898,37.7118676","127.531059,37.6829216"
"127.5458497,37.7040829","127.2289819,37.5957745","127.2737126,37.6129826",,"127.637433,37.2499991","127.1279178,37.5602239","127.1912545,37.4030857","128.5413567,36.1415306","127.2289819,37.5957745","127.1814401,37.7121782","127.5314368,37.6830901"
"127.5461722,37.7047173","127.2298739,37.5956494","127.2746624,37.6143698",,"127.6395671,37.2503545","127.1282925,37.5607064","127.1917895,37.4029546","128.5412495,36.1418317","127.2298739,37.5956494","127.1821739,37.7125046","127.5316739,37.6831955"
"127.5466992,37.705641","127.2303623,37.5956082","127.2749859,37.6149328",,"127.6407526,37.2505523","127.1285773,37.5610282","127.1922622,37.4028585","128.5411992,36.1419746","127.2303623,37.5956082","127.1829081,37.7127545","127.5322592,37.6835117"
"127.5469013,37.705941","127.2308495,37.595566","127.2756844,37.6162862",,"127.6437124,37.2510734","127.128797,37.5612569","127.1927405,37.4027795","128.5409493,36.1427494","127.2308495,37.595566","127.1833806,37.7129","127.5328309,37.6838198"
"127.5471705,37.7063411","127.2312744,37.5955498","127.2762846,37.6175366",,"127.6462075,37.251503","127.1293256,37.5617507","127.1928999,37.4027529","128.5409263,36.1428587","127.2312744,37.5955498","127.1833896,37.7129027","127.5340108,37.6845622"
"127.5474385,37.7067502","127.2317514,37.5955203","127.2767092,37.6184054",,"127.64838,37.2518716","127.1296344,37.5620401","127.193204,37.4027023","128.5408616,36.1431747","127.2317514,37.5955203","127.1837769,37.7130894","127.534333,37.6847721"
"127.5474668,37.7067926","127.2318239,37.5955159","127.2769492,37.6188475",,"127.6490557,37.2519862","127.1297009,37.5620962","127.1937162,37.402618","128.5408114,36.1436665","127.2318239,37.5955159","127.1841144,37.7132336","127.5354947,37.6855992"
"127.5476996,37.7071098","127.2323869,37.5955163","127.2771002,37.6191245",,"127.6491967,37.2520103","127.1303458,37.5626471","127.1941774,37.4025633","128.5408125,36.144083","127.2323869,37.5955163","127.1842548,37.7132935","127.5366192,37.6865497"
"127.5481016,37.707654","127.2329374,37.5955329","127.2774386,37.6196389",,"127.6495249,37.2520649","127.1312809,37.5633865","127.1943718,37.4025439","128.5408249,36.1446076","127.2329374,37.5955329","127.1845514,37.7134529","127.5370935,37.6869903"
"127.548608,37.708264","127.233412,37.5955412","127.2776283,37.6198862",,"127.6501093,37.2521633","127.1316215,37.563657","127.1949393,37.4024859","128.5409124,36.1450828","127.233412,37.5955412","127.184987,37.7137398","127.5373624,37.6872408"
"127.5489985,37.7086911","127.2339952,37.5955912","127.2778055,37.620093",,"127.6510365,37.2523217","127.1323278,37.5641721","127.1952353,37.402475","128.5410867,36.1457412","127.2339952,37.5955912","127.1852324,37.713927","127.5376415,37.6875003"
"127.5497171,37.7093974","127.2339997,37.5955912","127.278011,37.6203449",,"127.6517652,37.2524479","127.1336859,37.5650074","127.1953879,37.4024672","128.5413365,36.1463079","127.2339997,37.5955912","127.1855331,37.7141748","127.5396048,37.6896485"
"127.5505265,37.7101208","127.2349249,37.5956915","127.2782437,37.6206139",,"127.6524093,37.2525642","127.1338157,37.5650826","127.1965609,37.4024252","128.5414604,36.146516","127.2349249,37.5956915","127.185636,37.714276","127.540649,37.6909713"
"127.5512247,37.7107298","127.2358103,37.5958179","127.2788607,37.6211883",,"127.652918,37.252651","127.1344685,37.565437","127.1974026,37.4024436","128.5417117,36.1469411","127.2358103,37.5958179","127.1858981,37.7145408","127.5413869,37.6920076"
"127.5521192,37.7114325","127.2363016,37.5959046","127.2794756,37.6217203",,"127.6531955,37.2526984","127.1347632,37.5655975","127.1993006,37.4024863","128.5420624,36.1474078","127.2363016,37.5959046","127.186434,37.7152534","127.5416252,37.6923563"
"127.5530568,37.7120549","127.236914,37.5960286","127.2801967,37.6223382",,"127.6534268,37.2527378","127.1350716,37.5657562","127.2016448,37.4025499","128.5426115,36.1480746","127.236914,37.5960286","127.1865523,37.7154538","127.5418966,37.692815"
"127.5539036,37.712589","127.2379927,37.5962824","127.285809,37.6272176",,"127.6538182,37.252804","127.1351348,37.5657861","127.2021679,37.4025683","128.5438743,36.1495908","127.2379927,37.5962824","127.1866131,37.7155603","127.5423054,37.6935476"
"127.5551986,37.7132842","127.2387,37.5964742","127.2865994,37.6278365",,"127.6549293,37.2529927","127.1360815,37.5662415","127.2044185,37.40261","128.5440211,36.1497635","127.2387,37.5964742","127.1869026,37.7160514","127.5424734,37.6938477"
"127.5560238,37.7137021","127.2391753,37.5966194","127.287173,37.6281989",,"127.656318,37.2532496","127.1362194,37.5662969","127.2054251,37.4026288","128.5441543,36.1499202","127.2391753,37.5966194","127.1873096,37.7166861","127.5426403,37.6942028"
"127.5567343,37.7139992","127.2412789,37.597264","127.287621,37.6284656",,"127.657869,37.2535062","127.1366026,37.5664252","127.2059628,37.402649","128.5445044,36.1503309","127.2412789,37.597264","127.1878956,37.717352","127.543148,37.6952806"
"127.5575662,37.7143512","127.24146,37.5973212","127.2879356,37.6286221",,"127.6585526,37.2535991","127.1370447,37.56656","127.2061605,37.4026577","128.5447437,36.150611","127.24146,37.5973212","127.1881488,37.7175933","127.54339,37.6959069"
"127.5582301,37.7145933","127.2416048,37.5973702","127.2879877,37.6286484",,"127.6595384,37.2536987","127.1370979,37.5665745","127.2065379,37.4026559","128.5454447,36.1515019","127.2416048,37.5973702","127.1883501,37.7177615","127.5436229,37.6965107"
"127.5591449,37.7149245","127.2451227,37.5985496","127.2887991,37.6290536",,"127.660223,37.2537672","127.137574,37.5667076","127.2067583,37.4026546","128.5462453,36.1525217","127.2451227,37.5985496","127.1897885,37.7189117","127.5437796,37.6969163"
"127.5604353,37.7153511","127.2463877,37.5989886","127.288824,37.6290636",,"127.6603155,37.2537734","127.1379213,37.5667745","127.2077471,37.4026066","128.5465619,36.1529247","127.2463877,37.5989886","127.1902906,37.7193169","127.5442117,37.6985908"
"127.5632511,37.7163078","127.2472498,37.5993339","127.2896244,37.6293742",,"127.6604147,37.2537805","127.1384033,37.5668463","127.2085981,37.4025411","128.5467991,36.1534581","127.2472498,37.5993339","127.190389,37.7193937","127.544306,37.6988918"
"127.5697705,37.7185664","127.2476818,37.5995448","127.2900048,37.6295074",,"127.6609798,37.2538202","127.1387791,37.5668826","127.2095907,37.4024092","128.5472091,36.1544444","127.2476818,37.5995448","127.1932594,37.7216906","127.5446608,37.7003608"
"127.5710213,37.7189821","127.2480539,37.5997376","127.2900251,37.6295146",,"127.6615064,37.2538484","127.1391482,37.5668945","127.2105981,37.402217","128.5473454,36.1548326","127.2480539,37.5997376","127.1935149,37.7219166","127.544853,37.7010909"
"127.5712494,37.7190577","127.248332,37.5999013","127.290349,37.6296278",,"127.662306,37.253877","127.139386,37.5668907","127.2115662,37.4019778","128.5475197,36.1554802","127.248332,37.5999013","127.1936302,37.7220179","127.5448814,37.7011846"
"127.5715377,37.7191594","127.248479,37.5999873","127.290957,37.629811",,"127.6636683,37.2539121","127.1395298,37.5668885","127.2119939,37.4018337","128.547551,36.1557432","127.248479,37.5999873","127.1936551,37.7220396","127.5450723,37.7018136"
"127.5725457,37.7195157","127.2491831,37.6004899","127.2919252,37.6300939",,"127.6652369,37.2539487","127.1404007,37.566856","127.2124577,37.401678","128.5475711,36.1559197","127.2491831,37.6004899","127.1939648,37.722327","127.5452724,37.7024842"
"127.5728102,37.7196092","127.2499999,37.6011658","127.2924382,37.6302282",,"127.6654817,37.2539583","127.1408029,37.5668211","127.2127881,37.4015499","128.5475849,36.1560377","127.2499999,37.6011658","127.1939976,37.7223568","127.5454361,37.7029852"
"127.5735287,37.7198639","127.2504041,37.6015579","127.2936964,37.6305585",,"127.6670504,37.2540219","127.1416219,37.5667488","127.2134818,37.4012821","128.5476953,36.1569806","127.2504041,37.6015579","127.1943634,37.7225335","127.5456531,37.7035629"
"127.5744333,37.7201616","127.2509089,37.6020403","127.2955413,37.631053",,"127.6689485,37.254158","127.1418179,37.5667314","127.2144427,37.4008319","128.5479061,36.1586232","127.2509089,37.6020403","127.1945502,37.7226241","127.5458497,37.7040829"
"127.5830239,37.7231078","127.251564,37.6026483","127.2956998,37.6310956",,"127.6696772,37.2542273","127.1429111,37.5666346","127.2152455,37.400376","128.5479321,36.1588231","127.251564,37.6026483","127.1946158,37.7226802","127.5461722,37.7047173"
"127.5835052,37.7232724","127.2520995,37.6030856","127.2964598,37.6312916",,"127.6700979,37.2542672","127.1430697,37.5666207","127.2156622,37.4001291","128.5480835,36.1600866","127.2520995,37.6030856","127.1949369,37.7229694","127.5466992,37.705641"
"127.5837243,37.723347","127.2524951,37.6033812","127.2973601,37.6315239",,"127.6704644,37.2543009","127.1443373,37.5665091","127.2159521,37.3999576","128.5481249,36.1603576","127.2524951,37.6033812","127.1951155,37.723134","127.5469013,37.705941"
"127.5843941,37.7235755","127.2528614,37.6036046","127.2973613,37.6315239",,"127.6707768,37.2543266","127.1459085,37.566366","127.2170156,37.3992652","128.5482366,36.1613158","127.2528614,37.6036046","127.1961978,37.7242913","127.5471705,37.7063411"
"127.5845995,37.7236466","127.2531667,37.6037783","127.2986683,37.6318353",,"127.6715652,37.2543904","127.1467218,37.566309","127.2184256,37.3983735","128.5483969,36.1620879","127.2531667,37.6037783","127.1967305,37.7250228","127.5474385,37.7067502"
"127.5850695,37.7238103","127.2536847,37.6040408","127.2997988,37.6320554",,"127.6718348,37.2544125","127.1471783,37.566286","127.2194807,37.3977937","128.5484492,36.1623417","127.2536847,37.6040408","127.1968861,37.725262","127.5474668,37.7067926"
"127.5859107,37.7241017","127.2541542,37.6042464","127.3014336,37.6322826",,"127.6736416,37.254555","127.1474444,37.5662814","127.2203363,37.3974081","128.5484766,36.1624731","127.2541542,37.6042464","127.1973577,37.7262042","127.5476996,37.7071098"
"127.5877134,37.7247187","127.2548671,37.6045038","127.3019718,37.6323339",,"127.6737454,37.254563","127.1479336,37.5662874","127.2209665,37.3971636","128.5485741,36.1629491","127.2548671,37.6045038","127.1975895,37.7266934","127.5481016,37.707654"
"127.590589,37.7257341","127.2551059,37.6045809","127.3023786,37.6323662",,"127.6742338,37.2545956","127.1482981,37.5663011","127.2220081,37.3968956","128.5486372,36.163183","127.2551059,37.6045809","127.197918,37.7273882","127.548608,37.708264"
"127.5909897,37.7258708","127.2553085,37.6046409","127.3024239,37.6323689",,"127.6748033,37.2546326","127.1484758,37.5663079","127.2232358,37.3966731","128.549087,36.1648162","127.2553085,37.6046409","127.1986787,37.7292505","127.5489985,37.7086911"
"127.5917276,37.7261163","127.2555473,37.6047089","127.3034868,37.632441",,"127.6756255,37.2546846","127.1488086,37.5663369","127.2237478,37.396613","128.5497743,36.1666664","127.2555473,37.6047089","127.1993511,37.7307926","127.5497171,37.7093974"
