0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"127.1953445,37.5324417","126.9438131,37.5343047","126.8323743,37.4107492","126.8323743,37.4107492","127.1719131,37.5766337","127.3267348,36.2900841","126.7519969,37.5328102","126.8387075,37.6687893","126.8323743,37.4107492","127.0956069,37.405953","127.188825,37.5809492","126.9360153,37.5878456","127.1498911,37.5113862","126.9438131,37.5343047","127.1953445,37.5324417","126.8323743,37.4107492","127.1156209,37.5878938","126.8435112,37.4402942","126.8323743,37.4107492","127.1789997,37.2784498"
"127.1952004,37.5325351","126.9439643,37.5342243","126.8330239,37.4098749","126.8330239,37.4098749","127.1727498,37.5769506","127.3273121,36.2913912","126.751962,37.53302","126.8393214,37.6688577","126.8330239,37.4098749","127.0962092,37.4061479","127.1890693,37.5810282","126.9363647,37.5882168","127.1504123,37.511723","126.9439643,37.5342243","127.1952004,37.5325351","126.8330239,37.4098749","127.1153524,37.5887799","126.8454121,37.4402245","126.8330239,37.4098749","127.1794364,37.277875"
"127.1949622,37.5326661","126.9442942,37.5339906","126.8335282,37.4093315","126.8335282,37.4093315","127.1733231,37.5771559","127.3273741,36.2915491","126.751812,37.5337509","126.8394732,37.6688738","126.8335282,37.4093315","127.0965239,37.4062499","127.1896472,37.5812163","126.9370021,37.5887174","127.1509,37.5119741","126.9442942,37.5339906","127.1949622,37.5326661","126.8335282,37.4093315","127.1151964,37.589605","126.8459053,37.440184","126.8335282,37.4093315","127.1798617,37.2773416"
"127.1946868,37.5327582","126.944478,37.5339302","126.834278,37.4086228","126.834278,37.4086228","127.1737867,37.5773158","127.3275248,36.291891","126.7513854,37.5352156","126.8417455,37.6690082","126.834278,37.4086228","127.0967969,37.406341","127.1903608,37.5814697","126.9382025,37.5895001","127.1513065,37.5121538","126.944478,37.5339302","127.1946868,37.5327582","126.834278,37.4086228","127.1150738,37.5911955","126.8464652,37.4401429","126.834278,37.4086228","127.1803254,37.2767759"
"127.1945247,37.5328083","126.9445812,37.5339073","126.8354535,37.4075558","126.8354535,37.4075558","127.1744281,37.5774933","127.327824,36.2925577","126.7507513,37.5373964","126.8421912,37.6690035","126.8354535,37.4075558","127.0971646,37.4064639","127.1907238,37.5816166","126.9384518,37.5896337","127.1518566,37.5123483","126.9445812,37.5339073","127.1945247,37.5328083","126.8354535,37.4075558","127.1150808,37.6047923","126.8468793,37.4401055","126.8354535,37.4075558","127.1807245,37.2763001"
"127.1942246,37.532858","126.944596,37.5339037","126.8365414,37.4065551","126.8365414,37.4065551","127.1747358,37.577578","127.3279873,36.2927662","126.7504974,37.5382168","126.8424407,37.668995","126.8365414,37.4065551","127.0986229,37.4069538","127.1912269,37.5818415","126.9386289,37.5897328","127.1524747,37.5125412","126.944596,37.5339037","127.1942246,37.532858","126.8365414,37.4065551","127.1150652,37.605187","126.8484091,37.439931","126.8365414,37.4065551","127.18105,37.2758746"
"127.1938871,37.5328913","126.945266,37.5337545","126.8375996,37.4055912","126.8375996,37.4055912","127.1759303,37.5779076","127.3281619,36.2928746","126.7502653,37.5390212","126.8435965,37.6689546","126.8375996,37.4055912","127.0995912,37.4071771","127.1916292,37.5820472","126.9391647,37.5900337","127.1534241,37.5127667","126.945266,37.5337545","127.1938871,37.5328913","126.8375996,37.4055912","127.1149535,37.6079466","126.8495591,37.4397544","126.8375996,37.4055912","127.1814367,37.2753826"
"127.1926872,37.5329243","126.9453419,37.5337396","126.838325,37.4049463","126.838325,37.4049463","127.1760615,37.5779413","127.3284368,36.2929661","126.7500178,37.5398849","126.8446551,37.6688748","126.838325,37.4049463","127.1003114,37.4073156","127.1921761,37.5823451","126.9402608,37.5906744","127.1558303,37.5131387","126.9453419,37.5337396","127.1926872,37.5329243","126.838325,37.4049463","127.1149072,37.6090199","126.8498614,37.4396992","126.838325,37.4049463","127.1817872,37.2749247"
"127.1921391,37.533013","126.9459268,37.5336215","126.8398091,37.4035953","126.8398091,37.4035953","127.1773739,37.5782495","127.3285837,36.2929897","126.7499991,37.5399416","126.8458128,37.6687469","126.8398091,37.4035953","127.1009957,37.4074044","127.1927151,37.5826647","126.941056,37.5911243","127.1563018,37.5132113","126.9459268,37.5336215","127.1921391,37.533013","126.8398091,37.4035953","127.1148505,37.6099022","126.8502282,37.4396409","126.8398091,37.4035953","127.1819622,37.2746241"
"127.1915918,37.5331639","126.9462034,37.5335625","126.8418394,37.4018066","126.8418394,37.4018066","127.1795179,37.5787349","127.3286862,36.2929908","126.7499885,37.5399811","126.8470183,37.6685914","126.8418394,37.4018066","127.1015694,37.4074632","127.1932563,37.5829861","126.9414657,37.5913308","127.1570153,37.5133252","126.9462034,37.5335625","127.1915918,37.5331639","126.8418394,37.4018066","127.1148268,37.6105429","126.8513118,37.4394332","126.8418394,37.4018066","127.1821622,37.2742578"
"127.1907244,37.5335303","126.9463985,37.533512","126.8439139,37.3998514","126.8439139,37.3998514","127.1802941,37.5789109","127.3288098,36.2929783","126.7499098,37.5402682","126.8471534,37.6685759","126.8439139,37.3998514","127.1016507,37.407467","127.1935105,37.5831373","126.9416497,37.5914083","127.1610372,37.5139993","126.9463985,37.533512","127.1907244,37.5335303","126.8439139,37.3998514","127.1148098,37.6107637","126.8529869,37.4390575","126.8439139,37.3998514","127.1824242,37.2736492"
"127.1902878,37.5337274","126.9465992,37.5334552","126.8445744,37.3992556","126.8445744,37.3992556","127.1810499,37.5790824","127.3289347,36.2928983","126.7495825,37.5414189","126.8480719,37.6684449","126.8445744,37.3992556","127.1018868,37.4074796","127.1937974,37.5833327","126.9417378,37.5914457","127.1612373,37.5140332","126.9465992,37.5334552","127.1902878,37.5337274","126.8445744,37.3992556","127.1147528,37.6114936","126.8541313,37.4387465","126.8445744,37.3992556","127.182787,37.272673"
"127.1902572,37.5337409","126.9468478,37.5333672","126.844801,37.3990504","126.844801,37.3990504","127.1834746,37.5796325","127.3289983,36.2928497","126.7490204,37.5433956","126.8486985,37.6683636","126.844801,37.3990504","127.101993,37.4074808","127.1948694,37.5840241","126.9420936,37.5915772","127.1634287,37.5143901","126.9468478,37.5333672","127.1902572,37.5337409","126.844801,37.3990504","127.1145528,37.612479","126.8552964,37.4383986","126.844801,37.3990504","127.1830339,37.2721707"
"127.1900168,37.5338502","126.9470521,37.5332843","126.845229,37.3986751","126.845229,37.3986751","127.1846264,37.5799033","127.3291121,36.2927498","126.7488115,37.5441324","126.8494125,37.6682711","126.845229,37.3986751","127.1040177,37.407512","127.1965188,37.5850631","126.9422936,37.591643","127.1654244,37.5147167","126.9470521,37.5332843","127.1900168,37.5338502","126.845229,37.3986751","127.1145018,37.6127042","126.8573406,37.4376868","126.845229,37.3986751","127.1830591,37.2720707"
"127.18936,37.5342063","126.9471759,37.5332281","126.8455376,37.398401","126.8455376,37.398401","127.1860509,37.5802379","127.3291993,36.2925993","126.7486514,37.5446416","126.8511186,37.6680597","126.8455376,37.398401","127.1051386,37.4075292","127.1983219,37.5862034","126.942749,37.5917858","127.1661379,37.5148295","126.9471759,37.5332281","127.18936,37.5342063","126.8455376,37.398401","127.1142584,37.6137697","126.858096,37.4373782","126.8455376,37.398401","127.1831027,37.2718924"
"127.1891843,37.5342636","126.9472349,37.5332013","126.8456617,37.3982909","126.8456617,37.3982909","127.1866211,37.5803719","127.3292119,36.2924326","126.7486315,37.5447055","126.8526407,37.6678707","126.8456617,37.3982909","127.1102374,37.4076408","127.1996278,37.5870414","126.9430304,37.5918745","127.1688433,37.5151319","126.9472349,37.5332013","127.1891843,37.5342636","126.8456617,37.3982909","127.1142282,37.613903","126.8588369,37.4370577","126.8456617,37.3982909","127.183102,37.2715129"
"127.1888873,37.5343592","126.9474292,37.5331013","126.846895,37.3971701","126.846895,37.3971701","127.1870239,37.5804658","127.3291744,36.292291","126.7484117,37.5453999","126.8528326,37.6678474","126.846895,37.3971701","127.1109866,37.4076496","127.2014184,37.5882258","126.943574,37.5920456","127.1700365,37.5152777","126.9474292,37.5331013","127.1888873,37.5343592","126.846895,37.3971701","127.1142156,37.613939","126.860724,37.4361999","126.846895,37.3971701","127.1829609,37.2709996"
"127.1887138,37.5344507","126.9476815,37.5329592","126.8471786,37.3969111","126.8471786,37.3969111","127.188825,37.5809492","127.3290489,36.2921159","126.7480139,37.5467998","126.8550574,37.6675585","126.8471786,37.3969111","127.1121996,37.4077581","127.2027718,37.5891153","126.9436249,37.5920603","127.1719307,37.5155425","126.9476815,37.5329592","127.1887138,37.5344507","126.8471786,37.3969111","127.1137487,37.6152697","126.8623116,37.4353414","126.8471786,37.3969111","127.1829298,37.2706227"
"127.1884495,37.5345996","126.9478862,37.5328303","126.8473482,37.396757","126.8473482,37.396757","127.1890693,37.5810282","127.32895,36.2920328","126.7479456,37.5470545","126.8559076,37.6674559","126.8473482,37.396757","127.1130168,37.407923","127.2039884,37.5899422","126.9439131,37.5921455","127.1744352,37.5160001","126.9478862,37.5328303","127.1884495,37.5345996","126.8473482,37.396757","127.1137015,37.6154083","126.8630585,37.434965","126.8473482,37.396757","127.1829689,37.2704407"
"127.1881793,37.5347765","126.9481229,37.5326638","126.8485382,37.3956747","126.8485382,37.3956747","127.1896472,37.5812163","127.3288243,36.2919578","126.7478885,37.5474435","126.856264,37.6674128","126.8485382,37.3956747","127.1136115,37.4080827","127.204028,37.5899693","126.9442431,37.5922471","127.1755229,37.5161996","126.9481229,37.5326638","127.1881793,37.5347765","126.8485382,37.3956747","127.1133781,37.616369","126.8631369,37.4349249","126.8485382,37.3956747","127.1830185,37.2701921"
"127.1876241,37.5351833","126.9481422,37.5326485","126.8491998,37.3950736","126.8491998,37.3950736","127.1903608,37.5814697","127.328624,36.2918746","126.7478225,37.5479298","126.8589212,37.667092","126.8491998,37.3950736","127.1149244,37.4085413","127.2046696,37.5904171","126.944608,37.592375","127.180855,37.5172516","126.9481422,37.5326485","127.1876241,37.5351833","126.8491998,37.3950736","127.1132439,37.6168995","126.8637121,37.4346747","126.8491998,37.3950736","127.1831117,37.2700067"
"127.1875197,37.535266","126.9485944,37.5322595","126.8505452,37.3939092","126.8505452,37.3939092","127.1907238,37.5816166","127.3283992,36.2918246","126.7478102,37.5481379","126.8590437,37.6670845","126.8505452,37.3939092","127.115924,37.4090664","127.2059926,37.5912695","126.945011,37.5925662","127.1830948,37.517693","126.9485944,37.5322595","127.1875197,37.535266","126.8505452,37.3939092","127.1131326,37.6176193","126.8660524,37.4336778","126.8505452,37.3939092","127.1832241,37.2698438"
"127.1872369,37.5354915","126.9489179,37.5319807","126.8510996,37.3934291","126.8510996,37.3934291","127.1912269,37.5818415","127.3280105,36.2918205","126.7477959,37.5484407","126.8596631,37.6670482","126.8510996,37.3934291","127.1166615,37.4095745","127.2064762,37.5915924","126.9453064,37.5927505","127.1845553,37.5180683","126.9489179,37.5319807","127.1872369,37.5354915","126.8510996,37.3934291","127.1130955,37.6182032","126.8712796,37.4314505","126.8510996,37.3934291","127.183292,37.2697746"
"127.1864871,37.5361412","126.9495593,37.5314086","126.8516441,37.3929066","126.8516441,37.3929066","127.1916292,37.5820472","127.3272822,36.2918176","126.7478129,37.548996","126.860546,37.6670882","126.8516441,37.3929066","127.1175495,37.4102741","127.2080963,37.5926655","126.9455158,37.5929156","127.1845858,37.5180783","126.9495593,37.5314086","127.1864871,37.5361412","126.8516441,37.3929066","127.1131213,37.6187062","126.8726079,37.4308843","126.8516441,37.3929066","127.1836632,37.2694781"
"127.1857993,37.5368658","126.9506098,37.5304644","126.8522262,37.3923482","126.8522262,37.3923482","127.1921761,37.5823451","127.325086,36.2918298","126.7478317,37.5494919","126.8606775,37.6670934","126.8522262,37.3923482","127.1181742,37.4109747","127.2090613,37.5932826","126.9457095,37.5930778","127.1863995,37.5186744","126.9506098,37.5304644","127.1857993,37.5368658","126.8522262,37.3923482","127.1132742,37.6195792","126.8728994,37.4307578","126.8522262,37.3923482","127.1840328,37.2692871"
"127.1852374,37.5375241","126.950791,37.5302903","126.8525956,37.3919528","126.8525956,37.3919528","127.1927151,37.5826647","127.3248756,36.2917997","126.7479506,37.5502831","126.861775,37.6672327","126.8525956,37.3919528","127.1187489,37.411741","127.2101583,37.5940244","126.9458208,37.5931892","127.1872266,37.5189821","126.950791,37.5302903","127.1852374,37.5375241","126.8525956,37.3919528","127.1134066,37.6200673","126.8745539,37.4301158","126.8525956,37.3919528","127.1841164,37.2692531"
"127.1848742,37.5380162","126.9510384,37.5300526","126.852851,37.3916783","126.852851,37.3916783","127.1932563,37.5829861","127.3247565,36.2918013","126.7480285,37.5507487","126.8629123,37.6674913","126.852851,37.3916783","127.1188814,37.4119153","127.2107957,37.5943982","126.946392,37.5937561","127.1877383,37.5192161","126.9510384,37.5300526","127.1848742,37.5380162","126.852851,37.3916783","127.1135574,37.6204734","126.8749995,37.4299415","126.852851,37.3916783","127.1844859,37.2691062"
"127.1844617,37.538683","126.9513415,37.5297674","126.8535276,37.3907698","126.8535276,37.3907698","127.1935105,37.5831373","127.3241985,36.2918059","126.748138,37.5511253","126.863724,37.6677742","126.8535276,37.3907698","127.1200623,37.4134749","127.2112365,37.5946498","126.9466754,37.5940387","127.1887499,37.5197749","126.9513415,37.5297674","127.1844617,37.538683","126.8535276,37.3907698","127.1138902,37.6211983","126.8754688,37.4297745","126.8535276,37.3907698","127.1849186,37.2689217"
"127.1833165,37.5410145","126.9516846,37.5294337","126.8540814,37.3898183","126.8540814,37.3898183","127.1937974,37.5833327","127.3235993,36.2918249","126.7484632,37.5521071","126.8647497,37.6682358","126.8540814,37.3898183","127.1202778,37.4137586","127.2118244,37.5949496","126.9468691,37.5941856","127.1894993,37.5202582","126.9516846,37.5294337","127.1833165,37.5410145","126.8540814,37.3898183","127.1142047,37.6217527","126.8779308,37.4289258","126.8540814,37.3898183","127.1850768,37.2688473"
"127.1832217,37.5412116","126.9521941,37.5289385","126.8544797,37.3889543","126.8544797,37.3889543","127.1948694,37.5840241","127.3229121,36.2918825","126.7486961,37.5525845","126.8654807,37.6686732","126.8544797,37.3889543","127.1213533,37.4151628","127.2123637,37.5952132","126.947134,37.5943626","127.1901785,37.5207404","126.9521941,37.5289385","127.1832217,37.5412116","126.8544797,37.3889543","127.1144983,37.6221584","126.8808618,37.4276694","126.8544797,37.3889543","127.185512,37.2686186"
"127.1828768,37.5419309","126.9522249,37.528908","126.8547649,37.3880923","126.8547649,37.3880923","127.1965188,37.5850631","127.3226369,36.2919244","126.7489648,37.5531099","126.8664378,37.669458","126.8547649,37.3880923","127.1220077,37.4160573","127.2126249,37.595341","126.9474737,37.5945309","127.190783,37.5212593","126.9522249,37.528908","127.1828768,37.5419309","126.8547649,37.3880923","127.1147876,37.6225316","126.8813709,37.4274683","126.8547649,37.3880923","127.1858409,37.2684581"
"127.1822909,37.5431551","126.9524397,37.5286305","126.8549229,37.3874532","126.8549229,37.3874532","127.1983219,37.5862034","127.32215,36.2920409","126.7492611,37.5536012","126.8665503,37.6695659","126.8549229,37.3874532","127.12239,37.416666","127.2129936,37.595514","126.9475256,37.5945573","127.1912057,37.5216534","126.9524397,37.5286305","127.1822909,37.5431551","126.8549229,37.3874532","127.1151302,37.6229068","126.8814015,37.4274549","126.8549229,37.3874532","127.1870069,37.267704"
"127.1820065,37.5437502","126.9527099,37.5282072","126.8550266,37.3868264","126.8550266,37.3868264","127.1996278,37.5870414","127.3219873,36.2920911","126.7499615,37.5546575","126.8686641,37.6715466","126.8550266,37.3868264","127.1224415,37.4167617","127.2132367,37.5956246","126.9479832,37.5947226","127.191422,37.5219046","126.9527099,37.5282072","127.1820065,37.5437502","126.8550266,37.3868264","127.1155598,37.6233273","126.8832505,37.4266417","126.8550266,37.3868264","127.1875812,37.2673684"
