0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"127.2765376,36.4636555","127.9881652,36.2108732","127.1280333,36.733602","127.1161522,36.73838","127.1161522,36.73838","128.6596258,35.9119646","127.1925717,35.8023436","127.1558756,35.8807548","127.0766729,35.8778988","127.4177763,36.4309631","127.9084596,37.0231424","128.8429369,37.8396744","128.8429369,37.8396744","128.6666506,35.9109662","127.1558756,35.8807548","127.2167816,35.7695271","127.1446614,37.6405359","127.2285748,36.7452532","126.849084,37.6529089","127.0486102,37.6466854","128.572923,35.2433353","127.1886505,35.8349125","127.3649067,37.360412"
"127.2764344,36.463841","127.987262,36.2108931","127.1284182,36.7334536","127.1168619,36.7380127","127.1168619,36.7380127","128.6601171,35.9116894","127.192574,35.8023327","127.1558765,35.8807909","127.0766759,35.8779548","127.4178352,36.4311677","127.9088526,37.0249394","128.8430119,37.8397412","128.8430119,37.8397412","128.6670712,35.9107024","127.1558765,35.8807909","127.217117,35.7682098","127.1449121,37.6404943","127.2312216,36.7449698","126.8491563,37.6534555","127.0484598,37.6470048","128.5720368,35.2425578","127.1886972,35.8345917","127.3656593,37.360155"
"127.2763121,36.4640409","127.9860342,36.2109558","127.1287503,36.7333248","127.1182426,36.7374005","127.1182426,36.7374005","128.6602539,35.9116412","127.1926125,35.8021074","127.1558801,35.8809901","127.0767014,35.8783732","127.4181998,36.432441","127.9090305,37.0258204","128.8431117,37.8397914","128.8431117,37.8397914","128.6674442,35.9104464","127.1558801,35.8809901","127.2173304,35.7670192","127.1462412,37.6398709","127.233027,36.7447539","126.8492261,37.6537723","127.0484195,37.6471038","128.5712249,35.2418265","127.1887447,35.8343276","127.3662581,37.3599511"
"127.2761732,36.4642227","127.9853525,36.211001","127.1290634,36.7332032","127.1184869,36.7373643","127.1184869,36.7373643","128.6604921,35.9115641","127.1926374,35.8019578","127.1558831,35.8810677","127.0767306,35.8787204","127.4186245,36.4338666","127.9091749,37.0263265","128.8432375,37.8398332","128.8432375,37.8398332","128.6677764,35.9101997","127.1558831,35.8810677","127.2177817,35.7645056","127.1463184,37.6398414","127.2341666,36.7446257","126.8493414,37.654201","127.0484103,37.6471254","128.5688514,35.2396853","127.1887966,35.8340852","127.3667609,37.3598065"
"127.2760937,36.4643118","127.9848054,36.2110501","127.1300689,36.7327979","127.1214597,36.7361803","127.1214597,36.7361803","128.6606326,35.9115474","127.1926501,35.8018082","127.1558925,35.8812029","127.0767865,35.8794518","127.4189047,36.4347475","127.9092376,37.0264994","128.8433617,37.8398499","128.8433617,37.8398499","128.6681158,35.9099205","127.1558925,35.8812029","127.2179692,35.7634151","127.1467249,37.6396849","127.2352749,36.7444831","126.8495295,37.6546086","127.0483401,37.6473009","128.5677749,35.2387147","127.1890105,35.8334573","127.3680195,37.3594456"
"127.2759561,36.4644414","127.9843596,36.2110897","127.1304886,36.7326163","127.12205,36.7359496","127.12205,36.7359496","128.6609922,35.9115051","127.1926598,35.8016054","127.155922,35.8815366","127.0768082,35.8797476","127.419276,36.4360694","127.9094054,37.0269621","128.8434809,37.839844","128.8434809,37.839844","128.6681465,35.909895","127.155922,35.8815366","127.2179504,35.7631058","127.1469009,37.6396242","127.2371991,36.7442331","126.849834,37.6551727","127.0483217,37.6473477","128.5662004,35.2373211","127.1890564,35.833333","127.3680986,37.359425"
"127.2757256,36.4646384","127.9830557,36.2112618","127.130877,36.7324309","127.1232025,36.735498","127.1232025,36.735498","128.6611615,35.9114909","127.1926546,35.801508","127.1560415,35.8823493","127.0769366,35.882058","127.4196582,36.4375852","127.9096013,37.0274383","128.8436179,37.8398154","128.8436179,37.8398154","128.6685402,35.9095378","127.1560415,35.8823493","127.2182345,35.760975","127.14691,37.6396215","127.2380868,36.7440746","126.8501152,37.6556952","127.0482136,37.6476033","128.5654179,35.2367257","127.1899115,35.8315491","127.3694735,37.3590569"
"127.2756282,36.4647193","127.977145,36.2121852","127.1312845,36.7322347","127.1249992,36.7347725","127.1249992,36.7347725","128.662262,35.9114911","127.1925971,35.8011986","127.1560489,35.8824215","127.0769857,35.8830382","127.4197493,36.4379494","127.9096685,37.0275913","128.8437749,37.8397658","128.8437749,37.8397658","128.6686944,35.9093983","127.1560489,35.8824215","127.218234,35.7608073","127.1470485,37.6395759","127.2384332,36.7439888","126.8503149,37.6560667","127.0479421,37.648262","128.5645591,35.2361896","127.1900848,35.8311114","127.3699673,37.3588745"
"127.2754247,36.4648569","127.972877,36.2128522","127.1317887,36.7319658","127.1266139,36.7341556","127.1266139,36.7341556","128.6630746,35.9115833","127.1925031,35.8009098","127.1560585,35.882518","127.0770098,35.8835152","127.4198989,36.4389746","127.9097526,37.0277605","128.843924,37.8395911","128.843924,37.8395911","128.6688462,35.9092427","127.1560585,35.882518","127.2182246,35.7606513","127.1474787,37.6394357","127.2388245,36.7438914","126.85048,37.6563723","127.0478616,37.6484582","128.5640101,35.2358851","127.1901429,35.8309664","127.3707413,37.3585896"
"127.2750536,36.4650626","127.9720122,36.2129782","127.1321346,36.7317622","127.1274745,36.733822","127.1274745,36.733822","128.6634624,35.9116579","127.1924559,35.8007997","127.1560904,35.8828264","127.0770138,35.8835937","127.4199619,36.4395741","127.9100406,37.0282201","128.8439989,37.8394577","128.8439989,37.8394577","128.6693743,35.9086831","127.1560904,35.8828264","127.2181491,35.7603978","127.1478294,37.6393448","127.2394996,36.7436495","126.8505378,37.656506","127.0478328,37.6485257","128.5638164,35.2357805","127.1902938,35.8305953","127.3709504,37.358497"
"127.2747865,36.4651775","127.97089,36.2130385","127.1324851,36.731528","127.1280333,36.733602","127.1280333,36.733602","128.6636873,35.9117243","127.1923466,35.8004568","127.1560957,35.8828832","127.0770249,35.8837993","127.4200161,36.4400538","127.9104033,37.0287588","128.8440371,37.8393077","128.8440371,37.8393077","128.6694688,35.9085569","127.1560957,35.8828832","127.2180029,35.7601495","127.1480086,37.6393102","127.2402871,36.7433249","126.8506422,37.6567472","127.0477672,37.6486823","128.563475,35.235641","127.1904169,35.8302747","127.3713708,37.3582748"
"127.2744714,36.4653059","127.9706564,36.2130386","127.1326874,36.7313889","127.1284182,36.7334536","127.1284182,36.7334536","128.6638866,35.9117909","127.192177,35.8002355","127.1560978,35.8829067","127.0770495,35.8841582","127.4200259,36.4402584","127.9105743,37.0289935","128.8440418,37.8391292","128.8440418,37.8391292","128.6701895,35.9075996","127.1560978,35.8829067","127.2178563,35.7600004","127.1480688,37.6392987","127.2411622,36.7429076","126.8507506,37.6570579","127.0475121,37.6492491","128.5628069,35.235398","127.190754,35.8292783","127.3719156,37.357986"
"127.2742211,36.4653847","127.9705696,36.213038","127.1328301,36.7312911","127.1287503,36.7333248","127.1287503,36.7333248","128.664074,35.9118756","127.1915501,35.7994909","127.1562442,35.8844164","127.0770557,35.8842583","127.4200357,36.440537","127.9107712,37.0292254","128.844023,37.8389717","128.844023,37.8389717","128.6727747,35.9036833","127.1562442,35.8844164","127.2176279,35.7598276","127.148113,37.6392898","127.2413608,36.7427999","126.8508839,37.6575048","127.0473996,37.649483","128.5624636,35.2352802","127.1908861,35.8289063","127.3723326,37.3577638"
"127.274153,36.4653999","127.9699308,36.2130035","127.1332078,36.7310038","127.1290634,36.7332032","127.1290634,36.7332032","128.6643301,35.91203","127.191506,35.7994466","127.1562761,35.884723","127.0770608,35.8843341","127.4200333,36.4406903","127.9108119,37.0292703","128.8439804,37.8387523","128.8439804,37.8387523","128.6744118,35.9012412","127.1562761,35.884723","127.2173288,35.7596385","127.1485451,37.6392298","127.2432741,36.7417583","126.8509517,37.6580559","127.0471867,37.6500077","128.5619748,35.2351249","127.1910138,35.8285054","127.3724208,37.3577135"
"127.273914,36.46545","127.9685634,36.212797","127.1338815,36.7304019","127.1300689,36.7327979","127.1300689,36.7327979","128.6646882,35.9122681","127.1909264,35.798805","127.1562846,35.8848069","127.0770803,35.8846217","127.4200296,36.4409842","127.911209,37.0297215","128.8438417,37.8385601","128.8438417,37.8385601","128.6766491,35.8978746","127.1562846,35.8848069","127.2170585,35.7594377","127.1491528,37.6391928","127.2443369,36.7411413","126.8509241,37.6587542","127.047098,37.6502399","128.5619163,35.2351092","127.1911228,35.8280946","127.3725983,37.3576109"
"127.2736571,36.4655027","127.9668845,36.2124186","127.1341684,36.7301116","127.1304886,36.7326163","127.1304886,36.7326163","128.6648072,35.9123733","127.1906465,35.7984923","127.1562889,35.8848375","127.0770824,35.8846533","127.4200248,36.4413078","127.9114723,37.0299739","128.8436534,37.8383937","128.8436534,37.8383937","128.6770106,35.8973725","127.1562889,35.8848375","127.2168776,35.7592813","127.1494804,37.6391956","127.2458866,36.7402909","126.8508933,37.6596851","127.0467368,37.6511047","128.5615568,35.2350168","127.1911936,35.8278297","127.3730097,37.3573752"
"127.2713858,36.4658896","127.9662095,36.2122725","127.1345535,36.7296909","127.130877,36.7324309","127.130877,36.7324309","128.6649874,35.9125663","127.1898994,35.7976546","127.1562932,35.8848718","127.0770865,35.8847164","127.4199739,36.4419911","127.9116384,37.0301157","128.8433902,37.8382282","128.8433902,37.8382282","128.6770399,35.8973316","127.1562932,35.8848718","127.2166939,35.7590041","127.149894,37.6392076","127.2478615,36.7391998","126.8508825,37.6600068","127.0466597,37.6513027","128.561107,35.2349008","127.1913343,35.8272259","127.3734788,37.3571062"
"127.2705728,36.4660314","127.963538,36.2116419","127.1348666,36.7293069","127.1312845,36.7322347","127.1312845,36.7322347","128.6652244,35.9129328","127.1898498,35.7975995","127.1563294,35.8851956","127.0770904,35.8848048","127.419831,36.4431441","127.911897,37.0303375","128.843225,37.8381408","128.843225,37.8381408","128.6773874,35.8968495","127.1563294,35.8851956","127.2166025,35.7588965","127.1505771,37.6392989","127.249999,36.7380414","126.8509191,37.6605001","127.046731,37.6513237","128.5604547,35.2347685","127.1915459,35.8263465","127.3740055,37.3567903"
"127.269274,36.466266","127.9627848,36.2114609","127.1352207,36.7287924","127.1317887,36.7319658","127.1317887,36.7319658","128.6656497,35.9138996","127.1894994,35.7972081","127.1563443,35.8853363","127.0770994,35.8849996","127.4195731,36.4444007","127.9119061,37.0303447","128.8429994,37.8380497","128.8429994,37.8380497","128.6776742,35.896541","127.1563443,35.8853363","127.2163614,35.7585642","127.1509191,37.6393702","127.2502616,36.7378914","126.8509676,37.6609195","127.047837,37.6515668","128.5599471,35.2346963","127.1916182,35.8259635","127.3745548,37.3564682"
"127.2672571,36.4666533","127.9612998,36.2111024","127.1353685,36.7285539","127.1321346,36.7317622","127.1321346,36.7317622","128.6660116,35.9145416","127.1894365,35.7971494","127.1564744,35.8865295","127.0771114,35.8852331","127.419471,36.4449009","127.9122845,37.030667","128.8428952,37.838004","128.8428952,37.838004","128.6783746,35.8958742","127.1564744,35.8865295","127.2162143,35.7582302","127.1513934,37.6394978","127.251074,36.7374243","126.8509806,37.6609799","127.0493891,37.6519306","128.5591428,35.234624","127.1917194,35.8255517","127.374999,37.3562379"
"127.2670427,36.4666962","127.9603273,36.2108844","127.1354816,36.7283379","127.1324851,36.731528","127.1324851,36.731528","128.6662248,35.9147992","127.1891368,35.7967997","127.1564901,35.8867252","127.0771243,35.8855244","127.4194206,36.4451452","127.9128816,37.0311039","128.841462,37.8374913","128.841462,37.8374913","128.678662,35.8956082","127.1564901,35.8867252","127.2161312,35.7576494","127.1516333,37.639585","127.2525249,36.7366151","126.8510275,37.6611992","127.0505708,37.6522172","128.5588294,35.2346069","127.1918164,35.8248072","127.3762264,37.3555461"
"127.2664374,36.4668158","127.9595564,36.2107025","127.1357098,36.7278996","127.1326874,36.7313889","127.1326874,36.7313889","128.6665244,35.9153498","127.1895582,35.7965871","127.1565034,35.8869867","127.0771239,35.8855911","127.4187996,36.4478079","127.9137642,37.0317165","128.8410595,37.8373526","128.8410595,37.8373526","128.6804111,35.8943793","127.1565034,35.8869867","127.2161143,35.7567982","127.1519874,37.6397258","127.2528368,36.7364409","126.8511806,37.6617147","127.0509557,37.652316","128.5583788,35.2346019","127.1918674,35.8242222","127.3762411,37.355538"
"127.2651249,36.4671666","127.9586621,36.2105391","127.1358784,36.7275494","127.1328301,36.7312911","127.1328301,36.7312911","128.666837,35.9160329","127.189699,35.7965162","127.1565086,35.8870778","127.0771249,35.8856082","127.4183995,36.4494664","127.9144808,37.0322143","128.8403756,37.8371152","128.8403756,37.8371152","128.682975,35.892816","127.1565086,35.8870778","127.2161087,35.756525","127.1522804,37.6398429","127.2546745,36.7354576","126.8514835,37.6623491","127.0510972,37.6523553","128.5576547,35.2346145","127.1918824,35.8234983","127.3773542,37.354992"
"127.2649684,36.4672222","127.9579216,36.2104311","127.1360348,36.7271487","127.1332078,36.7310038","127.1332078,36.7310038","128.6670868,35.916666","127.1897866,35.796475","127.156525,35.8873708","127.0771257,35.8856651","127.4183132,36.4498243","127.9156005,37.0329991","128.8397992,37.8369163","128.8397992,37.8369163","128.6831561,35.8927015","127.156525,35.8873708","127.2161036,35.756406","127.1527102,37.6400452","127.2557124,36.7348827","126.8515751,37.6625064","127.051199,37.6523827","128.5570718,35.2346602","127.1918281,35.8220745","127.3774254,37.3549578"
"127.2645304,36.4673791","127.9571748,36.2103663","127.1361903,36.7267102","127.1338815,36.7304019","127.1338815,36.7304019","128.6673689,35.9176108","127.1901717,35.7962127","127.1565214,35.8876891","127.0771366,35.8861159","127.4180151,36.4510691","127.9160587,37.0333202","128.8392364,37.8367082","128.8392364,37.8367082","128.6864235,35.8906264","127.1565214,35.8876891","127.2161018,35.7556603","127.1529284,37.6401648","127.2561814,36.7346097","126.8522079,37.6635266","127.0514413,37.6524422","128.5569927,35.2346663","127.1915829,35.8193573","127.3775362,37.3549029"
"127.2639036,36.4676023","127.9561711,36.2103206","127.1363122,36.7262743","127.1341684,36.7301116","127.1341684,36.7301116","128.6673698,35.9178272","127.1902992,35.7961382","127.156482,35.8881019","127.0771205,35.886866","127.4178806,36.4516279","127.9170688,37.0339973","128.8385496,37.8364997","128.8385496,37.8364997","128.6871896,35.8901401","127.156482,35.8881019","127.2160439,35.7554663","127.1533285,37.6404039","127.2602911,36.7323481","126.8523309,37.6637238","127.0524691,37.6526967","128.5566119,35.2347075","127.1913877,35.8180134","127.3792436,37.3540952"
"127.2627493,36.4680238","127.9554725,36.2103377","127.1364749,36.7254932","127.1345535,36.7296909","127.1345535,36.7296909","128.6674326,35.9180249","127.1908648,35.7958349","127.156468,35.8882588","127.077119,35.886939","127.417755,36.4521525","127.9188161,37.0352252","128.8380038,37.8363509","128.8380038,37.8363509","128.68761,35.889879","127.156468,35.8882588","127.2160746,35.7552167","127.153933,37.6408122","127.2606455,36.7321775","126.8530035,37.6650019","127.0524725,37.6526976","128.5559493,35.2347998","127.1912596,35.8167814","127.3797657,37.3538506"
"127.2586014,36.4695372","127.9544882,36.2103757","127.1366767,36.7244968","127.1348666,36.7293069","127.1348666,36.7293069","128.6674872,35.9181993","127.1908992,35.795816","127.1564633,35.8883119","127.0771145,35.8871472","127.4176553,36.4525717","127.9197629,37.0358609","128.8379364,37.8363327","128.8379364,37.8363327","128.6896891,35.8885863","127.1564633,35.8883119","127.2161617,35.7549788","127.1547112,37.6414175","127.2611805,36.7319325","126.853337,37.6658988","127.0529366,37.6528166","128.5554242,35.2349","127.1912355,35.8164442","127.3807273,37.353418"
