0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"127.2551059,37.6045809","126.7076528,37.6240206","128.1137035,36.1326292","129.4662957,35.6811675","128.6675611,35.918552","127.253935,37.8113109","127.1454609,37.8130172","126.8604747,37.3438497","129.0956127,37.5309709","128.6675611,35.918552","127.2040759,37.5314878","127.2638524,37.606278","127.2980129,37.2407862","127.3894309,37.3802508","127.2638524,37.606278","127.303476,37.243587","127.2638524,37.606278","127.1318448,37.7931087","127.1200365,37.782341","128.6675611,35.918552","127.3894309,37.3802508","127.1335723,37.6579086","126.8047662,37.6363961","127.333122,37.6348383","127.4503074,37.3140345","126.8056394,37.5934536","126.860546,37.6670882","127.1318448,37.7931087","127.3828674,37.3524403","127.3894309,37.3802508","127.1318448,37.7931087"
"127.2553085,37.6046409","126.707595,37.6240203","128.1124465,36.1329052","129.4664176,35.6811844","128.6676261,35.9191292","127.254056,37.8115004","127.1451694,37.813175","126.8612246,37.3428911","129.0956238,37.5314385","128.6676261,35.9191292","127.2049599,37.5314521","127.2653541,37.6068425","127.2993558,37.2416024","127.3898193,37.3803305","127.2653541,37.6068425","127.3035831,37.2436134","127.2653541,37.6068425","127.1318479,37.79317","127.1204272,37.7827659","128.6676261,35.9191292","127.3898193,37.3803305","127.1334683,37.6587583","126.8048645,37.6376513","127.3333384,37.6348476","127.4506561,37.3141347","126.8067633,37.5946563","126.8606775,37.6670934","127.1318479,37.79317","127.3843804,37.3517405","127.3898193,37.3803305","127.1318479,37.79317"
"127.2555473,37.6047089","126.707561,37.6240272","128.1121168,36.1329637","129.466462,35.6811909","128.6676497,35.9196744","127.2542891,37.8117731","127.1446668,37.8134953","126.8617958,37.3423606","129.095625,37.5318675","128.6676497,35.9196744","127.2060014,37.5314042","127.2665092,37.6073487","127.3009553,37.2425796","127.3898566,37.3803377","127.2665092,37.6073487","127.3041025,37.2437404","127.2665092,37.6073487","127.1318789,37.7937866","127.1226243,37.785083","128.6676497,35.9196744","127.3898566,37.3803377","127.1334601,37.6588259","126.804966,37.6395312","127.3338496,37.634869","127.4511334,37.3142476","126.8078849,37.5958581","126.861775,37.6672327","127.1318789,37.7937866","127.3854618,37.3511764","127.3898566,37.3803377","127.1318789,37.7937866"
"127.2562945,37.6048817","126.70752,37.6240432","128.1114464,36.1330672","129.4665351,35.6811969","128.6676455,35.9199206","127.2545337,37.8120215","127.144285,37.8137474","126.8618868,37.3422908","129.0955867,37.5323493","128.6676455,35.9199206","127.2082745,37.531299","127.2677875,37.6079956","127.3015938,37.2429033","127.3911676,37.3806211","127.2677875,37.6079956","127.305198,37.2439198","127.2677875,37.6079956","127.1318841,37.7938767","127.1226717,37.7851336","128.6676455,35.9199206","127.3911676,37.3806211","127.1333901,37.6594611","126.8050087,37.6398045","127.3347121,37.6348775","127.4518657,37.3143795","126.8087105,37.5967354","126.8629123,37.6674913","127.1318841,37.7938767","127.3860597,37.3507921","127.3911676,37.3806211","127.1318841,37.7938767"
"127.2565957,37.6049319","126.7074766,37.6240753","128.110006,36.1332161","129.4665473,35.6811985","128.6676371,35.9203994","127.25469,37.8121489","127.1439464,37.813987","126.8621117,37.3421243","129.0955124,37.5330082","128.6676371,35.9203994","127.2102318,37.5311975","127.2688866,37.6086666","127.3022853,37.2431984","127.392621,37.3808333","127.2688866,37.6086666","127.3058901,37.2439894","127.2688866,37.6086666","127.1318037,37.7949797","127.1227045,37.7851689","128.6676371,35.9203994","127.392621,37.3808333","127.1334338,37.6602544","126.8051104,37.6404559","127.3365585,37.6348223","127.4521456,37.3144192","126.8101431,37.5982454","126.863724,37.6677742","127.1318037,37.7949797","127.3864948,37.3504978","127.392621,37.3808333","127.1318037,37.7949797"
"127.2570316,37.6050041","126.7073241,37.6242411","128.1093195,36.1332602","129.4671697,35.6812577","128.667633,35.9206492","127.2549303,37.8123143","127.1438141,37.8140875","126.8624365,37.3418998","129.095474,37.5332746","128.667633,35.9206492","127.2110254,37.5311598","127.2700875,37.6094432","127.302648,37.2433396","127.3935268,37.3809252","127.2700875,37.6094432","127.3067165,37.2440323","127.2700875,37.6094432","127.1318024,37.7950085","127.1227248,37.7851906","128.667633,35.9206492","127.3935268,37.3809252","127.133704,37.6615685","126.8052122,37.6409585","127.3385057,37.6347646","127.4526715,37.3144681","126.8115295,37.5997443","126.8647497,37.6682358","127.1318024,37.7950085","127.3869153,37.3502133","127.3935268,37.3809252","127.1318024,37.7950085"
"127.2583147,37.6051698","126.7073245,37.6243159","128.1044617,36.1334164","129.467431,35.6812832","128.6676274,35.9209485","127.2552251,37.8124889","127.1437423,37.8141477","126.8632252,37.3414192","129.0953842,37.5336841","128.6676274,35.9209485","127.2119242,37.5311079","127.2708471,37.6100116","127.303093,37.2434755","127.3943253,37.3809845","127.2708471,37.6100116","127.3075891,37.2440553","127.2708471,37.6100116","127.1317429,37.7960169","127.1227689,37.7852349","128.6676274,35.9209485","127.3943253,37.3809845","127.1342997,37.6630945","126.8053905,37.6416581","127.3392992,37.6347414","127.453045,37.3144764","126.8124222,37.6007221","126.8654807,37.6686732","127.1317429,37.7960169","127.3906574,37.3469259","127.3943253,37.3809845","127.1317429,37.7960169"
"127.2593,37.6052836","126.7073245,37.6244159","128.1040162,36.1334277","129.4676778,35.6812972","128.6676241,35.9210991","127.2557492,37.8127423","127.1435324,37.8143264","126.8640353,37.3410657","129.0951419,37.5344742","128.6676241,35.9210991","127.2125616,37.5310743","127.2718496,37.6108176","127.303387,37.2435653","127.395012,37.3810131","127.2718496,37.6108176","127.3083941,37.2440936","127.2718496,37.6108176","127.1317403,37.7960692","127.1229497,37.7854148","128.6676241,35.9210991","127.395012,37.3810131","127.1343556,37.6632452","126.8055108,37.6420022","127.3405823,37.6346575","127.4533859,37.3144819","126.8140362,37.6024846","126.8664378,37.669458","127.1317403,37.7960692","127.3912204,37.346418","127.395012,37.3810131","127.1317403,37.7960692"
"127.2604494,37.6054491","126.7072864,37.6245914","128.1025239,36.1334658","129.4677198,35.6812974","128.6676411,35.922033","127.2559805,37.8128627","127.143473,37.8143767","126.8640954,37.3410435","129.0949686,37.5349479","128.6676411,35.922033","127.2131118,37.5310161","127.2724868,37.6114227","127.303476,37.243587","127.3953272,37.3810278","127.2724868,37.6114227","127.3084437,37.2440982","127.2724868,37.6114227","127.1317173,37.7963656","127.1236906,37.7862266","128.6676411,35.922033","127.3953272,37.3810278","127.1346044,37.6638336","126.8057054,37.6425324","127.3408249,37.6346416","127.4536003,37.314473","126.8148011,37.6033254","126.8665503,37.6695659","127.1317173,37.7963656","127.3916352,37.3460966","127.3953272,37.3810278","127.1317173,37.7963656"
"127.2610371,37.6055458","126.707287,37.624641","128.1024194,36.1334682","129.4679433,35.6813109","128.6677492,35.9229749","127.2560248,37.8128808","127.1431822,37.8146174","126.8646298,37.3408507","129.0949248,37.5350666","128.6677492,35.9229749","127.2135954,37.5309551","127.2729248,37.6119599","127.3035831,37.2436134","127.3960919,37.3810357","127.2729248,37.6119599","127.3089757,37.2441486","127.2729248,37.6119599","127.131692,37.7968775","127.1241921,37.7867528","128.6677492,35.9229749","127.3960919,37.3810357","127.1358049,37.6666666","126.805871,37.6428804","127.3427634,37.6344576","127.4540551,37.3144506","126.8150884,37.6036227","126.8686641,37.6715466","127.131692,37.7968775","127.3923676,37.3455303","127.3960919,37.3810357","127.131692,37.7968775"
"127.2615364,37.6056406","126.7072991,37.6246744","128.100406,36.1335216","129.4682965,35.681343","128.6678569,35.9235166","127.2564626,37.8131089","127.1430521,37.8147387","126.8651427,37.3406831","129.0942961,37.5366379","128.6678569,35.9235166","127.2140734,37.5308589","127.2731155,37.6122126","127.3041025,37.2437404","127.3965177,37.3810306","127.2731155,37.6122126","127.309661,37.2442543","127.2731155,37.6122126","127.1317409,37.7975509","127.1243153,37.7868838","128.6678569,35.9235166","127.3965177,37.3810306","127.1359562,37.667024","126.8060833,37.6433305","127.3430219,37.6344327","127.4547616,37.3143689","126.8153722,37.6039272","126.8691119,37.6719663","127.1317409,37.7975509","127.3928683,37.3451567","127.3965177,37.3810306","127.1317409,37.7975509"
"127.2616723,37.6056715","126.707337,37.6247333","128.1001349,36.1335364","129.4683552,35.6813483","128.6678617,35.9235409","127.2567234,37.8132671","127.1427394,37.8150307","126.8671759,37.3401379","129.0939869,37.5374243","128.6678617,35.9235409","127.2145208,37.5307491","127.2733988,37.6125863","127.305198,37.2439198","127.3966589,37.3810325","127.2733988,37.6125863","127.3105422,37.244454","127.2733988,37.6125863","127.1317665,37.7978953","127.1248292,37.7874425","128.6678617,35.9235409","127.3966589,37.3810325","127.1361356,37.6674401","126.8062523,37.6436876","127.3436929,37.6343822","127.4548158,37.3143626","126.8155958,37.6041286","126.8693042,37.6721494","127.1317665,37.7978953","127.3929361,37.3451053","127.3966589,37.3810325","127.1317665,37.7978953"
"127.2624273,37.6058596","126.7075248,37.6249833","128.0991572,36.1335864","129.4687994,35.6813916","128.66797,35.9238942","127.2569806,37.813465","127.1424254,37.8153533","126.8678333,37.3399629","129.0937898,37.5378921","128.66797,35.9238942","127.2148495,37.5306363","127.2737126,37.6129826","127.3058901,37.2439894","127.3976801,37.3810163","127.2737126,37.6129826","127.3111777,37.2446344","127.2737126,37.6129826","127.1318854,37.7986573","127.1249999,37.7876071","128.66797,35.9238942","127.3976801,37.3810163","127.1361704,37.6675213","126.8064113,37.6440211","127.3511737,37.6341413","127.4551183,37.314324","126.8160603,37.6045054","126.8693998,37.672241","127.1318854,37.7986573","127.3945294,37.3441107","127.3976801,37.3810163","127.1318854,37.7986573"
"127.2638524,37.606278","126.7076584,37.6252023","128.0984273,36.1336234","129.4689871,35.6814327","128.6681307,35.92442","127.2572298,37.8137026","127.1423706,37.8154117","126.868459,37.3397995","129.0936087,37.5383208","128.6681307,35.92442","127.2151793,37.5305173","127.2746624,37.6143698","127.3067165,37.2440323","127.3985092,37.3809458","127.2746624,37.6143698","127.3117432,37.2448309","127.2746624,37.6143698","127.1320389,37.7990778","127.125324,37.7879695","128.6681307,35.92442","127.3985092,37.3809458","127.1365948,37.6686196","126.806915,37.6448271","127.351397,37.6341263","127.4552842,37.3142961","126.8163122,37.6047024","126.8695922,37.6724232","127.1320389,37.7990778","127.394804,37.3439541","127.3985092,37.3809458","127.1320389,37.7990778"
"127.2653541,37.6068425","126.7076874,37.6252494","128.097252,36.1336861","129.4692495,35.6814996","128.6684498,35.9252409","127.257533,37.8140827","127.142345,37.8155378","126.8703462,37.3393039","129.0932365,37.539283","128.6684498,35.9252409","127.215661,37.5303291","127.2749859,37.6149328","127.3075891,37.2440553","127.4005427,37.3807727","127.2749859,37.6149328","127.3118277,37.2448599","127.2749859,37.6149328","127.1322854,37.7997618","127.1255711,37.7882894","128.6684498,35.9252409","127.4005427,37.3807727","127.1370241,37.6696457","126.8074934,37.645648","127.3524591,37.6341078","127.4553813,37.314279","126.8166767,37.6049858","126.8703963,37.6730755","127.1322854,37.7997618","127.3951113,37.3437597","127.4005427,37.3807727","127.1322854,37.7997618"
"127.2665092,37.6073487","126.7078872,37.6255328","128.0964398,36.1337289","129.4693619,35.6815329","128.6688747,35.9260247","127.2579579,37.8147758","127.1423265,37.8155972","126.870362,37.3392995","129.0930122,37.5401242","128.6688747,35.9260247","127.21611,37.5301193","127.2756844,37.6162862","127.3083941,37.2440936","127.4011098,37.3807362","127.2756844,37.6162862","127.3122264,37.2450155","127.2756844,37.6162862","127.1335255,37.8025931","127.125668,37.7884456","128.6688747,35.9260247","127.4011098,37.3807362","127.1370722,37.6697621","126.807701,37.6458755","127.356936,37.6340295","127.4559682,37.3141251","126.8169166,37.6052666","126.8709199,37.6733766","127.1335255,37.8025931","127.3958559,37.3433313","127.4011098,37.3807362","127.1335255,37.8025931"
"127.2677875,37.6079956","126.7079146,37.6256214","128.0962188,36.1337408","129.4696093,35.6816623","128.669437,35.9268748","127.2587321,37.8160302","127.1422955,37.8156639","126.8714868,37.3388412","129.0929078,37.5406456","128.669437,35.9268748","127.2162336,37.5300619","127.2762846,37.6175366","127.3084437,37.2440982","127.4013108,37.3807192","127.2762846,37.6175366","127.3125497,37.2451675","127.2762846,37.6175366","127.1336007,37.8027582","127.1257254,37.7885423","128.669437,35.9268748","127.4013108,37.3807192","127.1377372,37.6717534","126.8079793,37.6461809","127.3624954,37.6339315","127.4563418,37.3140279","126.8172943,37.6055914","126.8713915,37.6736631","127.1336007,37.8027582","127.3974739,37.3424223","127.4013108,37.3807192","127.1336007,37.8027582"
"127.2688866,37.6086666",,"128.0939583,36.1338981","129.4697864,35.6817666","128.6701123,35.9277166","127.2589747,37.8165372","127.1422255,37.8158124","126.8716059,37.3387806","129.0928433,37.5413882","128.6701123,35.9277166","127.2164608,37.5298308","127.2767092,37.6184054","127.3089757,37.2441486","127.4020892,37.3806631","127.2767092,37.6184054","127.3129359,37.2453601","127.2767092,37.6184054","127.1342964,37.8042782","127.1257794,37.7886425","128.6701123,35.9277166","127.4020892,37.3806631","127.1378946,37.6722767","126.8087278,37.6470018","127.3627312,37.6339327","127.457264,37.3136911","126.8177076,37.6059823","126.8719913,37.6739448","127.1342964,37.8042782","127.3977744,37.342254","127.4020892,37.3806631","127.1342964,37.8042782"
"127.2700875,37.6094432",,"128.0913122,36.1340744","129.4699532,35.6819009","128.6706995,35.9282996","127.2590658,37.816833","127.1421945,37.815879","126.8721116,37.3385164","129.0928226,37.541905","128.6706995,35.9282996","127.2168114,37.5296081","127.2769492,37.6188475","127.309661,37.2442543","127.4028743,37.3805934","127.2769492,37.6188475","127.3137455,37.2457995","127.2769492,37.6188475","127.1346167,37.8049795","127.1258322,37.7887607","128.6706995,35.9282996","127.4028743,37.3805934","127.1379478,37.6725238","126.8093621,37.6476581","127.3627844,37.6339328","127.4578623,37.3134506","126.817929,37.6061837","126.8727159,37.6742118","127.1346167,37.8049795","127.3981315,37.3420578","127.4028743,37.3805934","127.1346167,37.8049795"
"127.2708471,37.6100116",,"128.0909324,36.134106","129.4701074,35.6820598","128.6711344,35.928701","127.2590903,37.8169782","127.1421446,37.8160825","126.8727141,37.3381456","129.0928473,37.5424841","128.6711344,35.928701","127.2170329,37.5294058","127.2771002,37.6191245","127.3105422,37.244454","127.4042378,37.3804611","127.2771002,37.6191245","127.3151339,37.2465615","127.2771002,37.6191245","127.1351517,37.8061502","127.125867,37.788841","128.6711344,35.928701","127.4042378,37.3804611","127.1380507,37.6730595","126.8097035,37.6480107","127.3644142,37.633941","127.4606629,37.3122419","126.8180414,37.6062844","126.8729534,37.674287","127.1351517,37.8061502","127.3995359,37.3412135","127.4042378,37.3804611","127.1351517,37.8061502"
"127.2718496,37.6108176",,"128.0902648,36.1341607","129.4701506,35.6821105","128.672243,35.9295377","127.2591639,37.8174029","127.1421177,37.8162438","126.8732993,37.3376827","129.0928867,37.5429496","128.672243,35.9295377","127.2171498,37.5292998","127.2774386,37.6196389","127.3111777,37.2446344","127.4052377,37.3803276","127.2774386,37.6196389","127.3161218,37.2469858","127.2774386,37.6196389","127.1359374,37.8078498","127.1259309,37.7890053","128.672243,35.9295377","127.4052377,37.3803276","127.138054,37.6730776","126.8105164,37.6488528","127.3658468,37.6339273","127.4612814,37.3119834","126.8181593,37.6063986","126.8732645,37.6743752","127.1359374,37.8078498","127.4005359,37.3405347","127.4052377,37.3803276","127.1359374,37.8078498"
"127.2724868,37.6114227",,"128.0897616,36.1341911","129.470664,35.6828115","128.6726293,35.929798","127.2591896,37.8175489","127.1421409,37.8163889","126.8736997,37.3373161","129.092995,37.5434663","128.6726293,35.929798","127.2175499,37.5288491","127.2776283,37.6198862","127.3117432,37.2448309","127.4083952,37.3799759","127.2776283,37.6198862","127.3171627,37.247357","127.2776283,37.6198862","127.1366265,37.8093256","127.1260177,37.7891272","128.6726293,35.929798","127.4083952,37.3799759","127.1381515,37.6742379","126.8122035,37.6505337","127.3662945,37.6339368","127.4626021,37.3114304","126.8188409,37.6070605","126.8735077,37.674445","127.1366265,37.8093256","127.40163,37.3395729","127.4083952,37.3799759","127.1366265,37.8093256"
