0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"128.5884572,35.9034999","127.1592905,35.8488133","128.0867501,36.1343934","127.1137825,37.6109082","127.0655894,36.7792583","127.8883015,36.9684081","128.6057873,35.2552298","126.774757,35.1513932","126.9876036,37.3220071","127.162301,35.8089713","127.2826784,37.3924437","126.774757,35.1513932","127.1503275,35.8459186","126.8357107,37.5262064","127.0622173,37.6488449","126.8876319,37.627851","127.0332679,37.6353878","126.8830355,35.1582373","127.1702319,36.7505165","126.8348583,35.1291856","127.3172834,36.3383153","128.5619489,35.2352495","127.2826784,37.3924437","127.1890796,35.8455599","127.1592905,35.8488133"
"128.588255,35.9035387","127.1593104,35.8488205","128.0840873,36.134566","127.1138859,37.6108644","127.0663294,36.7792006","127.8882896,36.9687299","128.6057699,35.2552443","126.7747154,35.1513804","126.9874448,37.3226284","127.1623998,35.8086335","127.2828957,37.3923296","126.7747154,35.1513804","127.1505355,35.8459796","126.8357735,37.52614","127.0621806,37.648925","126.8874159,37.6279337","127.0335443,37.6354169","126.8830993,35.1586677","127.1701324,36.7504747","126.8343529,35.1293803","127.3169626,36.3377829","128.5618245,35.2353165","127.2828957,37.3923296","127.1891843,35.8453852","127.1593104,35.8488205"
"128.5880349,35.9035696","127.1594773,35.8488823","128.0829032,36.1346583","127.1139449,37.6108384","127.0668634,36.7790998","127.8882643,36.9690491","128.6054088,35.255125","126.7742008,35.1512204","126.9874367,37.322659","127.1626623,35.807802","127.2829681,37.3922919","126.7742008,35.1512204","127.1506096,35.8460033","126.8358102,37.5260816","127.0621622,37.6489637","126.8859636,37.6285616","127.0335454,37.6354169","126.8831003,35.1586803","127.1700194,36.7504411","126.8337842,35.1296648","127.3168871,36.3376575","128.5616709,35.2353331","127.2829681,37.3922919","127.1892715,35.8451709","127.1594773,35.8488823"
"128.5877703,35.90359","127.159662,35.8489505","128.0825811,36.1346788","127.11429,37.6107224","127.0719003,36.7777514","127.8882231,36.969353","128.6048835,35.254807","126.7736043,35.1510193","126.9870116,37.3239245","127.1626994,35.807675","127.2831944,37.3921733","126.7736043,35.1510193","127.1507323,35.8460397","126.8358358,37.526007","127.0619109,37.648906","126.8855371,37.6287459","127.0338545,37.6354677","126.8831188,35.15884","127.169932,36.7504327","126.8332151,35.1300097","127.3159989,36.3362659","128.5615346,35.2353352","127.2831944,37.3921733","127.1893556,35.8449223","127.159662,35.8489505"
"128.5874679,35.9036","127.1597018,35.8489668","128.0807985,36.1348534","127.1144589,37.6106968","127.0726957,36.7773982","127.8881663,36.9696705","128.6046454,35.254674","126.773485,35.150979","126.9867519,37.3245985","127.1627732,35.8072307","127.2832759,37.3921221","126.773485,35.150979","127.1517221,35.8463338","126.8358104,37.525932","127.0618803,37.6488987","126.8853529,37.6288243","127.0341441,37.6355626","126.8831272,35.1588987","127.1698066,36.7504332","126.8328009,35.1303258","127.3147511,36.3342905","128.5613287,35.2353046","127.2832759,37.3921221","127.1894017,35.844724","127.1597018,35.8489668"
"128.5870647,35.9036099","127.1598872,35.8491215","128.0798317,36.1350212","127.1145179,37.6106934","127.0742922,36.7768576","127.8879876,36.9703229","128.604137,35.254391","126.7733864,35.1509459","126.9865007,37.3251978","127.1627743,35.8072244","127.2834151,37.3920277","126.7733864,35.1509459","127.1519068,35.8463857","126.8357533,37.5258614","127.0618554,37.6488932","126.8850866,37.6289509","127.0343328,37.6356453","126.8831313,35.1589357","127.1696945,36.7504492","126.832519,35.1305758","127.3144991,36.3338917","128.5610431,35.2352277","127.2834151,37.3920277","127.1894294,35.8444572","127.1598872,35.8491215"
"128.5867214,35.9037041","127.1599347,35.8491415","128.0787595,36.1352203","127.1149167,37.6106974","127.074621,36.7767759","127.8878635,36.9706604","128.6032118,35.2538503","126.7733098,35.1509229","126.9860922,37.3261758","127.1627994,35.8070667","127.2836596,37.391855","126.7733098,35.1509229","127.1523371,35.8465141","126.8356383,37.5258148","127.0615747,37.6488263","126.8849376,37.6290168","127.034734,37.635829","126.8831552,35.1591089","127.1694825,36.7505081","126.8319807,35.1311716","127.3141495,36.3333331","128.5606369,35.2350915","127.2836596,37.391855","127.1894575,35.8440425","127.1599347,35.8491415"
"128.5864147,35.9037249","127.1601595,35.8491412","128.0751458,36.1360599","127.1150661,37.6107159","127.0748263,36.776745","127.8877192,36.9709935","128.6026499,35.2535083","126.7730964,35.150845","126.9860155,37.3263359","127.162787,35.8068493","127.283689,37.3918344","126.7730964,35.150845","127.152514,35.8465633","126.8353415,37.525723","127.0607505,37.6486412","126.8848364,37.6290577","127.0350076,37.635949","126.8831755,35.1593263","127.1693568,36.7505492","126.8317978,35.1313942","127.3126243,36.3309082","128.5600517,35.2348794","127.283689,37.3918344","127.189432,35.8426459","127.1601595,35.8491412"
"128.5862288,35.9037437","127.1603035,35.8491281","128.0729455,36.1365717","127.1152415,37.6107588","127.0748076,36.7768901","127.8875556,36.9713014","128.6022248,35.2532092","126.7729322,35.150789","126.985925,37.326523","127.1627367,35.8064498","127.2837468,37.3917948","126.7729322,35.150789","127.1525229,35.846566","126.8350161,37.5256635","127.0606112,37.6486136","126.8841701,37.6293328","127.0352868,37.6360691","126.8832003,35.1595402","127.1692323,36.7505993","126.8315042,35.1318533","127.3119861,36.3299047","128.5598544,35.2348333","127.2837468,37.3917948","127.189354,35.8419244","127.1603035,35.8491281"
"128.5859229,35.9038195","127.1603789,35.8491058","128.0705066,36.1371252","127.1154858,37.6108525","127.0747492,36.7773163","127.8873015,36.9717142","128.6019105,35.2529704","126.7728129,35.1507468","126.9855744,37.3271326","127.1627243,35.8062243","127.2839223,37.3916392","126.7728129,35.1507468","127.1525088,35.8467526","126.8346342,37.5255937","127.0605456,37.6485972","126.8841121,37.6293577","127.0354574,37.6361473","126.8832208,35.159726","127.168892,36.7507895","126.8313492,35.1321581","127.3117496,36.3295329","128.5590494,35.2347078","127.2839223,37.3916392","127.1893037,35.8414689","127.1603789,35.8491058"
"128.5857211,35.9038898","127.1604155,35.8490933","128.0671012,36.1379167","127.1155988,37.6109123","127.0747246,36.7774992","127.8871097,36.9719853","128.6005599,35.2519323","126.7725229,35.1506468","126.9854419,37.3273601","127.1627739,35.8060162","127.2841896,37.3914035","126.7725229,35.1506468","127.1523073,35.8472497","126.8342478,37.525523","127.0604788,37.6485816","126.8830624,37.6297912","127.0355693,37.6362009","126.8832353,35.1598433","127.168349,36.7512414","126.8311294,35.1327295","127.3113745,36.3289075","128.5589746,35.2346995","127.2841896,37.3914035","127.1893361,35.841112","127.1604155,35.8490933"
"128.5854986,35.9039919","127.1605841,35.8490279","128.065773,36.1382187","127.1158291,37.6110717","127.0746907,36.7777641","127.8868195,36.9723784","128.6004244,35.2518334","126.7724408,35.1506183","126.9854225,37.3273934","127.1628242,35.8058991","127.2843278,37.3912857","126.7724408,35.1506183","127.152267,35.8473515","126.834137,37.5255026","127.0603248,37.6485459","126.8825688,37.6300067","127.0358756,37.6363436","126.8832498,35.159966","127.168014,36.7515236","126.8309626,35.1333913","127.3111372,36.3284411","128.5584499,35.2346662","127.2843278,37.3912857","127.189284,35.8408513","127.1605841,35.8490279"
"128.5852997,35.9041163","127.1608069,35.8487373","128.0655089,36.1382785","127.1159147,37.611163","127.0746602,36.7779966","127.8865986,36.9726675","128.600189,35.2516589","126.7723916,35.1506018","126.9851357,37.3278906","127.1628991,35.8057325","127.2844875,37.3911364","126.7723916,35.1506018","127.1521345,35.8477559","126.8336492,37.5253826","127.0595211,37.6483599","126.8822742,37.6301377","127.0361272,37.6365249","126.8832612,35.1600563","127.1679465,36.7515784","126.8309158,35.1338789","127.310799,36.3277662","128.5579203,35.2346672","127.2844875,37.3911364","127.1891604,35.8401603","127.1608069,35.8487373"
"128.5850993,35.9042912","127.1615237,35.8478864","128.0649674,36.138401","127.1159811,37.6112543","127.0746704,36.7783906","127.8862671,36.9731031","128.5999954,35.2515596","126.7722909,35.1505669","126.9848695,37.3283617","127.1631867,35.8052492","127.2848943,37.3907008","126.7722909,35.1505669","127.1520555,35.8480974","126.8334853,37.5253565","127.0594124,37.6483342","126.882248,37.6301501","127.0361373,37.6365339","126.8832723,35.160178","127.1676529,36.7518525","126.8308542,35.1355016","127.3104114,36.3267991","128.557551,35.2346668","127.2848943,37.3907008","127.1891201,35.8400015","127.1615237,35.8478864"
"128.5849574,35.9044494","127.1615448,35.8478621","128.0641085,36.1385953","127.1161463,37.6115117","127.074645,36.7787186","127.8857079,36.973827","128.599909,35.2515144","126.7709742,35.1501109","126.9845817,37.3288562","127.163962,35.8038079","127.2850223,37.3905641","126.7709742,35.1501109","127.1520542,35.848147","126.8329598,37.5252715","127.0593637,37.6483232","126.8817874,37.6303496","127.0362624,37.6366498","126.8832796,35.1602385","127.1675596,36.7519343","126.8308439,35.1363681","127.3100241,36.3257329","128.5571723,35.234699","127.2850223,37.3905641","127.1890045,35.8395477","127.1615448,35.8478621"
"128.5848368,35.9046245","127.1616316,35.8477623","128.0629467,36.1388631","127.1162041,37.6117273","127.0746528,36.7789359","127.8850337,36.9747036","128.5993944,35.2512549","126.7704905,35.1499429","126.9842996,37.3293328","127.1642897,35.8032507","127.2851244,37.3904326","126.7704905,35.1499429","127.1520474,35.8484247","126.8327734,37.5252407","127.0592098,37.6482902","126.8817351,37.6303728","127.0363243,37.6367249","126.8832869,35.1602827","127.1667128,36.752672","126.8308457,35.136415","127.3095248,36.3244158","128.5569927,35.2346663","127.2851244,37.3904326","127.1887516,35.8385084","127.1616316,35.8477623"
"128.5847419,35.9048147","127.1619298,35.847425","128.0595389,36.139649","127.116197,37.6120193","127.0746668,36.7790396","127.884816,36.9749756","128.5992371,35.2511689","126.7697526,35.1497122","126.9839741,37.3298992","127.1643499,35.8031499","127.2851516,37.390393","126.7697526,35.1497122","127.1520577,35.8486032","126.8314183,37.5250329","127.0591215,37.6482701","126.8812187,37.6305972","127.0366325,37.6370938","126.8833016,35.1603793","127.1651806,36.7539027","126.8309064,35.1365082","127.3088885,36.3226288","128.5566119,35.2347075","127.2851516,37.390393","127.1887309,35.8384191","127.1619298,35.847425"
"128.5846824,35.9050036","127.1619743,35.847372","128.0591916,36.1397282","127.116197,37.6120211","127.0747319,36.7792228","127.8844744,36.9754211","128.5984554,35.2507414","126.7694984,35.1496511","126.9839592,37.3299235","127.1646125,35.8028242","127.2855248,37.3898493","126.7694984,35.1496511","127.1520682,35.8487349","126.8258935,37.5241326","127.0588803,37.648216","126.8811367,37.630641","127.0366708,37.6371336","126.8833497,35.1606915","127.1647893,36.754228","126.8309841,35.1369388","127.3087624,36.3222743","128.5559493,35.2347998","127.2855248,37.3898493","127.1885658,35.8376","127.1619743,35.847372"
"128.5846567,35.9051463","127.162198,35.8471228","128.0526788,36.1412306","127.1161427,37.6122075","127.0748104,36.7794178","127.884066,36.9759705","128.5983436,35.2506856","126.7693922,35.1496252","126.9829274,37.3315946","127.1648491,35.8026166","127.2860311,37.3889903","126.7693922,35.1496252","127.1520766,35.8488521","126.8255962,37.5240913","127.0581626,37.6480556","126.880849,37.6307665","127.0368296,37.6372956","126.8834156,35.1612725","127.1642778,36.754625","126.8310493,35.1372908","127.3086495,36.3219812","128.5554242,35.2349","127.2860311,37.3889903","127.1885474,35.8375062","127.162198,35.8471228"
"128.5846592,35.9053302","127.1624573,35.8468287","128.0485296,36.1421864","127.115993,37.6124702","127.0750175,36.7798702","127.8837905,36.9763852","128.5982439,35.2506315","126.7692749,35.1495975","126.9828589,37.3317052","127.1652366,35.8023165","127.2861242,37.3888372","126.7692749,35.1495975","127.1521165,35.8491029","126.8194546,37.5232187","127.0580324,37.6480262","126.8805783,37.6308796","127.037074,37.6375552","126.8834207,35.1613177","127.1639426,36.7549449","126.8311126,35.1375986","127.3086118,36.3218828","128.5550617,35.2349915","127.2861242,37.3888372","127.188531,35.8371617","127.1624573,35.8468287"
"128.5846942,35.9055381","127.1628579,35.8463583","128.047867,36.1423364","127.1159223,37.6125556","127.0750952,36.7799922","127.8835376,36.9768079","128.5971538,35.2499994","126.7692355,35.1495882","126.9819089,37.3331072","127.1653997,35.8022259","127.286526,37.3881646","126.7692355,35.1495882","127.1521361,35.8491615","126.819198,37.5231821","127.0579588,37.6480097","126.8804896,37.630917","127.0371641,37.6376502","126.8834556,35.1616433","127.1637892,36.7551834","126.8312684,35.138145","127.3085389,36.3216573","128.554046,35.2353141","127.286526,37.3881646","127.1885249,35.8367398","127.1628579,35.8463583"
"128.5847747,35.9059161","127.1632408,35.8459095","128.0462268,36.1427054","127.1157581,37.6127543","127.0753023,36.7802408","127.8832782,36.9772847","128.5967723,35.2496612","126.7691665,35.1495743","126.9818462,37.3332025","127.1657492,35.802033","127.2868698,37.3876235","126.7691665,35.1495743","127.1521623,35.8492545","126.8172292,37.5228949","127.057883,37.6479923","126.8800745,37.6310915","127.0373623,37.6378583","126.8834833,35.1619014","127.1637435,36.755378","126.8313615,35.1383078","127.3077619,36.3195915","128.5536772,35.2354346","127.2868698,37.3876235","127.1885299,35.8360194","127.1632408,35.8459095"
"128.5848369,35.9060913","127.1633098,35.8458294","128.0458429,36.1428118","127.115616,37.6128412","127.0754215,36.7803711","127.8830715,36.9777397","128.5967347,35.2496444","126.7691413,35.1495687","126.9818223,37.3332384","127.166362,35.8018409","127.2872744,37.3871483","126.7691413,35.1495687","127.1522881,35.8496119","126.8170359,37.5228694","127.0575864,37.6479236","126.8798776,37.6311842","127.0374377,37.6379406","126.8835021,35.1620322","127.1637609,36.7555106","126.8313743,35.1383494","127.3073746,36.3185244","128.5533041,35.2355595","127.2872744,37.3871483","127.1885539,35.8355542","127.1633098,35.8458294"
"128.5863117,35.9106994","127.163421,35.8457026","128.0453881,36.1429374","127.1152467,37.6130591","127.0755274,36.7804661","127.8828762,36.9782217","128.5967103,35.2496329","126.7690492,35.1495492","126.9817494,37.3333328","127.1664573,35.8018159","127.2875259,37.3869126","126.7690492,35.1495492","127.1522936,35.8496281","126.8169376,37.5228562","127.0574834,37.6478998","126.8796216,37.6313054","127.0376673,37.638193","126.8835124,35.1621242","127.1638596,36.7557344","126.8318743,35.1396244","127.3071578,36.3178912","128.5531367,35.235616","127.2875259,37.3869126","127.1886505,35.8349125","127.163421,35.8457026"
"128.5863614,35.9108495","127.1635056,35.845601","128.0447948,36.1431429","127.1148237,37.6133488","127.0757228,36.7806002","127.8827965,36.9784716","128.5963637,35.2494404","126.7689933,35.1495399","126.9816523,37.3334937","127.1667365,35.801741","127.2877603,37.3867039","126.7689933,35.1495399","127.15241,35.8498557","126.8154366,37.5226492","127.0573758,37.6478796","126.8785646,37.6318028","127.0377844,37.6383196","126.8835398,35.1624246","127.1639644,36.7558393","126.8319366,35.1397898","127.307087,36.3176828","128.5523329,35.235925","127.2877603,37.3867039","127.1886972,35.8345917","127.1635056,35.845601"
"128.5865489,35.9111083","127.1640797,35.8449751","128.044092,36.1434175","127.1146677,37.6134925","127.0758368,36.7806583","127.882675,36.9788777","128.596129,35.2493108","126.7688376,35.1495173","126.9816009,37.3335818","127.1672138,35.8016738","127.2878249,37.3866481","126.7688376,35.1495173","127.1524683,35.8499433","126.8113467,37.5220468","127.0568958,37.6477687","126.8784599,37.6318599","127.038049,37.63861","126.8835468,35.1625085","127.1641253,36.7559569","126.8320227,35.1400022","127.3070062,36.3174474","128.551574,35.2362165","127.2878249,37.3866481","127.1887447,35.8343276","127.1640797,35.8449751"
"128.5868621,35.9114832","127.1648865,35.8440297","128.0434152,36.143764","127.114572,37.6135977","127.0760548,36.7807547","127.8825287,36.9795109","128.5953981,35.2489072","126.7686973,35.1494948","126.9815324,37.3336942","127.1680868,35.801458","127.2879121,37.3865743","126.7686973,35.1494948","127.1525948,35.8501339","126.8087615,37.5217316","127.0568143,37.6477513","126.8782721,37.6319608","127.0381424,37.6387122","126.8836367,35.163408","127.1644062,36.7560127","126.8314624,35.140192","127.3069366,36.3172408","128.5508622,35.2364995","127.2879121,37.3865743","127.1887966,35.8340852","127.1648865,35.8440297"
