0,1,2,3,4,5,6,7
"127.3197663,35.0291354","126.9263034,37.3244363","127.3153225,37.3839288","129.4701506,35.6821105","128.6944746,35.9405833","128.6944746,35.9405833","129.4701506,35.6821105","126.8911476,37.458699"
"127.3191357,35.0292634","126.9268214,37.3234049","127.3154996,37.3826329","129.470664,35.6828115","128.6969662,35.9423814","128.6969662,35.9423814","129.470664,35.6828115","126.8906479,37.4573047"
"127.3181058,35.0294801","126.9274907,37.3220678","127.3154542,37.3822768","129.471326,35.6837157","128.6991619,35.9439579","128.6991619,35.9439579","129.471326,35.6837157","126.8906237,37.4572144"
"127.3177735,35.0295526","126.9278208,37.321396","127.3155045,37.3810942","129.4719853,35.6846","128.6992493,35.9440246","128.6992493,35.9440246","129.4719853,35.6846","126.8906119,37.4571342"
"127.3165615,35.0298331","126.9279495,37.3210956","127.3155486,37.3806319","129.4721017,35.6847477","128.699525,35.9442166","128.699525,35.9442166","129.4721017,35.6847477","126.8906081,37.4570485"
"127.3139741,35.0303999","126.9284148,37.3200072","127.3155751,37.3803949","129.4724199,35.6851536","128.7014833,35.945635","128.7014833,35.945635","129.4724199,35.6851536","126.8905991,37.4567663"
"127.3111651,35.0310196","126.9286754,37.3192855","127.3155993,37.3801984","129.4726602,35.6854895","128.7027332,35.9465402","128.7027332,35.9465402","129.4726602,35.6854895","126.890649,37.4564664"
"127.3111421,35.031025","126.928937,37.3184224","127.3156177,37.3800632","129.4728559,35.6857613","128.7028622,35.9466345","128.7028622,35.9466345","129.4728559,35.6857613","126.8906942,37.4563279"
"127.310949,35.031067","126.929062,37.3180092","127.3156396,37.379901","129.4730502,35.6860231","128.7044866,35.9478163","128.7044866,35.9478163","129.4730502,35.6860231","126.8907336,37.4562181"
"127.3103491,35.0311996","126.929477,37.3165591","127.3156419,37.3798839","129.4731439,35.6861487","128.7053654,35.9483728","128.7053654,35.9483728","129.4731439,35.6861487","126.8907947,37.4560625"
"127.3097886,35.0313285","126.9301113,37.3143105","127.3157017,37.379445","129.4733302,35.6864476","128.7058939,35.9487074","128.7058939,35.9487074","129.4733302,35.6864476","126.8908763,37.4559016"
"127.3091019,35.0314871","126.9307479,37.3120538","127.3158295,37.3784798","129.4734291,35.6866047","128.7059745,35.9487579","128.7059745,35.9487579","129.4734291,35.6866047","126.8913832,37.4551597"
"127.3085107,35.0316241","126.931486,37.3094983","127.3159324,37.3775038","129.4734934,35.6867442","128.7067559,35.949181","128.7067559,35.949181","129.4734934,35.6867442","126.8916023,37.4547723"
"127.3080665,35.0317262","126.9319148,37.3079942","127.3159763,37.3771081","129.4735652,35.6870126","128.707174,35.9494076","128.707174,35.9494076","129.4735652,35.6870126","126.8923422,37.4534619"
"127.3069641,35.032004","126.9321694,37.307158","127.3160593,37.3763935","129.473587,35.6870916","128.7085991,35.9500829","128.7085991,35.9500829","129.473587,35.6870916","126.8930864,37.4520326"
"127.3053119,35.0324829","126.9324787,37.3063987","127.3161055,37.3759951","129.4736245,35.6872685","128.7092537,35.9503297","128.7092537,35.9503297","129.4736245,35.6872685","126.8933153,37.4515497"
"127.3034247,35.0331327","126.9328902,37.3055345","127.3161494,37.3755634","129.4737245,35.6877411","128.7098827,35.9505685","128.7098827,35.9505685","129.4737245,35.6877411","126.8936193,37.450869"
"127.3028793,35.0333374","126.9336026,37.3042886","127.3161602,37.3753039","129.4738515,35.688635","128.710675,35.9508292","128.710675,35.9508292","129.4738515,35.688635","126.8936954,37.4506828"
"127.3024437,35.0335152","126.9338915,37.3038293","127.3161652,37.374645","129.4738662,35.6887349","128.7114048,35.9510608","128.7114048,35.9510608","129.4738662,35.6887349","126.8942044,37.4495253"
"127.3016843,35.0338341","126.9341823,37.3034251","127.3161348,37.3741573","129.4738956,35.6889435","128.7119114,35.9512035","128.7119114,35.9512035","129.4738956,35.6889435","126.8943749,37.4491377"
"127.3014417,35.033941","126.9344252,37.3030873","127.3162069,37.3737545","129.4739223,35.6891288","128.7127041,35.9514119","128.7127041,35.9514119","129.4739223,35.6891288","126.8944049,37.4490667"
"127.2999863,35.0346285","126.9345198,37.3029562","127.316273,37.37354","129.4739369,35.6892719","128.714225,35.9518247","128.714225,35.9518247","129.4739369,35.6892719","126.8946791,37.4484218"
"127.2998173,35.0347075","126.9350201,37.3022997","127.316341,37.3734329","129.4739493,35.6894159","128.7167998,35.952491","128.7167998,35.952491","129.4739493,35.6894159","126.895174,37.4473337"
"127.2987173,35.0353","126.9352507,37.3019339","127.3164611,37.3732771","129.4739405,35.6895089","128.7169323,35.9525257","128.7169323,35.9525257","129.4739405,35.6895089","126.8953432,37.4469569"
"127.297729,35.0359412","126.9357209,37.3013782","127.316717,37.3730125","129.4739369,35.6895414","128.7199314,35.9533058","128.7199314,35.9533058","129.4739369,35.6895414","126.8955021,37.4466089"
"127.2970974,35.0364443","126.9361094,37.3008744","127.3170586,37.3727931","129.4738971,35.6896746","128.7199536,35.9533109","128.7199536,35.9533109","129.4738971,35.6896746","126.8969865,37.4435049"
"127.2963789,35.0370166","126.936276,37.3006264","127.3173821,37.3726214","129.4738419,35.6898143","128.7202565,35.9533899","128.7202565,35.9533899","129.4738419,35.6898143","126.8971094,37.4432631"
"127.2955215,35.0379214","126.9363391,37.3004843","127.3175844,37.372546","129.4737525,35.6899979","128.7205236,35.9534593","128.7205236,35.9534593","129.4737525,35.6899979","126.8974549,37.4424653"
"127.2941617,35.0393555","126.9364392,37.3002251","127.3179076,37.3724699","129.4737004,35.6900799","128.7207741,35.9535244","128.7207741,35.9535244","129.4737004,35.6900799","126.8975218,37.4421565"
"127.294087,35.0394339","126.9365019,37.299845","127.3180161,37.3724448","129.4736371,35.6901575","128.7219342,35.9538317","128.7219342,35.9538317","129.4736371,35.6901575","126.8975475,37.4419124"
"127.2931047,35.0402744","126.9364611,37.2991129","127.3183641,37.3723994","129.4736049,35.6901968","128.7246281,35.9545877","128.7246281,35.9545877","129.4736049,35.6901968","126.8975336,37.4416771"
"127.2906418,35.0421332","126.9364012,37.2989738","127.3186883,37.3723692","129.4732294,35.6906519","128.7248562,35.9546377","128.7248562,35.9546377","129.4732294,35.6906519","126.8975146,37.4413687"
"127.2898583,35.042791","126.9360151,37.2980913","127.3194722,37.3723164","129.4731105,35.6908062","128.7280808,35.9554359","128.7280808,35.9554359","129.4731105,35.6908062","126.8974199,37.4410572"
"127.2898133,35.0428342","126.9359696,37.2979875","127.3211203,37.3722341","129.4730574,35.6908927","128.7307955,35.9560275","128.7307955,35.9560275","129.4730574,35.6908927","126.8973292,37.4408071"
"127.2894923,35.0431411","126.9356956,37.2973597","127.3223537,37.3721729","129.4729999,35.6910253","128.7328027,35.9563909","128.7328027,35.9563909","129.4729999,35.6910253","126.8969677,37.4400643"
"127.2891769,35.0434454","126.9351995,37.2964136","127.3231919,37.3721318","129.4729745,35.6911582","128.7353524,35.95671","128.7353524,35.95671","129.4729745,35.6911582","126.8966833,37.4395888"
"127.288891,35.0437641","126.9351861,37.2963883","127.3232574,37.3721337","129.4729741,35.6913665","128.7377775,35.9568518","128.7377775,35.9568518","129.4729741,35.6913665","126.8957854,37.4383619"
"127.2888756,35.0437821","126.9350716,37.2961696","127.3237023,37.3721461","129.4729788,35.6914673","128.7399588,35.9568671","128.7399588,35.9568671","129.4729788,35.6914673","126.8952846,37.4376707"
"127.288417,35.044316","126.9348953,37.2958983","127.3238729,37.3721598","129.4729802,35.6914808","128.7408287,35.956832","128.7408287,35.956832","129.4729802,35.6914808","126.8949906,37.4372555"
"127.2877933,35.0450859","126.9347422,37.2956984","127.3244202,37.3723238","129.4729832,35.6915142","128.7412853,35.9568146","128.7412853,35.9568146","129.4729832,35.6915142","126.8946148,37.4367596"
"127.2873918,35.0455893","126.9344904,37.2954322","127.3246831,37.3724684","129.4730249,35.6918137","128.7425087,35.9567659","128.7425087,35.9567659","129.4730249,35.6918137","126.8943547,37.4363554"
"127.2873665,35.0456217","126.9342414,37.2952273","127.3248995,37.3726301","129.4730465,35.6919296","128.7452403,35.9565131","128.7452403,35.9565131","129.4730465,35.6919296","126.8942517,37.4362323"
"127.2869573,35.046135","126.934182,37.2951792","127.3250742,37.372816","129.4730715,35.6920923","128.7475962,35.9562038","128.7475962,35.9562038","129.4730715,35.6920923","126.894161,37.4361182"
"127.2861047,35.0472165","126.9338575,37.2949685","127.325234,37.3730452","129.47309,35.6922164","128.7499991,35.9557857","128.7499991,35.9557857","129.47309,35.6922164","126.8937828,37.4356458"
"127.2850596,35.0485302","126.9334619,37.2947584","127.3256415,37.3736281","129.4731246,35.6924971","128.7503317,35.9557128","128.7503317,35.9557128","129.4731246,35.6924971","126.8935937,37.4354105"
"127.2849682,35.0486446","126.9331673,37.2946317","127.3258421,37.3738502","129.4731761,35.6931994","128.7545109,35.9547992","128.7545109,35.9547992","129.4731761,35.6931994","126.8929105,37.4346273"
"127.2840782,35.0497711","126.9328994,37.2945448","127.3260721,37.3740182","129.4732362,35.6942","128.7565847,35.9543339","128.7565847,35.9543339","129.4732362,35.6942","126.8926976,37.4343972"
"127.2835358,35.0504437","126.9326346,37.2945075","127.3262931,37.3741546","129.4732625,35.6949081","128.7583747,35.9539329","128.7583747,35.9539329","129.4732625,35.6949081","126.8913032,37.4329452"
"127.2835347,35.0504455","126.9322914,37.2945266","127.3267974,37.3744068","129.4732744,35.6951243","128.7594646,35.9536538","128.7594646,35.9536538","129.4732744,35.6951243","126.8908748,37.432522"
"127.2828483,35.0512811","126.932055,37.2946057","127.3268764,37.3744322","129.4732815,35.6952332","128.7599947,35.9535175","128.7599947,35.9535175","129.4732815,35.6952332","126.8899071,37.4317112"
"127.2826437,35.0515233","126.9318655,37.2947571","127.3269859,37.3744666","129.4733002,35.695498","128.7606495,35.9533492","128.7606495,35.9533492","129.4733002,35.695498","126.8889017,37.4308083"
"127.2816738,35.0525396","126.931748,37.2949287","127.3272308,37.3745345","129.4732408,35.6960461","128.7623495,35.952941","128.7623495,35.952941","129.4732408,35.6960461","126.8874541,37.4296588"
"127.2814352,35.0527818","126.9317116,37.2951151","127.3274533,37.3745727","129.473214,35.6963053","128.7631744,35.9527998","128.7631744,35.9527998","129.473214,35.6963053","126.885866,37.4285536"
"127.2812879,35.0529167","126.9317856,37.2953237","127.328901,37.374656","129.4731995,35.6963875","128.7646122,35.9525746","128.7646122,35.9525746","129.4731995,35.6963875","126.8853488,37.4282237"
"127.2809164,35.0532569","126.9319467,37.2955065","127.3306458,37.3747567","129.4731202,35.6966692","128.7657614,35.952466","128.7657614,35.952466","129.4731202,35.6966692","126.8848665,37.4279102"
"127.280158,35.0538832","126.9322108,37.295643","127.3307972,37.3747659","129.4730725,35.6967511","128.7669744,35.952391","128.7669744,35.952391","129.4730725,35.6967511","126.8842087,37.4274975"
"127.2799789,35.0540127","126.9325286,37.2956923","127.3334888,37.3747193","129.4729794,35.6968752","128.7681749,35.9523747","128.7681749,35.9523747","129.4729794,35.6968752","126.8842042,37.4274948"
"127.2798372,35.0541152","126.9340776,37.295706","127.3359668,37.3747164","129.472863,35.6969943","128.7687075,35.9523997","128.7687075,35.9523997","129.472863,35.6969943","126.8835295,37.4270677"
"127.2794933,35.0543689","126.9343885,37.2957733","127.3366897,37.374694","129.4728479,35.6970099","128.7688218,35.9524048","128.7688218,35.9524048","129.4728479,35.6970099","126.8814638,37.4257887"
"127.2788286,35.0548402","126.9347045,37.295773","127.3374634,37.3746933","129.4727313,35.6971209","128.7701079,35.952466","128.7701079,35.952466","129.4727313,35.6971209","126.8808062,37.425358"
"127.2775871,35.0557162","126.9348861,37.2957694","127.3396038,37.3746484","129.4726979,35.6971557","128.7716725,35.9525396","128.7716725,35.9525396","129.4726979,35.6971557","126.8801747,37.4249076"
"127.2758037,35.0570042","126.9354559,37.2957712","127.3426806,37.3745876","129.4726784,35.6971741","128.772245,35.9525642","128.772245,35.9525642","129.4726784,35.6971741","126.8798522,37.4246814"
"127.2757312,35.0570564","126.9356962,37.2957696","127.3445206,37.3745513","129.4722769,35.6975629","128.7741691,35.9526556","128.7741691,35.9526556","129.4722769,35.6975629","126.8791975,37.4241814"
"127.2750137,35.0575817","126.9364805,37.2957472","127.3488703,37.3744614","129.4721096,35.6977243","128.7764851,35.952777","128.7764851,35.952777","129.4721096,35.6977243","126.8785925,37.423668"
"127.2744048,35.0580837","126.9366611,37.2957364","127.3497254,37.3744436","129.4718937,35.6979333","128.7765572,35.9527808","128.7765572,35.9527808","129.4718937,35.6979333","126.8781025,37.4232057"
"127.2741398,35.0583429","126.936861,37.2957193","127.3516726,37.3744019","129.4718538,35.6979719","128.7774894,35.9528303","128.7774894,35.9528303","129.4718538,35.6979719","126.8762239,37.4214616"
"127.273999,35.0584806","126.9369829,37.2957091","127.3548465,37.3743697","129.4717513,35.6980727","128.7782939,35.9528723","128.7782939,35.9528723","129.4717513,35.6980727","126.8749999,37.4202455"
"127.2729669,35.0597195","126.9373386,37.2956684","127.3557636,37.37437","129.471748,35.6980755","128.7811825,35.9530218","128.7811825,35.9530218","129.471748,35.6980755","126.8727771,37.4181867"
"127.2723786,35.0606931","126.9378909,37.2955926","127.3568218,37.3744217","129.4715079,35.6983336","128.7824043,35.9530844","128.7824043,35.9530844","129.4715079,35.6983336","126.8717535,37.4173457"
"127.2718744,35.0617833","126.9382163,37.2955265","127.3578167,37.3744761","129.4713863,35.6984636","128.7831234,35.9531209","128.7831234,35.9531209","129.4713863,35.6984636","126.870845,37.4166658"
"127.2717616,35.0621077","126.9387271,37.2954217","127.3595671,37.374654","129.4711903,35.698676","128.7866678,35.9532966","128.7866678,35.9532966","129.4711903,35.698676","126.8701655,37.416298"
"127.2717495,35.0621293","126.9396112,37.2951771","127.3623292,37.3749385","129.4711386,35.6987282","128.7905638,35.9534811","128.7905638,35.9534811","129.4711386,35.6987282","126.8691198,37.4157976"
"127.2716254,35.0625673","126.9402581,37.294971","127.3643212,37.37514","129.4710728,35.698796","128.7905993,35.9534825","128.7905993,35.9534825","129.4710728,35.698796","126.8690117,37.4157601"
"127.2714623,35.0632659","126.9411031,37.2946785","127.3659259,37.3753104","129.4710578,35.6988115","128.7925248,35.9535916","128.7925248,35.9535916","129.4710578,35.6988115","126.8680403,37.4154376"
"127.2713356,35.0638707","126.94432,37.2935642","127.3677508,37.3755044","129.4709748,35.6988994","128.7945999,35.953691","128.7945999,35.953691","129.4709748,35.6988994","126.8675464,37.4153006"
"127.2712266,35.0643989","126.9450744,37.2933162","127.3700951,37.3758099","129.470916,35.6989806","128.7971746,35.9538326","128.7971746,35.9538326","129.470916,35.6989806","126.8672962,37.4152308"
"127.2710429,35.0653932","126.9454373,37.2932161","127.3712468,37.3760284","129.4708156,35.6991193","128.7974743,35.9538492","128.7974743,35.9538492","129.4708156,35.6991193","126.8670143,37.4151518"
"127.2709262,35.0659349","126.945669,37.2931595","127.3724018,37.3762775","129.4707867,35.6991603","128.7979136,35.953867","128.7979136,35.953867","129.4707867,35.6991603","126.8657144,37.414924"
"127.2708928,35.0661034","126.9459199,37.2931021","127.3725678,37.3763191","129.4707636,35.6992076","128.7984839,35.9538906","128.7984839,35.9538906","129.4707636,35.6992076","126.865018,37.4148202"
"127.2707842,35.0665144","126.9461909,37.2930619","127.3735173,37.3765049","129.4707077,35.6993627","128.7989777,35.9539105","128.7989777,35.9539105","129.4707077,35.6993627","126.8643372,37.4147516"
"127.2707288,35.066719","126.9465252,37.2930121","127.3749997,37.376877","129.4706608,35.6995212","128.8000218,35.9539533","128.8000218,35.9539533","129.4706608,35.6995212","126.8641474,37.4147443"
"127.2705817,35.0671453","126.9470479,37.2929685","127.3760746,37.3771269","129.4706151,35.6996833","128.8015119,35.9540165","128.8015119,35.9540165","129.4706151,35.6996833","126.863726,37.4147285"
"127.2705353,35.0672777","126.9474193,37.2929504","127.3790599,37.3778051","129.4704721,35.7003861","128.8027992,35.9540827","128.8027992,35.9540827","129.4704721,35.7003861","126.8621167,37.4147469"
