smiles,use_AUTOCORR3D_071,use_AUTOCORR3D_072,use_AUTOCORR3D_073
CC\C=C\CC,0.666,0.731,0.639
CCCC(C)=C,0.835,0.7,0.621
CCC(C)C=C,0.835,0.931,0.244
CCC=C(C)C,0.835,0.71,0.616
CC\C(C)=C/C,0.835,0.905,0.247
CC\C(C)=C\C,0.834,0.898,0.316
C\C=C/C(C)C,0.834,0.679,0.554
C/C=C/C(C)C,0.835,0.675,0.601
CCC(=C)CC,0.837,0.893,0.242
CC(C)C(C)=C,1.004,0.894,0
CC(C)=C(C)C,1.002,0.901,0
CCCCCC=C,0.599,0.723,0.711
CCCC\C=C/C,0.599,0.677,0.649
CCCC/C=C/C,0.598,0.723,0.699
CCC\C=C/CC,0.6,0.618,0.556
CCC/C=C/CC,0.596,0.707,0.69
CCCCC(C)=C,0.721,0.618,0.537
CCCC(C)C=C,0.717,0.852,0.625
CCC(C)CC=C,0.72,0.832,0.615
CC(C)CCC=C,0.72,0.644,0.588
CCCC=C(C)C,0.717,0.69,0.669
CCC\C(C)=C/C,0.717,0.83,0.621
CCC/C(=C\C)/C,0.717,0.83,0.621
CCC(C)\C=C/C,0.718,0.815,0.626
CCC(C)\C=C\C,0.716,0.854,0.684
C\C=C/CC(C)C,0.718,0.634,0.595
C/C=C/CC(C)C,0.717,0.681,0.655
CC/C=C/C(C)C,0.716,0.665,0.67
CC/C=C/C(C)C,0.716,0.662,0.668
CC\C=C(C)/CC,0.716,0.817,0.595
CC/C=C(\C)/CC,0.716,0.809,0.632
CCCC(=C)CC,0.716,0.817,0.653
CCC(CC)=CC,0.716,0.963,0.609
CCC(C)C(C)=C,0.838,0.961,0.35
CCC(C)(C)C=C,0.956,0.952,0.179
CC(C)C(C)C=C,0.836,0.988,0.403
CC(C)(C)CC=C,0.956,0.64,0.595
CCC(C)=C(C)C,0.835,0.971,0.398
CC(C)C=C(C)C,0.841,0.647,0.767
C/C=C(/C)C(C)C,0.842,0.985,0.327
C\C=C(/C)C(C)C,0.836,0.957,0.458
C\C=C/C(C)(C)C,0.958,0.639,0.553
C/C=C/C(C)(C)C,0.952,0.66,0.664
CCC(C)/C=C\C,0.721,0.774,0.579
CC(=C)C(C)(C)C,1.073,0.952,0
CCCCCCC=C,0.54,0.681,0.714
CCCCC/C=C/C,0.54,0.654,0.687
CCCCC/C=C/C,0.542,0.626,0.642
CCCC/C=C/CC,0.541,0.614,0.63
CCCC/C=C/CC,0.538,0.669,0.696
CCC\C=C\CCC,0.538,0.667,0.69
CCC\C=C\CCC,0.538,0.668,0.691
CCCCCC(C)=C,0.633,0.573,0.539
CCCCC(C)C=C,0.629,0.78,0.693
CCCC(C)CC=C,0.642,0.704,0.674
C/C=C/CCC(C)C,0.629,0.626,0.596
CCCCC(=C)CC,0.629,0.756,0.645
CCCC(CC)C=C,0.629,0.888,0.8
CCC(CC)CC=C,0.634,0.848,0.763
CCCC(C)C(C)=C,0.719,0.861,0.603
CCCC(C)=C(C)C,0.718,0.835,0.58
CC\C=C/C(C)(C)C,0.807,0.612,0.578
CCC(C)(C)C(C)=C,0.899,1.067,0.333
CC(=C)CC(C)(C)C,0.897,0.604,0.871
CC(C)=CC(C)(C)C,0.895,0.619,0.911
CCCCCCCC=C,0.491,0.618,0.67
CCCCCCCCC=C,0.449,0.58,0.649
CCCCCCCCCC=C,0.415,0.521,0.586
CCCCCCCCCCC=C,0.385,0.497,0.568
CCCCCCCCCCCC=C,0.359,0.447,0.52
CCCCCCCCCCCCC=C,0.337,0.414,0.474
CCCCCCCCCCCCCCC=C,0.297,0.391,0.458
[CH2]=[C]=[CH2],0.862,0,0
C[CH]=[C]=[CH2],0.844,0.608,0
C=CC=C,0.816,0.61,0
CC[CH]=[C]=[CH2],0.757,0.718,0.468
C/C=C\C=C,0.743,0.671,0.436
C/C=C/C=C,0.74,0.751,0.494
C[CH]=[C]=[CH]C,0.755,0.731,0.463
C[C](C)=[C]=[CH2],1.005,0.725,0
CC(=C)C=C,0.992,0.676,0
C1C=CC2C3CC(C=C3)C12,0.957,0.737,0.465
CC1=CCC2CC1C2(C)C,0.878,0.944,0.456
CC1(C)C2CCC(=C)C1C2,0.881,0.937,0.447
CC#C,0.881,0,0
CCC#C,0.851,0.583,0
CCCC#C,0.764,0.652,0.38
Cc1ccccc1,0.925,0.756,0.204
CCc1ccccc1,0.783,0.804,0.476
Cc1ccccc1C,0.873,0.942,0.306
Cc1cccc(C)c1,0.873,0.838,0.485
Cc1ccc(C)cc1,0.874,0.838,0.308
CCCc1ccccc1,0.679,0.733,0.629
CC(C)c1ccccc1,0.749,0.812,0.625
CCc1ccccc1C,0.749,0.919,0.59
CCc1cccc(C)c1,0.748,0.836,0.628
CCc1ccc(C)cc1,0.749,0.836,0.49
CC(C)Cc1ccccc1,0.655,0.655,0.668
CCC(C)c1ccccc1,0.658,0.788,0.664
CCCCCCCCCCc1ccccc1,0.353,0.416,0.425
C=Cc1ccccc1,0.781,0.806,0.484
CC=Cc1ccccc1,0.678,0.714,0.585
C(c1ccccc1)c2ccccc2,0.53,0.576,0.543
CC(c1ccccc1)c2ccccc2,0.51,0.641,0.667
c1ccc(cc1)\C=C/c2ccccc2,0.481,0.53,0.461
OC=O,0.562,0,0
CC(O)=O,0.969,0,0
CCC(O)=O,0.83,0.553,0
CCCC(O)=O,0.722,0.625,0.525
CC(C)C(O)=O,0.889,0.732,0
CCCCC(O)=O,0.638,0.595,0.591
CC(C)CC(O)=O,0.756,0.591,0.671
CCCCCC(O)=O,0.571,0.557,0.579
CCO,0.708,0,0
CCCO,0.775,0.548,0
CC(C)O,1.115,0,0
CCCCO,0.72,0.592,0.267
CCC(C)O,0.928,0.562,0
CC(C)(C)O,1.379,0,0
CCCC(C)O,0.784,0.687,0.585
CC(C)CC(C)O,0.802,0.655,0.78
Oc1ccccc1,0.883,0.697,0.171
Cc1ccccc1O,0.842,0.88,0.281
Cc1ccc(O)cc1,0.842,0.794,0.282
C=O,0,0,0
CC=O,0.695,0,0
CCC=O,0.766,0.517,0
CCCC=O,0.712,0.613,0.33
C=CC=O,0.75,0.515,0
CC(=C)C=O,0.952,0.565,0
CCCN,0.807,0.481,0
CCCCN,0.734,0.666,0.406
CC(C)CN,0.983,0.629,0
C1COCCN1,0.9,0.511,0
c1ccncc1,0.924,0.534,0
Nc1ccccc1,0.9,0.722,0.185
[nH]1ccc2ccccc12,0.842,0.825,0.474
c1ccc2ncccc2c1,0.738,0.844,0.574
COC=O,0.671,0.388,0
COC(C)=O,0.816,0.596,0
CCOC=O,0.617,0.546,0.282
CCOC(C)=O,0.687,0.609,0.481
CCCOC=O,0.576,0.569,0.52
CCCC(=O)OC,0.629,0.697,0.52
CCCOC(C)=O,0.608,0.581,0.596
CC(C)OC(C)=O,0.709,0.607,0.735
COC,0.78,0,0
CCOC,0.736,0.611,0
CCOCC,0.649,0.735,0.475
COC(C)(C)C,1.082,0.643,0
N,,,
O=C=S,1.077,0,0
Br,,,
Cl,,,
C#N,0,0,0
F,,,
S,,,
[O-][N+]=O,0.554,0,0
[O-][N+](=O)[N+]([O-])=O,0.74,0.599,0
O=[S]=O,0.613,0,0
O=[S](=O)=O,0.926,0,0
FC(Cl)(Cl)Cl,2.337,0,0
ClC(Cl)(Cl)Cl,3.122,0,0
FC(Cl)Cl,1.731,0,0
ClC(Cl)Cl,2.614,0,0
CF,0,0,0
ClC=C,1.198,0,0
CC(Cl)(Cl)Cl,2.65,0,0
ClCC(Cl)Cl,1.609,1.367,0
CC(Cl)Cl,2.084,0,0
ClCCCl,1.218,1.007,0
CC(F)F,0.794,0,0
CCCl,1.217,0,0
CC(Cl)CCl,1.348,1.018,0
CC(C)=O,1.114,0,0
CCC(=O)CC,0.789,0.83,0.296
CSSC,1.385,0.631,0
CCS,1.281,0,0
O,,,
CC(O)CO,0.88,0.537,0
OCCOCCO,0.518,0.543,0.509
NCCO,0.737,0.501,0
CN1CCCC1=O,0.979,0.767,0
C[S](C)=O,1.222,0,0
S1C=CC=C1,1.413,0,0
O1C=CC=C1,1.045,0,0
C1CCSC1,1.495,0,0
CC(C)(C)C#C,1.166,0.694,0
CC(=C)C(C)=C,0.994,0.89,0
CC#CC#CC,0.695,0.786,0.695
CC=CC(C)C,0.835,0.675,0.601
O=C1CCO1,0.777,0.278,0
CCC(C)CC,0.846,0.95,0.231
CC1=CSC=C1,1.283,0.619,0
CC1=CC=CS1,1.373,0.513,0
CC1=CC=CO1,1.013,0.485,0
CC1CCCC1,1.149,0.507,0
C1CCSCC1,1.201,0.68,0
C1COCO1,1.023,0,0
CC(C)C1CC1,0.857,0.885,0
CC(=O)C=O,0.879,0.508,0
CC(=C)C(C)=O,0.944,0.819,0
CC(C)(C)C=O,1.137,0.554,0
C1CCOCC1,0.936,0.547,0
CC(=O)CO,0.878,0.526,0
CCC(=C)C=O,0.801,0.818,0.248
CCC(C)C=O,0.808,0.809,0.257
CC1CC(=O)O1,0.835,0.397,0.247
CC(C)(O)C=C,1.084,0.629,0
CC=CC(C)O,0.78,0.696,0.594
CC(C)=CCO,0.805,0.636,0.442
OCC1CO1,0.686,0.569,0
C#CCCCC#C,0.607,0.657,0.621
CCC(CC)=CC,0.716,0.963,0.609
CCC(C)C(C)C,0.853,0.943,0.368
CCC(C)(C)CC,0.964,0.961,0.173
CC1=CC=CC=C1,0.925,0.756,0.204
CC1=CC=C(C)S1,1.289,0.735,0.255
CC1=CC=C(C)O1,0.95,0.694,0.232
CC1=CCCCC1,0.952,0.78,0.206
C1CCC=CCC1,0.844,1.051,0
CCC(O)C=C,0.779,0.862,0.318
C1COCOC1,0.871,0.508,0
CCC(C)CC=C,0.723,0.795,0.625
CCCCC=CC,0.599,0.677,0.649
CCCC(C)CC,0.727,0.817,0.606
OCCCC=C,0.642,0.652,0.533
CCSCCO,0.841,0.784,0.561
CC(O)C(C)=O,0.9,0.759,0
COC(C)CO,0.744,0.816,0.232
OCC([O-])=O,0.794,0.456,0
CC(C)=CC=C(C)C,0.713,0.621,0.663
CC=CC=CC=O,0.573,0.59,0.54
O=C1CCCC=C1,0.908,0.706,0.172
CC1CCC(=O)O1,0.934,0.631,0.187
CC(O)C(C)(C)C,1.039,0.878,0
CC(=O)CCO,0.752,0.636,0.494
CC(O)CC=O,0.753,0.628,0.46
CC(C)C(C)C(C)C,0.816,0.986,0.633
CCC(C)C(C)(C)C,0.902,0.969,0.494
C#CC1=CC=CC=C1,0.782,0.814,0.496
CC1=CC=CC(C)=C1,0.873,0.838,0.485
CC1=CC=C(C)C=C1,0.874,0.838,0.308
CC1=C(C)C=CC=C1,0.873,0.942,0.306
CC1CCCC(C)C1,0.897,0.869,0.491
CCCC(C)C=O,0.702,0.745,0.598
CCCC(=O)CC,0.677,0.77,0.594
O=CC1=CC=CS1,1.076,0.688,0.381
O=CC1=COC=C1,0.84,0.599,0.342
O=CC1=CC=CO1,0.82,0.597,0.361
CCC(O)C(C)C,0.804,0.884,0.427
CCC(C)(C)CO,0.94,0.874,0.183
CCC(C)(O)CC,0.903,0.904,0.214
OC1=CC=CC=C1,0.883,0.697,0.171
CC(=C)CCC(C)=C,0.714,0.611,0.662
CCC(C)C(C)CC,0.732,0.952,0.622
CCC(C)CC(C)C,0.724,0.763,0.796
CCC(CC)C(C)C,0.727,1.013,0.747
CCCC(C)C(C)C,0.724,0.881,0.681
CCCC(C)(C)CC,0.815,0.851,0.579
C=CC1=CC=CC=C1,0.781,0.806,0.484
CCC1=CC=CC=C1,0.783,0.804,0.476
C=CC1CCC=CC1,0.804,0.805,0.476
C1C2CCCCC12,0.977,0.731,0
CCC(CC)CO,0.712,0.884,0.484
CC(C)CCCO,0.7,0.642,0.633
CCCC(O)CC,0.682,0.802,0.66
OCC1=CC=CS1,1.082,0.705,0.376
CC(C)CCCC=C,0.63,0.626,0.632
CCCC(C)CCC,0.633,0.782,0.844
O=S1(=O)CC=CC1,1.236,0.587,0
O=S1(=O)CCCC1,1.241,0.588,0
C=CCCCCC=C,0.539,0.609,0.603
C1C2C=CC1C=C2,1.216,0.263,0
C1CC2CCC1C2,1.254,0.279,0
COC1=CC=CC=C1,0.748,0.754,0.45
CC1CCCC(=O)C1,0.868,0.751,0.37
CC(C)OCCO,0.633,0.602,0.609
CCOCC(C)O,0.628,0.603,0.625
COC(OC)OC,0.579,0.784,0.581
CC1=CC=CC(C)=C1C,0.819,1.025,0.497
CC1=CC(C)=CC(C)=C1,0.819,0.863,0.774
CC1=CC(C)=C(C)C=C1,0.819,0.944,0.497
O=CC1=CC=CC=C1,0.766,0.766,0.431
CC(=O)C1=CC=CS1,0.97,0.823,0.615
O=CC1CCC=CC1,0.788,0.776,0.434
CCC(C)C(C)(C)O,0.864,0.912,0.393
CC1=CC=C(O)C=C1,0.842,0.794,0.282
CC1=CC(O)=CC=C1,0.842,0.794,0.432
CC1=C(O)C=CC=C1,0.842,0.88,0.281
CCOCCCO,0.535,0.599,0.596
CC1=CC=C(C=C)C=C1,0.748,0.837,0.497
CC1=C(C=C)C=CC=C1,0.747,0.917,0.608
CC1=CC(C=C)=CC=C1,0.747,0.837,0.633
CC(=C)C1=CC=CC=C1,0.746,0.811,0.628
CCC1=CC=C(C)C=C1,0.749,0.836,0.49
CCC1=C(C)C=CC=C1,0.749,0.919,0.59
CCC1=CC(C)=CC=C1,0.748,0.836,0.628
CC(C)C1=CC=CC=C1,0.749,0.812,0.625
CCC(C)C(C)CO,0.708,0.957,0.581
CCC(O)(CC)CC,0.772,1.023,0.453
C=CCC1=CC=CC=C1,0.677,0.721,0.603
CCCC1=CC=CC=C1,0.679,0.733,0.629
CCCC1CCCCC1,0.703,0.718,0.605
CC1(C)CCC(C)(C)O1,0.967,0.765,0.484
CCCCC(O)CC,0.602,0.74,0.676
CCOC(C)OCC,0.533,0.67,0.696
CCCCC(C)CCC,0.566,0.672,0.74
COC1=CC=CC(C)=C1,0.721,0.797,0.586
COC1=CC=C(C)C=C1,0.722,0.798,0.47
COC1=C(C)C=CC=C1,0.722,0.863,0.583
CC(=O)COC(C)=O,0.606,0.501,0.469
CC(=O)CCC(C)=O,0.658,0.589,0.627
OCC1CCCCO1,0.742,0.759,0.437
CC1=CC(C)=C(C)C(C)=C1,0.767,0.989,0.715
CC(C)=C1CCC(C)=CC1,0.723,0.828,0.607
CC(=O)CCC=C(C)C,0.604,0.543,0.546
CC1=CC=C(C=O)C=C1,0.736,0.806,0.455
CC1=C(C=O)C=CC=C1,0.736,0.89,0.555
CC1=CC(C=O)=CC=C1,0.736,0.807,0.593
CC(=O)C1=CC=CC=C1,0.725,0.783,0.592
CCOC1=CC=CC=C1,0.639,0.689,0.602
CC1=CC(O)=CC(C)=C1,0.794,0.828,0.712
CC1=CC=CC(C)=C1O,0.795,0.965,0.477
CC1=C(C)C(O)=CC=C1,0.796,0.98,0.457
CC1=C(C)C=C(O)C=C1,0.795,0.909,0.456
CC1=CC(C)=C(O)C=C1,0.795,0.899,0.478
CC1=CC(O)=C(C)C=C1,0.795,0.895,0.457
OC1(CCCCC1)C#C,0.803,0.87,0.414
COC(OC)C(C)=O,0.618,0.797,0.679
CC(C)C1=CC=CC(C)=C1,0.711,0.818,0.707
CC(C)C1=CC=C(C)C=C1,0.711,0.818,0.596
CC(C)C1=C(C)C=CC=C1,0.712,0.884,0.775
CC(C)(C)C1=CC=CC=C1,0.766,0.797,0.703
CC(=C)C1CCC(C)=CC1,0.723,0.83,0.605
O1C=CC2=C1C=CC=C2,0.827,0.809,0.464
C1C=CC2=C1C=CC=C2,0.868,0.849,0.491
CCC(C)CC(=O)CC,0.606,0.727,0.698
O=CCC1=CC=CC=C1,0.665,0.703,0.564
CC(C)CC(C)(C)CO,0.762,0.722,0.822
CCC1=CC=C(O)C=C1,0.724,0.802,0.471
CCC1=CC(O)=CC=C1,0.724,0.801,0.588
CCC1=C(O)C=CC=C1,0.725,0.874,0.554
CC(O)C1=CC=CC=C1,0.725,0.782,0.587
CC1CCC(CO)CC1,0.761,0.811,0.447
CC(CCC=C(C)C)C=C,0.559,0.615,0.617
C=CC1=C(C=C)C=CC=C1,0.652,0.883,0.759
CCC1=CC=C(CC)C=C1,0.655,0.817,0.593
CCC1=CC(CC)=CC=C1,0.654,0.816,0.703
CCC1=C(CC)C=CC=C1,0.656,0.886,0.762
CCCC1=C(C)C=CC=C1,0.656,0.805,0.646
CC(C)CC1=CC=CC=C1,0.655,0.655,0.668
CCC(C)C1=CC=CC=C1,0.656,0.804,0.707
CCCCCC=CC=O,0.477,0.552,0.581
O=C1CC2CCC1C2,1.088,0.525,0.122
CCCCCC(C)(C)O,0.666,0.593,0.654
CCCCC1=CC=CC=C1,0.6,0.656,0.604
CC=C1CC2CC1C=C2,0.927,0.644,0.495
CC1=CC(=O)CC(C)(C)C1,0.815,0.81,0.814
C1OCC2=C1C=CC=C2,0.853,0.825,0.459
CC(C)CCCCCO,0.553,0.553,0.579
CCCCC(CC)CO,0.554,0.762,0.705
CC(O)COC(C)(C)C,0.696,0.518,0.603
COC1=CC=C(O)C=C1,0.697,0.763,0.451
COC1=C(O)C=CC=C1,0.698,0.82,0.549
OC1=CC=CC=CC1=O,0.715,1.016,0.427
CC1(C)COC(=O)C1O,0.883,0.884,0.217
CC1=CC(C)=C(C)C(C)=C1C,0.72,1.054,0.755
CC(=O)C1=CC=CC(C)=C1,0.691,0.795,0.679
CC(=O)C1=CC=C(C)C=C1,0.692,0.795,0.57
CC1=CC(C)=C(O)C(C)=C1,0.748,0.941,0.7
CC1=C(C)C(O)=C(C)C=C1,0.748,1.006,0.573
CC1CC(O)CC(C)(C)C1,0.819,0.827,0.843
OC1=CC(C=O)=CC=C1,0.711,0.772,0.553
CC1=CC=C(C=C1)C(C)(C)C,0.718,0.79,0.654
C1=CC2=C(C=C1)C=CC=C2,0.755,0.868,0.589
C1CC2=C(C=C1)C=CC=C2,0.762,0.874,0.592
CC1=CCC2C(C1)C2(C)C,0.85,0.855,0.621
C1CCC2=C(C1)C=CC=C2,0.766,0.883,0.598
C1CCC2CCCCC2C1,0.786,0.872,0.58
CC(CCC=C(C)C)C=O,0.547,0.606,0.589
CC(=O)CC1=CC=CC=C1,0.635,0.63,0.612
CCC(=O)C1=CC=CC=C1,0.636,0.762,0.643
C1OC2=C(O1)C=CC=C2,0.8,0.779,0.448
CCCCOCC(C)O,0.511,0.476,0.528
OCC1=CC=C(O1)C=O,0.668,0.699,0.556
CC1=C(O)C(=O)C=CO1,0.741,0.895,0.42
CC(O)CC1=CC=CC=C1,0.637,0.625,0.596
COC1=CC(OC)=CC=C1,0.61,0.753,0.64
COC1=CC=C(OC)C=C1,0.611,0.755,0.561
COC1=C(OC)C=CC=C1,0.611,0.798,0.714
CC1(C)CC(=O)CC(=O)C1,0.798,0.768,0.727
CC1(C)C2CCC(C2)C1=C,0.978,0.968,0.266
CC1CCC2CC1C2(C)C,0.886,0.943,0.475
OCCCC1=CC=CC=C1,0.59,0.659,0.599
COC1=CC=C(C=O)C=C1,0.622,0.761,0.549
COC1=C(C=O)C=CC=C1,0.623,0.818,0.689
CCCCCC1=CC=CC=C1,0.537,0.621,0.596
CC1=C(C)C(C)=C(C)C(C)=C1C,0.677,1.081,0.847
C1CC=CCCC=CCCC=C1,0.458,0.62,0.757
C1CCCCCCCCCCC1,0.47,0.623,0.753
COC1=CC=C(C=CC)C=C1,0.562,0.714,0.649
CC(=C)C1CC=C(C)C(=O)C1,0.667,0.839,0.639
CC(C)C1CCC(C)CC1=O,0.674,0.821,0.732
O=CC1=CC=C(C=O)C=C1,0.634,0.769,0.537
O=CC1=CC(C=O)=CC=C1,0.634,0.769,0.648
O=CC1=C(C=O)C=CC=C1,0.635,0.84,0.678
CC(=O)C1=CC=C(O)C=C1,0.672,0.767,0.554
CC(=O)C1=CC(O)=CC=C1,0.672,0.767,0.647
CC(=O)C1=C(O)C=CC=C1,0.673,0.827,0.678
CCOC1=C(O)C=CC=C1,0.604,0.738,0.641
CC(C)=CC(C)(C)CC(C)(C)C,0.649,0.583,1.017
COC1=CC=C(CC=C)C=C1,0.563,0.705,0.625
CC(C)C1=C(O)C=C(C)C=C1,0.658,0.832,0.755
CC(C)(C)C1=CC=C(O)C=C1,0.702,0.768,0.641
CC(C)(C)C1=CC(O)=CC=C1,0.702,0.767,0.718
CC(C)C1(O)CCC(C)=CC1,0.709,0.878,0.557
CC1=CCC(CC1)C(C)(C)O,0.709,0.787,0.641
OC1=CC=C2CCCC2=C1,0.796,0.827,0.575
OCCOC1=CC=CC=C1,0.559,0.6,0.563
CC(=C)C1=CC(=CC=C1)C(C)=C,0.596,0.759,0.761
CC(C)C1=CC=C(C=C1)C(C)C,0.599,0.76,0.682
CC(C)C1=CC=CC(=C1)C(C)C,0.599,0.759,0.758
CC(CCC=C(C)C)CC=O,0.496,0.562,0.623
CCCC(=O)C1=CC=CC=C1,0.566,0.698,0.719
CC(C)=CCCC(C)=CCO,0.494,0.563,0.622
CCC(C)C1=C(O)C=CC=C1,0.613,0.82,0.741
C1=CC=C(C=C1)C1=CC=CC=C1,0.588,0.682,0.686
C1CCC(CC1)C1=CC=CC=C1,0.599,0.694,0.691
C1CCC(CC1)C1CCCCC1,0.612,0.699,0.694
CCC(C)(O)CCCC(C)C,0.576,0.601,0.58
COC1=CC=CC(=C1)C(C)=O,0.593,0.746,0.693
COC1=CC=C(C=C1)C(C)=O,0.593,0.746,0.617
C1C=CC2C3CC(C=C3)C12,0.958,0.726,0.391
CC(C)CCCCCCC=O,0.453,0.5,0.553
O=C1OC2=C(C=CC=C2)C=C1,0.665,0.792,0.604
O=C1CCCC2=C1C=CC=C2,0.702,0.879,0.695
CC1=C(C)C(C)=C(O)C(C)=C1C,0.663,1.049,0.813
CCCCCCC1=CC=CC=C1,0.487,0.554,0.519
CC1=CC=C2C=CC=C(C)C2=C1,0.667,0.867,0.749
CC1=CC=C2C(C)=CC=CC2=C1,0.667,0.868,0.749
CC1=CC(C)=C2C=CC=CC2=C1,0.667,0.868,0.824
CC1=CC=CC2=C1C=CC=C2C,0.668,0.913,0.813
CC1=CC=C(C)C2=C1C=CC=C2,0.668,0.913,0.814
CC1=CC(=C(O)C=C1)C(C)(C)C,0.662,0.794,0.813
CC1=CC(O)=C(C=C1)C(C)(C)C,0.662,0.794,0.801
OC1=CC=CC2=C1C=CC=C2,0.694,0.873,0.693
OC1=CC=C2C=CC=CC2=C1,0.693,0.825,0.624
OC1CCC2CCCCC2C1,0.72,0.813,0.594
CC(O)COC1=CC=CC=C1,0.54,0.55,0.548
CCCOCCOCCO,0.396,0.483,0.541
CCC1=CC=C2C=CC=CC2=C1,0.629,0.807,0.679
CC1(C)C2CCC1(C)C(=O)C2,0.929,1.127,0.198
CC(C)C12CCC(C)(CC1)O2,0.853,0.859,0.569
CC1=C(C)C(=O)C(C)=C(C)C1=O,0.654,1.023,0.78
OCCOCC1=CC=CC=C1,0.51,0.557,0.526
CC1=CC=C(C=C1)C1=CC=CC=C1,0.562,0.674,0.636
CC1=CC(=CC=C1)C1=CC=CC=C1,0.562,0.674,0.699
CC12CCC(CC1)C(C)(C)O2,0.864,0.931,0.522
O=C1CCCCCCCCCCC1,0.447,0.606,0.73
CC1(C)C2CC1C(C)(O)CC2,0.84,0.935,0.561
COC1=C(O)C(C=O)=CC=C1,0.586,0.822,0.694
C1=CC=C(C=C1)CC1=CC=CC=C1,0.53,0.576,0.543
COC1=CC=C2C=CC=CC2=C1,0.614,0.786,0.656
OC1CCCCCCCCCCC1,0.45,0.607,0.73
CC(=O)C1=CC=C(C=C1)C(C)=O,0.573,0.729,0.646
CC1=CC=C2C=C(C)C(C)=CC2=C1,0.629,0.83,0.697
CC1=CC(=C(O)C(C)=C1)C(C)(C)C,0.625,0.801,0.871
CC1=CC(OCC2CO2)=CC=C1,0.497,0.577,0.592
COC1=C(O)C=CC(CC=C)=C1,0.532,0.714,0.694
COC1=CC=CC(OC)=C1OC,0.517,0.773,0.824
O=CC1=CC=C2OCOC2=C1,0.652,0.748,0.59
OC1=CC=C(CC([O-])=O)C=C1,0.582,0.625,0.549
O=C1CCC(CC1)C1=CC=CC=C1,0.56,0.665,0.63
COC1=CC(C=O)=C(OC)C=C1,0.524,0.751,0.738
C1=CC2=CC=CC3=C2C1=CC=C3,0.731,0.926,0.806
C1CC2=CC=CC3=C2C1=CC=C3,0.738,0.933,0.814
C=CCC1=CC2=C(OCO2)C=C1,0.588,0.691,0.638
CC(O)CCC(=O)C1=COC=C1,0.516,0.533,0.638
COC1=CC(O)=C(C=C1)C(C)=O,0.557,0.756,0.709
CC1=C(CC2=CC=CC=C2)C=CC=C1,0.51,0.611,0.553
CCCCC(CC)COCCO,0.4,0.559,0.647
CC(=O)C=CC1C(C)=CCCC1(C)C,0.542,0.7,0.71
S1C2=C(C=CC=C2)C2=C1C=CC=C2,0.72,0.923,0.822
O1C2=C(C=CC=C2)C2=C1C=CC=C2,0.629,0.792,0.74
COC1=CC=C(C=C1)C1=CC=CC=C1,0.498,0.636,0.637
CCCCOCCOCC(C)O,0.379,0.419,0.502
CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,0.496,0.676,0.786
O=C(C1=CC=CC=C1)C1=CC=CC=C1,0.499,0.619,0.646
CC1=CC(=O)C2=C(C=CC=C2)C1=O,0.61,0.861,0.81
OC1=CC=C(CC2=CC=CC=C2)C=C1,0.5,0.563,0.505
OC(C1=CC=CC=C1)C1=CC=CC=C1,0.5,0.616,0.633
CC1=CC(=O)OC2=CC(O)=CC=C12,0.586,0.776,0.739
C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,0.588,0.768,0.692
CC1=C2CC3=CC=CC=C3C2=CC=C1,0.615,0.827,0.806
C1C2=C(OC3=C1C=CC=C3)C=CC=C2,0.572,0.741,0.676
C1C2=C(CC3=C1C=CC=C3)C=CC=C2,0.591,0.77,0.684
C1CC2=C(C=CC=C2)C2=CC=CC=C12,0.591,0.804,0.787
CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,0.561,0.715,0.859
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,0.506,0.469,0.827
O=CC1=CC=CC(OC2=CC=CC=C2)=C1,0.443,0.528,0.547
O=C1C2=C(C=CC=C2)C2=C1C=CC=C2,0.606,0.837,0.833
CC1=CC=CC2=C1C=CC1=C2C=CC=C1,0.558,0.796,0.814
CC1=C2C=CC=CC2=CC2=C1C=CC=C2,0.558,0.795,0.818
CC1=CC=C2C=C3C=CC=CC3=CC2=C1,0.558,0.738,0.688
CC1=CC=C2C(C=CC3=C2C=CC=C3)=C1,0.558,0.768,0.773
CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0.533,0.689,0.872
COC1=C2OCOC2=CC(CC=C)=C1,0.498,0.667,0.769
CCCCCCCCC1=CC=C(O)C=C1,0.394,0.476,0.465
CC(C)C(O)C(C)(C)COC(=O)C(C)C,0.451,0.57,0.589
OC1=C(C=CC=C1)C(=O)C1=CC=CC=C1,0.473,0.62,0.648
OC1=CC=C(OCC2=CC=CC=C2)C=C1,0.444,0.5,0.438
O=C1C2=C(SC3=C1C=CC=C3)C=CC=C2,0.603,0.868,0.855
O=C1C2=C(CC3=C1C=CC=C3)C=CC=C2,0.552,0.78,0.79
O=C(OCC1CCC=CC1)C1CCC=CC1,0.419,0.484,0.459
O=C1C(=O)C2=CC=CC3=C2C1=CC=C3,0.628,0.897,0.863
CC1=CC2=C(C=C1)C=CC1=CC=C(C)C=C21,0.53,0.735,0.754
CCC1=CC=C2C=C3C=CC=CC3=CC2=C1,0.509,0.7,0.678
CC(C)CCCCCCC1=CC=C(O)C=C1,0.387,0.452,0.435
C(COC1=CC=CC=C1)OC1=CC=CC=C1,0.385,0.429,0.403
