0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"128.354721,36.1872763","127.2391753,37.5966194","126.8812219,35.1753189","128.5559667,35.9018968","127.1489854,36.7131227","127.1035681,37.3328031","128.8421512,35.2213928","126.8295492,37.347458","127.2315149,37.5017029","128.3019063,36.1436852","128.5305392,35.8792639","128.5384692,35.8785312","127.2333645,37.3947197","126.757804,37.3850285","126.745613,37.628028","127.0518368,35.9527316","126.7965741,37.3969788","127.0547493,35.9946916","126.7990726,37.6178716","126.7990726,37.6178716","126.7415687,35.1546886","126.8168457,37.4356696","126.7990726,37.6178716","127.2333645,37.3947197","126.820275,37.4389496","127.0434244,37.3950078","126.8168457,37.4356696","128.5297951,35.8804892","127.0434244,37.3950078","126.9932652,37.5426305","127.1331827,37.5676233","127.1800569,35.8443902","126.8168457,37.4356696","127.0689914,37.4564276","128.5489831,35.8371714","127.1334429,37.5667588","127.2333645,37.3947197","127.501353,36.3514444","127.778989,37.9645476","128.5489831,35.8371714"
"128.3546129,36.1883733","127.2412789,37.597264","126.8809813,35.1754772","128.5538745,35.8995495","127.1488512,36.7128402","127.1035619,37.3333331","128.8411284,35.2215988","126.8307061,37.3472473","127.2323496,37.5005168","128.301171,36.1438452","128.5303625,35.8794746","128.5383052,35.8785272","127.2337592,37.3946124","126.7587504,37.3845865","126.7448805,37.6282964","127.0518994,35.9520664","126.7973231,37.3963775",,"126.7992565,37.6180782","126.7992565,37.6180782","126.741074,35.1547585","126.8171959,37.4355698","126.7992565,37.6180782","127.2337592,37.3946124","126.8206548,37.4390699","127.0441243,37.3951078","126.8171959,37.4355698","128.5297222,35.8805935","127.0441243,37.3951078","126.9934068,37.5426157","127.1332025,37.5675215","127.1803629,35.8445867","126.8171959,37.4355698","127.0692002,37.4564987","128.5488835,35.8371723","127.1334095,37.5666326","127.2337592,37.3946124","127.50145,36.3514498","127.7790292,37.9649459","128.5488835,35.8371723"
"128.3545582,36.1886694","127.24146,37.5973212","126.8807385,35.1756311","128.5538082,35.8994851","127.1486615,36.7124412","127.1035521,37.3339154","128.8397069,35.221886","126.8320961,37.3471019","127.2327248,37.4999994","128.3000925,36.1441427","128.5300425,35.8800895","128.5374398,35.8785076","127.2345983,37.3943835","126.7599132,37.3839718","126.7439959,37.6285819","127.0519398,35.9517781","126.7975027,37.3961379",,"126.7993933,37.6182331","126.7993933,37.6182331","126.7410707,35.1547585","126.8175329,37.4354275","126.7993933,37.6182331","127.2345983,37.3943835","126.8211993,37.4392416","127.0447992,37.3952249","126.8175329,37.4354275","128.5288227,35.8817084","127.0447992,37.3952249","126.9935928,37.5425679","127.1333226,37.5672822","127.1805296,35.8447008","126.8175329,37.4354275","127.0695501,37.4566081","128.5488658,35.8371734","127.1333557,37.5665332","127.2345983,37.3943835","127.5023739,36.3514408","127.7791626,37.9655936","128.5488658,35.8371734"
"128.3544994,36.1889827","127.2416048,37.5973702","126.8805112,35.1757751","128.5529248,35.8986247","127.1485363,36.7121586","127.1035489,37.3340911","128.83826,35.2222284","126.8332794,37.3470906","127.2337991,37.4985416","128.2996314,36.1442675","128.5297951,35.8804892","128.5370874,35.8784998","127.2348629,37.3943111","126.761418,37.3831439","126.7432045,37.6288472","127.0520085,35.9513979","126.7978595,37.3958038",,"126.7993967,37.6182368","126.7993967,37.6182368","126.7408333,35.1547823","126.8179587,37.4352191","126.7993967,37.6182368","127.2348629,37.3943111","126.8218206,37.4394101","127.0474852,37.3956922","126.8179587,37.4352191","128.5282562,35.882191","127.0474852,37.3956922","126.9938333,37.5424824","127.1333751,37.5671985","127.1807273,35.8448374","126.8179587,37.4352191","127.0705207,37.4569181","128.5487617,35.8371743","127.1331903,37.5663128","127.2348629,37.3943111","127.5031496,36.3513831","127.7792445,37.9658719","128.5487617,35.8371743"
"128.3544804,36.1890838","127.2451227,37.5985496","126.8804162,35.1758395","128.5525489,35.8983575","127.1484097,36.7116868","127.1035505,37.3374443","128.8351542,35.2229191","126.8341054,37.3471349","127.233998,37.4982708","128.2990044,36.1444764","128.5297222,35.8805935","128.5362551,35.8784737","127.2349975,37.3942727","126.7623745,37.382591","126.7423663,37.6291429","127.0521305,35.9508051","126.7979017,37.3957635",,"126.8020662,37.6212802","126.8020662,37.6212802","126.7404367,35.1548096","126.8182816,37.4350136","126.8020662,37.6212802","127.2349975,37.3942727","126.8228832,37.4396568","127.0475743,37.3957079","126.8182816,37.4350136","128.5277981,35.8828342","127.0475743,37.3957079","126.9940854,37.5423663","127.1334106,37.5671049","127.1809956,35.8450437","126.8182816,37.4350136","127.0707239,37.4569838","128.5486068,35.8371792","127.1330341,37.5660726","127.2349975,37.3942727","127.5051624,36.3511333","127.77934,37.9661322","128.5486068,35.8371792"
"128.3543239,36.1897214","127.2463877,37.5989886","126.8803864,35.1758592","128.5519747,35.8979992","127.1483408,36.7113269","127.1035284,37.3395057","128.8347906,35.2229943","126.834773,37.3472243","127.2354497,37.496291","128.2969556,36.1452221","128.5288227,35.8817084","128.5360512,35.8784691","127.2380474,37.3934213","126.7633183,37.3819443","126.7418953,37.6293219","127.0522871,35.9503585","126.7987749,37.3949241",,"126.802305,37.621552","126.802305,37.621552","126.7400832,35.1548055","126.8186082,37.4347694","126.802305,37.621552","127.2380474,37.3934213","126.8235108,37.4397641","127.0496746,37.3960746","126.8186082,37.4347694","128.527562,35.8831662","127.0496746,37.3960746","126.9940888,37.5423654","127.1334545,37.566922","127.1812692,35.8452987","126.8186082,37.4347694","127.0708299,37.4570184","128.5484496,35.8371833","127.1329859,37.5659733","127.2380474,37.3934213","127.507174,36.3508582","127.7794916,37.9664905","128.5484496,35.8371833"
"128.3542642,36.1899643","127.2472498,37.5993339","126.8802937,35.1759192","128.5514499,35.8977829","127.1482711,36.7104045","127.1035144,37.341312","128.8335054,35.2232817","126.8350447,37.3472727","127.2359966,37.4955035","128.2964686,36.1453218","128.5282562,35.882191","128.535599,35.8784496","127.2396543,37.392967","126.7639211,37.3814081","126.741373,37.6295258","127.0525872,35.9496491","126.7988307,37.3948731",,"126.8024808,37.6217792","126.8024808,37.6217792","126.7395721,35.1547554","126.8186093,37.4347685","126.8024808,37.6217792","127.2396543,37.392967","126.8244884,37.4399058","127.0505371,37.3961996","126.8186093,37.4347685","128.5271747,35.8837158","127.0505371,37.3961996","126.9943454,37.5422583","127.1334429,37.5667588","127.1815439,35.8455429","126.8186093,37.4347685","127.0709644,37.457027","128.548102,35.837189","127.1329616,37.5658344","127.2396543,37.392967","127.5096805,36.3505199","127.7794939,37.9664959","128.548102,35.837189"
"128.354016,36.190763","127.2476818,37.5995448","126.8801845,35.1759935","128.5509433,35.8975962","127.1482407,36.7101925","127.1035144,37.3423747","128.831056,35.2238072","126.8356478,37.3473806","127.2367412,37.4944804","128.2954398,36.1457046","128.5277981,35.8828342","128.5354649,35.8784435","127.2405928,37.3927338","126.7644225,37.3809633","126.7404515,37.6299832","127.0532053,35.9485731","126.798879,37.3947868",,"126.802977,37.6225213","126.802977,37.6225213","126.7391786,35.1546853","126.8233333,37.4298463","126.802977,37.6225213","127.2405928,37.3927338","126.8255425,37.4399776","127.0515746,37.3963162","126.8233333,37.4298463","128.5268369,35.8842389","127.0515746,37.3963162","126.9952182,37.5420782","127.1334095,37.5666326","127.1818594,35.8458556","126.8233333,37.4298463","127.0711542,37.4570691","128.5469919,35.8372204","127.1329588,37.5657271","127.2405928,37.3927338","127.5101998,36.3504496","127.7796453,37.9668038","128.5469919,35.8372204"
"128.3537249,36.1915053","127.2480539,37.5997376","126.8800752,35.1760677","128.5501623,35.8973578","127.1482153,36.7101131","127.1035138,37.342921","128.8310133,35.2238167","126.8359747,37.3474374","127.2372185,37.4938703","128.2950766,36.1458395","128.527562,35.8831662","128.5353684,35.8784398","127.2410032,37.3926491","126.7649944,37.3803458","126.7403308,37.630041","127.0537247,35.9476996","126.7988964,37.3947292",,"126.8034643,37.6234841","126.8034643,37.6234841","126.7388926,35.1546231","126.8237042,37.4295726","126.8034643,37.6234841","127.2410032,37.3926491","126.8260057,37.4400091","127.0523992,37.39635","126.8237042,37.4295726","128.5265845,35.8846783","127.0523992,37.39635","126.9952772,37.5420631","127.1333557,37.5665332","127.182444,35.8464342","126.8237042,37.4295726","127.0717267,37.4571911","128.5467838,35.8372222","127.1329588,37.5657262","127.2410032,37.3926491","127.5117244,36.3501916","127.7798426,37.9671783","128.5467838,35.8372222"
"128.3535,36.1919982","127.248332,37.5999013","126.8798621,35.1762136","128.5484734,35.8970038","127.1481778,36.7099904","127.1035141,37.3430688","128.8290575,35.2242214","126.836039,37.3474495","127.2373276,37.4937101","128.2947632,36.1459579","128.5271747,35.8837158","128.5351457,35.8784327","127.2416611,37.3925405","126.7650184,37.3803189","126.7393822,37.6306054","127.053774,35.9476078","126.7988637,37.3946028",,"126.8038568,37.6244093","126.8038568,37.6244093","126.738515,35.1544936","126.8247525,37.4285015","126.8038568,37.6244093","127.2416611,37.3925405","126.8261797,37.4400146","127.0535245,37.3963416","126.8247525,37.4285015","128.5263023,35.8853073","127.0535245,37.3963416","126.9953044,37.542056","127.1331903,37.5663128","127.1826813,35.8466395","126.8247525,37.4285015","127.0717493,37.4571957","128.5467362,35.8372226","127.1329705,37.565655","127.2416611,37.3925405","127.5133247,36.3498245","127.7802733,37.9678694","128.5467362,35.8372226"
"128.3534913,36.1920172","127.248479,37.5999873","126.8797429,35.1762897","128.5479367,35.8968913","127.148148,36.7098966","127.1035135,37.3436232","128.8284384,35.2243256","126.8365057,37.3475333","127.2377665,37.4930711","128.2942373,36.1461579","128.5268369,35.8842389","128.534924,35.8784247","127.2420126,37.3924827","126.7651246,37.3801997","126.7386264,37.631145","127.0545867,35.9462422","126.7988001,37.3944015",,"126.8039606,37.6248246","126.8039606,37.6248246","126.7377306,35.1541938","126.8252114,37.4278749","126.8039606,37.6248246","127.2420126,37.3924827","126.8270622,37.4400494","127.0544365,37.396291","126.8252114,37.4278749","128.526114,35.8858255","127.0544365,37.396291","126.9954994,37.5420082","127.1330341,37.5660726","127.1828502,35.8467698","126.8252114,37.4278749","127.0719752,37.4572389","128.5448901,35.8372783","127.1330119,37.5655109","127.2420126,37.3924827","127.5141884,36.349581","127.7809053,37.968817","128.5448901,35.8372783"
"128.352885,36.193235","127.2491831,37.6004899","126.8795873,35.1765404","128.5468714,35.8966861","127.1479844,36.7094201","127.1035133,37.3436619","128.8281314,35.2243668","126.8380921,37.3479072","127.2380485,37.4926481","128.2938218,36.146295","128.5265845,35.8846783","128.5342002,35.8783895","127.2422737,37.3924373","126.7654625,37.3797159","126.7384027,37.6313049","127.0550702,35.9454308","126.7986553,37.3942933",,"126.8040348,37.6253757","126.8040348,37.6253757","126.7372119,35.1540111","126.8255997,37.427175","126.8040348,37.6253757","127.2422737,37.3924373","126.8309604,37.440131","127.0554246,37.3961829","126.8255997,37.427175","128.5260181,35.8862032","127.0554246,37.3961829","126.9961464,37.5415846","127.1329859,37.5659733","127.1831109,35.8469129","126.8255997,37.427175","127.072776,37.4573914","128.544724,35.8372825","127.1331078,37.5653562","127.2422737,37.3924373","127.5142999,36.3495494","127.7811434,37.9691598","128.544724,35.8372825"
"128.3522139,36.1945272","127.2499999,37.6011658","126.8795581,35.1766223","128.5445742,35.8962454","127.1479391,36.7093055","127.103474,37.3461992","128.8274294,35.2244412","126.8383174,37.3479571","127.2383547,37.4921197","128.2932148,36.1465073","128.5263023,35.8853073","128.5334052,35.878335","127.2431667,37.3923077","126.7655118,37.3796414","126.7380873,37.6315579","127.0562992,35.9433653","126.7985148,37.394224",,"126.8040858,37.6262305","126.8040858,37.6262305","126.736681,35.1538482","126.8259872,37.4264327","126.8040858,37.6262305","127.2431667,37.3923077","126.8333542,37.4401787","127.0609373,37.3953075","126.8259872,37.4264327","128.5259017,35.8868903","127.0609373,37.3953075","126.9964101,37.5414208","127.1329616,37.5658344","127.1833476,35.8469911","126.8259872,37.4264327","127.0732167,37.4574326","128.5445702,35.8372874","127.1331931,37.5652717","127.2431667,37.3923077","127.5159748,36.3488325","127.7822064,37.9708355","128.5445702,35.8372874"
"128.3518525,36.1952528","127.2504041,37.6015579","126.8795454,35.176707","128.5422992,35.895808","127.147918,36.7092531","127.1034795,37.3485825","128.826882,35.2244914","126.8397395,37.3482779","127.2386338,37.4915596","128.2908125,36.1473661","128.526114,35.8858255","128.5331113,35.8783069","127.2440437,37.3921996","126.7656722,37.3794036","126.7375349,37.6320428","127.0564671,35.9430819","126.7983494,37.3940328",,"126.8041496,37.6272908","126.8041496,37.6272908","126.7362973,35.1537899","126.8264123,37.4254166","126.8041496,37.6272908","127.2440437,37.3921996","126.833925,37.4401829","127.0625681,37.3952153","126.8264123,37.4254166","128.5256777,35.8885042","127.0625681,37.3952153","126.9964783,37.5413778","127.1329588,37.5657271","127.1836951,35.8470398","126.8264123,37.4254166","127.0734847,37.4574318","128.542984,35.8373228","127.1333431,37.5651668","127.2440437,37.3921996","127.5160762,36.3487802","127.7822705,37.9709381","128.542984,35.8373228"
"128.3516449,36.1957023","127.2509089,37.6020403","126.8795573,35.1768676","128.5421404,35.8957788","127.1478489,36.7089374","127.1034635,37.3496857","128.8260541,35.2245284","126.8406353,37.3484758","127.2388469,37.4910959","128.2889624,36.1480995","128.5260181,35.8862032","128.5329348,35.8783643","127.2454269,37.3920854","126.7660117,37.3788748","126.7371519,37.6324856","127.0569742,35.9422083","126.7982001,37.3937994",,"126.8041618,37.627683","126.8041618,37.627683","126.7360462,35.1537477","126.8270746,37.4236492","126.8041618,37.627683","127.2454269,37.3920854","126.8346993,37.4401899","127.0631705,37.3951815","126.8270746,37.4236492","128.5257231,35.8891863","127.0631705,37.3951815","126.996799,37.5411574","127.1329588,37.5657262","127.1840749,35.8470516","126.8270746,37.4236492","127.0737415,37.4574066","128.5417034,35.8373565","127.1335224,37.5650952","127.2454269,37.3920854","127.5173744,36.3481164","127.7824321,37.9711999","128.5417034,35.8373565"
"128.3514006,36.1963505","127.251564,37.6026483","126.8795817,35.1769831","128.541555,35.8956684","127.1478248,36.7088301","127.1034636,37.349893","128.8255741,35.22454","126.8416295,37.3486598","127.238888,37.4910068","128.288616,36.1482605","128.5259017,35.8868903","128.5328285,35.8783715","127.2488393,37.3918818","126.7663866,37.3781912","126.7368611,37.6327695","127.0572047,35.9418323","126.7980983,37.3935771",,"126.8042715,37.6292871","126.8042715,37.6292871","126.7357129,35.1537014","126.8274644,37.4226482","126.8042715,37.6292871","127.2488393,37.3918818","126.8374923,37.4402155","127.0647849,37.3951902","126.8274644,37.4226482","128.5256554,35.8901254","127.0647849,37.3951902","126.9972721,37.5409999","127.1329705,37.565655","127.1847608,35.8469615","126.8274644,37.4226482","127.0740267,37.4573617","128.54143,35.8373588","127.1337196,37.565048","127.2488393,37.3918818","127.5179895,36.3477557","127.7827533,37.9718247","128.54143,35.8373588"
"128.3511542,36.1971221","127.2520995,37.6030856","126.8796864,35.1773642","128.5389291,35.8951665","127.1478034,36.7086064","127.1034661,37.3502734","128.8252214,35.2245402","126.8421223,37.3487292","127.2391118,37.4904006","128.28715,36.1489409","128.5256777,35.8885042","128.5325993,35.8783825","127.2499998,37.3918058","126.7668652,37.3769484","126.7364976,37.6331871","127.0586875,35.9393629","126.7979919,37.3932321",,"126.8042825,37.629444","126.8042825,37.629444","126.7353201,35.1536764","126.8297961,37.4166664","126.8042825,37.629444","127.2499998,37.3918058","126.8381412,37.4402174","127.0648402,37.3951904","126.8297961,37.4166664","128.525749,35.8905078","127.0648402,37.3951904","126.9975044,37.5409549","127.1330119,37.5655109","127.1850132,35.8469657","126.8297961,37.4166664","127.0744083,37.4572603","128.5413813,35.8373593","127.1339982,37.5650471","127.2499998,37.3918058","127.5183249,36.3475582","127.7829604,37.9723938","128.5413813,35.8373593"
