0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"127.1354337,37.481602","128.6074619,35.2597083","128.6074619,35.2597083","128.5304583,35.8792646","128.8807124,35.9377081","127.5506866,34.895705","128.5201457,35.9200925","127.3641067,36.3583099","128.5142553,35.2598979","126.8124498,37.4414669","128.5277623,35.8922333","128.5277623,35.8922333","128.5304583,35.8792646","126.4381045,34.7760879","126.8172345,37.3502368","126.8020476,37.4295314","128.5277623,35.8922333"
"127.1354658,37.4817589","128.6078006,35.2599594","128.6078006,35.2599594","128.5303625,35.8794746","128.8807992,35.937791","127.5493333,34.8966073","128.5211333,35.9207865","127.3639294,36.3583331","128.5141303,35.2600099","126.8128242,37.4410752","128.5280996,35.8922746","128.5280996,35.8922746","128.5303625,35.8794746","126.4353244,34.7753161","126.8182937,37.3502159","126.8023416,37.4296287","128.5280996,35.8922746"
"127.1355453,37.4821531","128.6085491,35.2605161","128.6085491,35.2605161","128.5300425,35.8800895","128.8811463,35.93818","127.5488891,34.8969033","128.5218666,35.9213563","127.3637611,36.3583555","128.5138234,35.2602649","126.8133972,37.4404755","128.5282372,35.8922914","128.5282372,35.8922914","128.5300425,35.8800895","126.4334002,34.7747879","126.8184993,37.3502053","126.8027923,37.4297873","128.5282372,35.8922914"
"127.1357677,37.4834012","128.6093441,35.2611778","128.6093441,35.2611778","128.5297951,35.8804892","128.8818746,35.9391327","127.5474198,34.8979463","128.5219013,35.9213822","127.363731,36.3583599","128.5134872,35.2605428","126.8138241,37.4400246","128.5286241,35.892308","128.5286241,35.892308","128.5297951,35.8804892","126.4332619,34.7747498","126.8197735,37.3501433","126.8033733,37.4300287","128.5286241,35.892308"
"127.1358412,37.4838675","128.6098672,35.2616464","128.6098672,35.2616464","128.5297222,35.8805935","128.8819747,35.9393452","127.5472524,34.8980853","128.5224485,35.9217877","127.3629361,36.358469","128.5125374,35.2612495","126.8151243,37.4386332","128.5290901,35.8923545","128.5290901,35.8923545","128.5297222,35.8805935","126.432874,34.7746661","126.8206403,37.3500545","126.8040419,37.430331","128.5290901,35.8923545"
"127.1358456,37.4838981","128.6100947,35.2618887","128.6100947,35.2618887","128.5288227,35.8817084","128.8820902,35.9394818","127.5471397,34.8981782","128.5228727,35.9221042","127.3625247,36.3585263","128.5121369,35.2614828","126.8162304,37.4374544","128.5296606,35.8924343","128.5296606,35.8924343","128.5288227,35.8817084","126.4326249,34.7746576","126.8211739,37.3499836","126.8043705,37.4304853","128.5296606,35.8924343"
"127.1358654,37.4840181","128.6109001,35.2627432","128.6109001,35.2627432","128.5282562,35.882191","128.882383,35.9397462","127.5471189,34.8981953","128.523449,35.9225302","127.362062,36.3585915","128.5109744,35.2621498","126.8166003,37.4370509","128.5303074,35.8925838","128.5303074,35.8925838","128.5282562,35.882191","126.4323321,34.7746514","126.8214034,37.3499435","126.8046259,37.4306048","128.5303074,35.8925838"
"127.1362911,37.4865035","128.6111268,35.262999","128.6111268,35.262999","128.5277981,35.8828342","128.883174,35.9407332","127.5470708,34.898235","128.523665,35.9226906","127.3613619,36.3586728","128.5098999,35.2626493","126.8179939,37.435578","128.5307357,35.8927163","128.5307357,35.8927163","128.5277981,35.8828342","126.4322622,34.7746499","126.8217031,37.3498911","126.8048229,37.430697","128.5307357,35.8927163"
"127.1365661,37.4878673","128.6118597,35.2637785","128.6118597,35.2637785","128.527562,35.8831662","128.8834998,35.9410414","127.5467678,34.8984885","128.5239214,35.922894","127.3609004,36.3587173","128.5093247,35.2628912","126.8237042,37.4295726","128.5317421,35.8930007","128.5317421,35.8930007","128.527562,35.8831662","126.431912,34.774691","126.8222371,37.3497752","126.8053391,37.4309714","128.5317421,35.8930007"
"127.1368272,37.4888478","128.6125973,35.2645814","128.6125973,35.2645814","128.5271747,35.8837158","128.8839745,35.9414326","127.5465577,34.8986644","128.524029,35.9229814","127.3608045,36.3587262","128.5089124,35.263066","126.8247525,37.4285015","128.5323502,35.8931559","128.5323502,35.8931559","128.5271747,35.8837158","126.4314618,34.7747664","126.8227271,37.3496437","126.8064524,37.4315899","128.5323502,35.8931559"
"127.1368283,37.4888523","128.6128894,35.264879","128.6128894,35.264879","128.5268369,35.8842389","128.884187,35.9416077","127.5464341,34.8988611","128.5242933,35.9231956","127.3607532,36.3587298","128.5082115,35.2633748","126.8252114,37.4278749","128.5331435,35.8934133","128.5331435,35.8934133","128.5268369,35.8842389","126.430912,34.7749492","126.8232163,37.3494834","126.8077052,37.4322832","128.5331435,35.8934133"
"127.1368551,37.4889272","128.6130555,35.2650479","128.6130555,35.2650479","128.5265845,35.8846783","128.8844202,35.9417547","127.5463806,34.8989332","128.5247723,35.9236359","127.3606696,36.3587387","128.5073369,35.2636742","126.8255997,37.427175","128.5350124,35.8939011","128.5350124,35.8939011","128.5265845,35.8846783","126.4298119,34.7753408","126.8241844,37.3491761","126.8079166,37.4324007","128.5350124,35.8939011"
"127.1369142,37.4890942","128.6135657,35.2655328","128.6135657,35.2655328","128.5263023,35.8853073","128.8846623,35.9419079","127.5461782,34.8991876","128.5251337,35.9239863","127.3605057,36.3587565","128.5066498,35.2638575","126.8259872,37.4264327","128.537513,35.8945675","128.537513,35.8945675","128.5263023,35.8853073","126.4294118,34.7754328","126.8251842,37.3488582","126.8084103,37.4326749","128.537513,35.8945675"
"127.1370717,37.4895129","128.6137758,35.2657058","128.6137758,35.2657058","128.526114,35.8858255","128.8851121,35.9421416","127.5459573,34.8996043","128.5256396,35.9245346","127.3603954,36.358769","128.5062537,35.2639167","126.8264123,37.4254166","128.5388891,35.8949081","128.5388891,35.8949081","128.526114,35.8858255","126.4290866,34.7754832","126.8262816,37.3484913","126.8087544,37.4328671","128.5388891,35.8949081"
"127.1374073,37.49029","128.6138125,35.2657325","128.6138125,35.2657325","128.5260181,35.8862032","128.885575,35.9423661","127.5457136,34.9001391","128.526061,35.9250683","127.3600698,36.3588191","128.5058115,35.2639826","126.8270746,37.4236492","128.5406956,35.8952738","128.5406956,35.8952738","128.5260181,35.8862032","126.4285867,34.7755248","126.8270641,37.3482326","126.8091501,37.4330984","128.5406956,35.8952738"
"127.137423,37.4903225","128.6143036,35.266113","128.6143036,35.266113","128.5259017,35.8868903","128.8877118,35.9434079","127.5454773,34.9004684","128.5262225,35.9252951","127.3600475,36.3588218","128.5050533,35.2640124","126.8274644,37.4226482","128.5413095,35.8954542","128.5413095,35.8954542","128.5259017,35.8868903","126.4281368,34.7754992","126.8273505,37.3481387","126.8096235,37.433368","128.5413095,35.8954542"
"127.1381554,37.4918562","128.6148873,35.2665079","128.6148873,35.2665079","128.5256777,35.8885042","128.8888242,35.9439414","127.545136,34.9007814","128.5266,35.9257751","127.3599516,36.3588352","128.5048795,35.2640093","126.8297961,37.4166664","128.5415952,35.8955184","128.5415952,35.8955184","128.5256777,35.8885042","126.4277093,34.7754269","126.8285859,37.3477383","126.8104612,37.4338479","128.5415952,35.8955184"
"127.1383032,37.4921649","128.6154373,35.2668509","128.6154373,35.2668509","128.5257231,35.8891863","128.8893244,35.9442079","127.5448734,34.9009402","128.5267762,35.926026","127.3598558,36.3588477","128.5040302,35.263955","126.8316669,37.4120296","128.5421496,35.8956326","128.5421496,35.8956326","128.5254346,35.8902698","126.4276995,34.775425","126.8292764,37.3475376","126.8129321,37.4352143","128.5421496,35.8956326"
"127.1391632,37.4940009","128.6156045,35.2669404","128.6156045,35.2669404","128.5256554,35.8901254","128.8900634,35.9446221","127.5445746,34.9010711","128.5277326,35.9273882","127.3596194,36.3588799","128.5021867,35.2637909","126.8320374,37.4112827","128.5423739,35.8956749","128.5423739,35.8956749","128.5252339,35.8917239","126.4263012,34.7750456","126.8292854,37.3475349","126.8134866,37.4355159","128.5423739,35.8956749"
"127.1395439,37.4948133","128.6158657,35.2670669","128.6158657,35.2670669","128.525749,35.8905078","128.8904658,35.9448726","127.5442792,34.9011632","128.5289495,35.9292512","127.3595514,36.3588897","128.5003242,35.2635908","126.8323743,37.4107492","128.5446155,35.896098","128.5446155,35.896098","128.5251809,35.8920796","126.4258645,34.7749273","126.8295492,37.347458","126.8144615,37.436075","128.5446155,35.896098"
"127.1395629,37.4948539","128.6161169,35.267189","128.6161169,35.267189","128.5258994,35.8908329","128.8905992,35.9449576","127.5440099,34.9012255","128.5298969,35.9307595","127.3588579,36.3589845","128.4999995,35.2635583","126.8330239,37.4098749","128.545142,35.896198","128.545142,35.896198","128.5251303,35.8924478","126.4257458,34.7748974","126.8307061,37.3472473","126.8148123,37.4362744","128.545142,35.896198"
"127.1404603,37.4966891","128.6162663,35.267258","128.6162663,35.267258","128.5261499,35.8911832","128.8908967,35.9451651","127.5434671,34.9012681","128.5299025,35.9307685","127.3587398,36.3590006","128.49924,35.2634844","126.8335282,37.4093315","128.5462994,35.8964161","128.5462994,35.8964161","128.525024,35.8932304","126.4254768,34.7748256","126.8320961,37.3471019","126.8151374,37.4364574","128.5462994,35.8964161"
"127.1420826,37.4999993","128.6166365,35.2674006","128.6166365,35.2674006","128.5265873,35.8916826","128.8914242,35.9455331","127.5424535,34.901282","128.5301198,35.931111","127.3574454,36.3591775","128.4984497,35.2634079","126.834278,37.4086228","128.5469704,35.8965445","128.5469704,35.8965445","128.5249471,35.8937936","126.4253831,34.7748004","126.8332794,37.3470906","126.8162497,37.4370741","128.5469704,35.8965445"
"127.1435428,37.5029286","128.6170864,35.2675741","128.6170864,35.2675741","128.5267874,35.891991","128.8918825,35.9458713","127.5415429,34.9013499","128.530646,35.9319404","127.357374,36.3591901","128.4981988,35.263382","126.8354535,37.4075558","128.5480368,35.8967498","128.5480368,35.8967498","128.5249319,35.8939047","126.4251,34.7747249","126.8341054,37.3471349","126.8163374,37.4371242","128.5480368,35.8967498"
"127.1441011,37.5040039","128.6176343,35.2677638","128.6176343,35.2677638","128.5268993,35.8922416","128.8923497,35.9462165","127.5405491,34.9014612","128.5308848,35.932317","127.3573038,36.3592017","128.498136,35.2633754","126.8365414,37.4065551","128.5485757,35.8968641","128.5485757,35.8968641","128.5248336,35.8946213","126.4230374,34.7741746","126.834773,37.3472243","126.8168874,37.4374248","128.5485757,35.8968641"
"127.1445605,37.5047209","128.6185221,35.267972","128.6185221,35.267972","128.5269493,35.8924242","128.8931315,35.9467303","127.5401945,34.9015235","128.5309176,35.932369","127.3566503,36.359383","128.4963859,35.2631986","126.8375996,37.4055912","128.5501535,35.8971983","128.5501535,35.8971983","128.5248053,35.8948298","126.4210661,34.7736594","126.8350447,37.3472727","126.8174757,37.4377401","128.5501535,35.8971983"
"127.1446133,37.504804","128.619037,35.2680745","128.619037,35.2680745","128.5269493,35.8926","128.8932998,35.9468411","127.5398585,34.9015822","128.5315661,35.9333876","127.3544885,36.3596689","128.4950806,35.2630813","126.838325,37.4049463","128.5502746,35.8972243","128.5502746,35.8972243","128.5246977,35.8962796","126.4198909,34.7733523","126.8356478,37.3473806","126.8182375,37.438123","128.5502746,35.8972243"
"127.1450659,37.5055075","128.6196914,35.2681767","128.6196914,35.2681767","128.5269121,35.8928077","128.8942494,35.9473827","127.5345821,34.9028138","128.532022,35.9340923","127.3541172,36.3597171","128.494537,35.2630326","126.8398091,37.4035953","128.5510068,35.8974595","128.5510068,35.8974595","128.5246418,35.896848","126.4198114,34.7733327","126.8359747,37.3474374","126.81885,37.4383997","128.5510068,35.8974595"
"127.1451995,37.5057161","128.6202156,35.2682376","128.6202156,35.2682376","128.526849,35.8929831","128.8949742,35.9477412","127.5342636,34.9028897","128.5321352,35.9342753","127.3537928,36.35976","128.493637,35.2630661","126.8418394,37.4018066","128.5515748,35.8976745","128.5515748,35.8976745","128.5244797,35.8982856","126.4195359,34.7732608","126.836039,37.3474495","126.8192745,37.4385833","128.5515748,35.8976745"
"127.1452265,37.5057532","128.6209705,35.2682884","128.6209705,35.2682884","128.5267497,35.8931913","128.8956555,35.948029","127.5338346,34.9030214","128.5323184,35.9345541","127.352465,36.3599306","128.4932936,35.2631213","126.8439139,37.3998514","128.5522248,35.8979745","128.5522248,35.8979745","128.5244451,35.8991189","126.4179578,34.7728509","126.8365057,37.3475333","126.8196992,37.4387408","128.5522248,35.8979745"
"127.1456692,37.5064026","128.6216977,35.2683258","128.6216977,35.2683258","128.526574,35.8933993","128.8972115,35.9486825","127.5332589,34.9032416","128.5325675,35.9349513","127.3522587,36.3599574","128.4928846,35.2632076","126.8445744,37.3992556","128.5526615,35.8982411","128.5526615,35.8982411","128.5244519,35.8993957","126.4154866,34.7722076","126.8380921,37.3479072","126.820275,37.4389496","128.5526615,35.8982411"
"127.1471794,37.5086226","128.622075,35.2683412","128.622075,35.2683412","128.5262493,35.89365","128.8997678,35.9497309","127.5325126,34.9036224","128.5330542,35.9357243","127.351408,36.3600762","128.4924892,35.2633307","126.844801,37.3990504","128.5530489,35.8985415","128.5530489,35.8985415","128.524446,35.8996211","126.4152623,34.7721497","126.8383174,37.3479571","126.8206548,37.4390699","128.5530489,35.8985415"
"127.1473155,37.5088114","128.6228002,35.2683949","128.6228002,35.2683949","128.5259249,35.8938412","128.9001989,35.949908","127.5317246,34.9040897","128.5334581,35.9363492","127.3513679,36.3600816","128.491974,35.2635414","126.845229,37.3986751","128.5539618,35.8994495","128.5539618,35.8994495","128.5244741,35.9003412","126.4151371,34.7721162","126.8397395,37.3482779","126.8211993,37.4392416","128.5539618,35.8994495"
"127.1475413,37.5091501","128.6235943,35.268493","128.6235943,35.268493","128.5257607,35.8939111","128.9006621,35.9501415","127.5308568,34.9045985","128.533833,35.9369572","127.3505128,36.3602022","128.4918275,35.2636067","126.8455376,37.398401","128.5566472,35.9023226","128.5566472,35.9023226","128.5247117,35.9018349","126.4148387,34.7720351","126.8406353,37.3484758","126.8218206,37.4394101","128.5566472,35.9023226"
"127.1482995,37.5100916","128.6239537,35.2685645","128.6239537,35.2685645","128.5255745,35.8939911","128.9011115,35.9504166","127.5303413,34.9048331","128.5340693,35.9373113","127.3501503,36.360282","128.4907461,35.2640871","126.8456617,37.3982909","128.5573234,35.9028396","128.5573234,35.9028396","128.5249033,35.9029449","126.4131246,34.7715833","126.8416295,37.3486598","126.8228832,37.4396568","128.5573234,35.9028396"
"127.148724,37.51053","128.6245743,35.2686886","128.6245743,35.2686886","128.5252124,35.8940916","128.9014867,35.9506908","127.5299408,34.9049279","128.534439,35.9378653","127.3499084,36.3603349","128.49038,35.264274","126.846895,37.3971701","128.5577302,35.9031011","128.5577302,35.9031011","128.5249363,35.9031853","126.4124496,34.7713915","126.8421223,37.3487292","126.8235108,37.4397641","128.5577302,35.9031011"
"127.1492458,37.5109696","128.624999,35.268791","128.624999,35.268791","128.5249615,35.8941415","128.9018248,35.9509997","127.5295478,34.9049713","128.5347791,35.9383591","127.3494032,36.3604569","128.4898247,35.2646248","126.8471786,37.3969111","128.5581911,35.9033449","128.5581911,35.9033449","128.5249717,35.9033536","126.4124114,34.771384","126.842919,37.3487859","126.8244884,37.4399058","128.5581911,35.9033449"
"127.1498911,37.5113862","128.6266242,35.2692827","128.6266242,35.2692827","128.5246171,35.8941517","128.9021748,35.951358","127.5292205,34.904975","128.5355546,35.9394172","127.3488389,36.3606184","128.48944,35.2648985","126.8473482,37.396757","128.5586247,35.903534","128.5586247,35.903534","128.5250154,35.9035615","126.4119623,34.7712997","126.8437396,37.3488049","126.8255425,37.4399776","128.5586247,35.903534"
"127.1504123,37.511723","128.6277249,35.2696159","128.6277249,35.2696159","128.5244618,35.8941413","128.9024661,35.951781","127.5288221,34.9049309","128.5359024,35.9398244","127.3478941,36.3609571","128.4890889,35.2651394","126.8485382,37.3956747","128.5592672,35.9037709","128.5592672,35.9037709","128.5255029,35.9058789","126.4117964,34.7712865","126.8443325,37.3487938","126.8260057,37.4400091","128.5592672,35.9037709"
